Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Sat Apr  1 00:13:00 2006
12552528: 0 Tage idle - Level 5
9209628: 103 Tage idle - Level 3 => LOESCHEN
13658828: 10 Tage idle - Level 1
13947428: 4 Tage idle - Level 8
14014428: 0 Tage idle - Level 5
13050328: 60 Tage idle - Level 1 => LOESCHEN
10266028: 1 Tage idle - Level 23
13344628: 39 Tage idle - Level 7
8762128: 6 Tage idle - Level 8
13891428: 15 Tage idle - Level 1
13927528: 6 Tage idle - Level 7
14004828: 0 Tage idle - Level 13
12441828: 34 Tage idle - Level 4
8261028: 5 Tage idle - Level 18
9721228: 245 Tage idle - Level 22
8342228: 10 Tage idle - Level 6 (KEEP_CHARACTER)
8758128: 0 Tage idle - Level 6
8059228: 0 Tage idle - Level 101 (KEEP_CHARACTER)
12411628: 0 Tage idle - Level 9
12173728: 75 Tage idle - Level 7
12999928: 65 Tage idle - Level 3
8145028: 0 Tage idle - Level 6
9731528: 101 Tage idle - Level 10
9159928: 108 Tage idle - Level 12
13274328: 6 Tage idle - Level 3
11701328: 14 Tage idle - Level 6
8322328: 92 Tage idle - Level 8
8657028: 48 Tage idle - Level 7
14005428: 0 Tage idle - Level 2
13512928: 9 Tage idle - Level 2
14162528: 1 Tage idle - Level 3
7967328: 24 Tage idle - Level 14
10424728: 0 Tage idle - Level 24
8181128: 14 Tage idle - Level 4
12002628: 4 Tage idle - Level 6
12463628: 65 Tage idle - Level 4
8733928: 1 Tage idle - Level 12
8941328: 18 Tage idle - Level 7
12894428: 13 Tage idle - Level 2
10344128: 36 Tage idle - Level 6
11196628: 134 Tage idle - Level 6
11728828: 27 Tage idle - Level 1 (KEEP_CHARACTER)
12535128: 0 Tage idle - Level 17
10309328: 179 Tage idle - Level 7
13357428: 47 Tage idle - Level 1 => LOESCHEN
9373928: 126 Tage idle - Level 5
13808428: 10 Tage idle - Level 1
12844328: 15 Tage idle - Level 7
13985428: 0 Tage idle - Level 17
7978928: 0 Tage idle - Level 11
13737528: 1 Tage idle - Level 9
14052428: 0 Tage idle - Level 10
13408428: 36 Tage idle - Level 1 => LOESCHEN
13331928: 34 Tage idle - Level 1 => LOESCHEN
12779028: 6 Tage idle - Level 8 (KEEP_CHARACTER)
11642628: 96 Tage idle - Level 10 (KEEP_CHARACTER)
7953328: 347 Tage idle - Level 11 => LOESCHEN
13970128: 0 Tage idle - Level 7
13854128: 19 Tage idle - Level 2
12926128: 0 Tage idle - Level 24
9131228: 0 Tage idle - Level 13 (KEEP_CHARACTER)
13494628: 22 Tage idle - Level 1
12739228: 76 Tage idle - Level 2 => LOESCHEN
11982628: 22 Tage idle - Level 9
8396128: 0 Tage idle - Level 31 (KEEP_CHARACTER)
9157428: 13 Tage idle - Level 10
11405628: 15 Tage idle - Level 8
13637028: 30 Tage idle - Level 1 => LOESCHEN
13718228: 5 Tage idle - Level 6
9080928: 149 Tage idle - Level 4 => LOESCHEN
14033128: 4 Tage idle - Level 6
7964228: 1 Tage idle - Level 20
8152928: 281 Tage idle - Level 9 => LOESCHEN
13150228: 58 Tage idle - Level 1 => LOESCHEN
12597428: 33 Tage idle - Level 5
8522728: 13 Tage idle - Level 11 (KEEP_CHARACTER)
13986728: 8 Tage idle - Level 5
13865028: 0 Tage idle - Level 13
13946228: 0 Tage idle - Level 2
11922228: 96 Tage idle - Level 7
9056328: 27 Tage idle - Level 13
12238128: 13 Tage idle - Level 6
8057428: 171 Tage idle - Level 10
10858028: 9 Tage idle - Level 6
10939228: 1 Tage idle - Level 2
13156528: 19 Tage idle - Level 2
12927428: 44 Tage idle - Level 1 => LOESCHEN
8452428: 0 Tage idle - Level 30
12978128: 25 Tage idle - Level 1
13658228: 6 Tage idle - Level 4
13906428: 15 Tage idle - Level 4
11437028: 43 Tage idle - Level 13
8503428: 56 Tage idle - Level 5
13394828: 0 Tage idle - Level 11
13197628: 51 Tage idle - Level 1 (KEEP_CHARACTER)
8488928: 19 Tage idle - Level 7
10245628: 18 Tage idle - Level 10
11057628: 178 Tage idle - Level 6
8371928: 23 Tage idle - Level 10
12152628: 55 Tage idle - Level 1 (KEEP_CHARACTER)
11149028: 28 Tage idle - Level 3
13182328: 30 Tage idle - Level 1 (KEEP_CHARACTER)
12213928: 108 Tage idle - Level 3 => LOESCHEN
8154828: 13 Tage idle - Level 20
12061828: 27 Tage idle - Level 2
13816228: 7 Tage idle - Level 1
13871628: 0 Tage idle - Level 7
11412828: 4 Tage idle - Level 7
10657128: 51 Tage idle - Level 13
13239628: 52 Tage idle - Level 1 => LOESCHEN
12929328: 26 Tage idle - Level 12
8373128: 181 Tage idle - Level 10 (KEEP_CHARACTER)
13173328: 56 Tage idle - Level 1 => LOESCHEN
9803128: 79 Tage idle - Level 8
13183628: 1 Tage idle - Level 6 (KEEP_CHARACTER)
12630028: 44 Tage idle - Level 1 => LOESCHEN
9819028: 251 Tage idle - Level 8 => LOESCHEN
14117528: 3 Tage idle - Level 6
13771128: 23 Tage idle - Level 1
14091728: 5 Tage idle - Level 1
13989928: 0 Tage idle - Level 10
12727128: 73 Tage idle - Level 4
8743628: 32 Tage idle - Level 17
8835028: 27 Tage idle - Level 9
8262428: 124 Tage idle - Level 5
13503328: 38 Tage idle - Level 1 => LOESCHEN
9980828: 3 Tage idle - Level 6 (KEEP_CHARACTER)
13635228: 14 Tage idle - Level 1
12002729: 4 Tage idle - Level 8
9236829: 171 Tage idle - Level 9
8313429: 15 Tage idle - Level 11
13113629: 58 Tage idle - Level 1 => LOESCHEN
9049929: 157 Tage idle - Level 12
14128429: 2 Tage idle - Level 4
8085829: 0 Tage idle - Level 5
11804429: 30 Tage idle - Level 8
9560929: 135 Tage idle - Level 6
11318629: 83 Tage idle - Level 4
9485329: 0 Tage idle - Level 35
12338029: 68 Tage idle - Level 16
10486429: 198 Tage idle - Level 7
12631329: 27 Tage idle - Level 1
13859229: 0 Tage idle - Level 17
11921029: 87 Tage idle - Level 6
13585529: 6 Tage idle - Level 1
13094029: 0 Tage idle - Level 11
13175229: 0 Tage idle - Level 9
8836329: 9 Tage idle - Level 9
12328429: 82 Tage idle - Level 7
8218629: 0 Tage idle - Level 48 (KEEP_CHARACTER)
9896229: 0 Tage idle - Level 9 (KEEP_CHARACTER)
10101629: 148 Tage idle - Level 6
7959029: 34 Tage idle - Level 6
11577429: 45 Tage idle - Level 1 => LOESCHEN
13925129: 4 Tage idle - Level 2
12672429: 8 Tage idle - Level 8
13894729: 5 Tage idle - Level 6 (KEEP_CHARACTER)
8856929: 0 Tage idle - Level 8
13980529: 12 Tage idle - Level 1
14042929: 8 Tage idle - Level 1
13819429: 3 Tage idle - Level 6
13125129: 41 Tage idle - Level 7
8010829: 3 Tage idle - Level 10 (KEEP_CHARACTER)
12252529: 20 Tage idle - Level 1
14109829: 3 Tage idle - Level 2
8158629: 272 Tage idle - Level 12
8938729: 44 Tage idle - Level 2
12475929: 1 Tage idle - Level 1
12926929: 42 Tage idle - Level 1 => LOESCHEN
13054929: 33 Tage idle - Level 1 => LOESCHEN
8427329: 12 Tage idle - Level 1
12795329: 10 Tage idle - Level 9
13971529: 0 Tage idle - Level 15
8310329: 32 Tage idle - Level 13
14039529: 8 Tage idle - Level 2
8290129: 0 Tage idle - Level 40
10909129: 70 Tage idle - Level 2 => LOESCHEN
13592029: 0 Tage idle - Level 2
8109129: 6 Tage idle - Level 5 (KEEP_CHARACTER)
8316629: 290 Tage idle - Level 11
8240029: 255 Tage idle - Level 12
12066929: 97 Tage idle - Level 6
12897729: 2 Tage idle - Level 8
13881329: 4 Tage idle - Level 8
7960629: 101 Tage idle - Level 12
8104129: 12 Tage idle - Level 11
14116329: 2 Tage idle - Level 6
12720329: 36 Tage idle - Level 1 (KEEP_CHARACTER)
12898329: 51 Tage idle - Level 3
12939029: 16 Tage idle - Level 12
13669929: 29 Tage idle - Level 1
10970429: 135 Tage idle - Level 6
12797229: 0 Tage idle - Level 1
12913529: 0 Tage idle - Level 14
12011829: 114 Tage idle - Level 7
8200929: 123 Tage idle - Level 12
13943229: 13 Tage idle - Level 1
12909529: 63 Tage idle - Level 6
11494429: 131 Tage idle - Level 6
10728829: 28 Tage idle - Level 1 (KEEP_CHARACTER)
10115729: 132 Tage idle - Level 6
11003229: 42 Tage idle - Level 8
11210729: 65 Tage idle - Level 19
8384129: 206 Tage idle - Level 13
13381529: 43 Tage idle - Level 4
10885929: 18 Tage idle - Level 20
14031429: 0 Tage idle - Level 6
11297929: 7 Tage idle - Level 8
13483229: 39 Tage idle - Level 1 => LOESCHEN
12474029: 66 Tage idle - Level 7
10085929: 12 Tage idle - Level 15
7988729: 64 Tage idle - Level 5
8212429: 45 Tage idle - Level 18
11105629: 2 Tage idle - Level 30
10303929: 215 Tage idle - Level 8
11627929: 12 Tage idle - Level 14
11343929: 49 Tage idle - Level 1 => LOESCHEN
11475829: 13 Tage idle - Level 8
10430829: 27 Tage idle - Level 8
13266829: 1 Tage idle - Level 12
14154329: 2 Tage idle - Level 1
13717829: 1 Tage idle - Level 5
11202329: 141 Tage idle - Level 6
9161629: 223 Tage idle - Level 8
9450229: 4 Tage idle - Level 17
13484529: 0 Tage idle - Level 20
12140629: 80 Tage idle - Level 8
10162729: 43 Tage idle - Level 6
9096329: 0 Tage idle - Level 27
13753229: 23 Tage idle - Level 1
11365029: 160 Tage idle - Level 8
13115629: 58 Tage idle - Level 1 => LOESCHEN
13657829: 1 Tage idle - Level 13
11841229: 12 Tage idle - Level 13
14053929: 5 Tage idle - Level 2
8128529: 11 Tage idle - Level 4
13176629: 37 Tage idle - Level 5
9973129: 0 Tage idle - Level 111 (KEEP_CHARACTER)
11522429: 58 Tage idle - Level 2
12633329: 39 Tage idle - Level 1 => LOESCHEN
13774429: 7 Tage idle - Level 1
13319029: 48 Tage idle - Level 1 => LOESCHEN
12147529: 63 Tage idle - Level 4
13987529: 11 Tage idle - Level 1
9958929: 159 Tage idle - Level 13
11345829: 6 Tage idle - Level 1
10746929: 104 Tage idle - Level 6
12157829: 26 Tage idle - Level 8
9148629: 121 Tage idle - Level 16 (KEEP_CHARACTER)
13592129: 33 Tage idle - Level 1 => LOESCHEN
9730529: 16 Tage idle - Level 29 (KEEP_CHARACTER)
8351529: 329 Tage idle - Level 14
9320229: 0 Tage idle - Level 11
13643129: 0 Tage idle - Level 6
8109229: 1 Tage idle - Level 27
13197829: 42 Tage idle - Level 1 => LOESCHEN
12020929: 5 Tage idle - Level 5
10463529: 1 Tage idle - Level 18 (KEEP_CHARACTER)
8412829: 98 Tage idle - Level 13
12999529: 17 Tage idle - Level 8
12553429: 26 Tage idle - Level 15
14121029: 1 Tage idle - Level 5
13087029: 56 Tage idle - Level 1 => LOESCHEN
9605529: 172 Tage idle - Level 9
7961329: 97 Tage idle - Level 10
12913629: 12 Tage idle - Level 1
11499529: 11 Tage idle - Level 4
12472929: 12 Tage idle - Level 3
12194529: 0 Tage idle - Level 3 (KEEP_CHARACTER)
9544929: 108 Tage idle - Level 6
13989429: 0 Tage idle - Level 12 (KEEP_CHARACTER)
13579129: 5 Tage idle - Level 1
8251729: 285 Tage idle - Level 14
10464829: 26 Tage idle - Level 22 (KEEP_CHARACTER)
12812529: 76 Tage idle - Level 1 (KEEP_CHARACTER)
13173529: 1 Tage idle - Level 6 (KEEP_CHARACTER)
13599729: 0 Tage idle - Level 15
9362629: 2 Tage idle - Level 1
12954729: 2 Tage idle - Level 28
13923429: 7 Tage idle - Level 1
13396929: 0 Tage idle - Level 9
9494529: 41 Tage idle - Level 7
13482729: 4 Tage idle - Level 6
10779629: 87 Tage idle - Level 8
13726229: 22 Tage idle - Level 1
12392329: 83 Tage idle - Level 4
10004429: 71 Tage idle - Level 5
9423929: 0 Tage idle - Level 19
8880329: 5 Tage idle - Level 9
13913829: 7 Tage idle - Level 1
13959929: 12 Tage idle - Level 2
10723929: 54 Tage idle - Level 2
13194729: 8 Tage idle - Level 7
8729529: 135 Tage idle - Level 19
12226229: 107 Tage idle - Level 3 => LOESCHEN
8901129: 2 Tage idle - Level 12
8744429: 42 Tage idle - Level 5
9607429: 12 Tage idle - Level 5
12885029: 30 Tage idle - Level 6
9329029: 4 Tage idle - Level 20
10117029: 73 Tage idle - Level 4
8117029: 165 Tage idle - Level 11
11551429: 47 Tage idle - Level 7
9638229: 222 Tage idle - Level 8
12328629: 34 Tage idle - Level 11
12743529: 80 Tage idle - Level 1 (KEEP_CHARACTER)
9197529: 231 Tage idle - Level 7 => LOESCHEN
13307629: 30 Tage idle - Level 7
9080529: 12 Tage idle - Level 8
9987929: 5 Tage idle - Level 11
12961229: 13 Tage idle - Level 1 (KEEP_CHARACTER)
13803729: 0 Tage idle - Level 1
12713329: 10 Tage idle - Level 6
9329729: 262 Tage idle - Level 8 => LOESCHEN
12191429: 12 Tage idle - Level 10
13368629: 25 Tage idle - Level 8
8091929: 160 Tage idle - Level 7
11192529: 33 Tage idle - Level 10
12941329: 43 Tage idle - Level 1 (KEEP_CHARACTER)
11724729: 3 Tage idle - Level 4
9765129: 145 Tage idle - Level 8
8518329: 323 Tage idle - Level 12
8644629: 1 Tage idle - Level 27
12632829: 0 Tage idle - Level 25 (KEEP_CHARACTER)
8285029: 314 Tage idle - Level 14
10579329: 0 Tage idle - Level 8
8087929: 203 Tage idle - Level 6 => LOESCHEN
12157229: 57 Tage idle - Level 1 => LOESCHEN
12815729: 54 Tage idle - Level 20
12293829: 0 Tage idle - Level 1
9897729: 120 Tage idle - Level 6
12045929: 5 Tage idle - Level 5
10280029: 21 Tage idle - Level 11
14160329: 1 Tage idle - Level 1
8807629: 0 Tage idle - Level 7 (KEEP_CHARACTER)
8082929: 58 Tage idle - Level 5
12436229: 13 Tage idle - Level 1
13116329: 60 Tage idle - Level 1 => LOESCHEN
12107129: 0 Tage idle - Level 4
9224229: 189 Tage idle - Level 8
12816329: 76 Tage idle - Level 1 (KEEP_CHARACTER)
13592229: 20 Tage idle - Level 1
13673429: 21 Tage idle - Level 1
11320329: 6 Tage idle - Level 4
9360829: 7 Tage idle - Level 9
9077829: 28 Tage idle - Level 8
8650529: 1 Tage idle - Level 2 (KEEP_CHARACTER)
8032829: 86 Tage idle - Level 9
12158529: 1 Tage idle - Level 10
8337329: 20 Tage idle - Level 14 (KEEP_CHARACTER)
10676729: 7 Tage idle - Level 8
7945929: 99 Tage idle - Level 24
13213029: 9 Tage idle - Level 6
12295029: 47 Tage idle - Level 8
12411329: 0 Tage idle - Level 3
13917629: 14 Tage idle - Level 1
8220329: 60 Tage idle - Level 17
12335829: 55 Tage idle - Level 14
12380929: 37 Tage idle - Level 1 (KEEP_CHARACTER)
11169929: 15 Tage idle - Level 12
8317429: 1 Tage idle - Level 9
13487129: 3 Tage idle - Level 1
8732329: 246 Tage idle - Level 8 => LOESCHEN
12482629: 82 Tage idle - Level 5
8874529: 104 Tage idle - Level 11
9635829: 0 Tage idle - Level 28
10469929: 47 Tage idle - Level 6
12163829: 44 Tage idle - Level 1 => LOESCHEN
8469929: 1 Tage idle - Level 39 (KEEP_CHARACTER)
13390729: 44 Tage idle - Level 1 => LOESCHEN
13928529: 5 Tage idle - Level 9
12883229: 2 Tage idle - Level 1
13806929: 10 Tage idle - Level 1
9048929: 160 Tage idle - Level 6
12782129: 1 Tage idle - Level 2
10682629: 73 Tage idle - Level 4
11443929: 16 Tage idle - Level 7 (KEEP_CHARACTER)
10642129: 4 Tage idle - Level 10 (KEEP_CHARACTER)
13893029: 0 Tage idle - Level 30
11054129: 141 Tage idle - Level 6
10617629: 24 Tage idle - Level 5
13255429: 16 Tage idle - Level 1
10764429: 7 Tage idle - Level 5
8683229: 9 Tage idle - Level 29 (KEEP_CHARACTER)
8764429: 145 Tage idle - Level 4 => LOESCHEN
12099829: 3 Tage idle - Level 13
10855929: 0 Tage idle - Level 20
8070129: 6 Tage idle - Level 17
8106229: 117 Tage idle - Level 5
13853229: 13 Tage idle - Level 1
13280629: 0 Tage idle - Level 7
13869129: 6 Tage idle - Level 3
12079929: 115 Tage idle - Level 7
10344529: 6 Tage idle - Level 12
12990929: 4 Tage idle - Level 14
13752129: 6 Tage idle - Level 7
8060529: 32 Tage idle - Level 1 => LOESCHEN
8921829: 27 Tage idle - Level 23
8228529: 8 Tage idle - Level 14
10937729: 2 Tage idle - Level 20
11835529: 0 Tage idle - Level 19
9465729: 132 Tage idle - Level 13
13408829: 14 Tage idle - Level 8
12940829: 62 Tage idle - Level 4
8218929: 27 Tage idle - Level 18
13965929: 3 Tage idle - Level 8
9157129: 39 Tage idle - Level 21
10497629: 98 Tage idle - Level 7
12926529: 2 Tage idle - Level 10
10294829: 223 Tage idle - Level 8
14002729: 8 Tage idle - Level 1
12860229: 60 Tage idle - Level 5
12116229: 9 Tage idle - Level 19
8756029: 207 Tage idle - Level 9
8918429: 3 Tage idle - Level 30
11365229: 21 Tage idle - Level 1
10563529: 207 Tage idle - Level 6 => LOESCHEN
10725929: 139 Tage idle - Level 8
13556229: 0 Tage idle - Level 14
12263029: 34 Tage idle - Level 1 => LOESCHEN
12425429: 5 Tage idle - Level 6
13566529: 2 Tage idle - Level 1
11542529: 0 Tage idle - Level 15
13692829: 14 Tage idle - Level 2 (KEEP_CHARACTER)
9907729: 87 Tage idle - Level 7
13865429: 0 Tage idle - Level 11
13120429: 0 Tage idle - Level 35 (KEEP_CHARACTER)
14054029: 6 Tage idle - Level 1
10011729: 1 Tage idle - Level 23 (KEEP_CHARACTER)
8913429: 8 Tage idle - Level 11
9198929: 12 Tage idle - Level 6 (KEEP_CHARACTER)
11573329: 97 Tage idle - Level 14
9492129: 7 Tage idle - Level 9
10407729: 152 Tage idle - Level 12
11959029: 120 Tage idle - Level 8
13121029: 39 Tage idle - Level 7
8954529: 0 Tage idle - Level 10
13415329: 27 Tage idle - Level 1
13395129: 13 Tage idle - Level 2
13101129: 11 Tage idle - Level 1
9088129: 0 Tage idle - Level 33 (KEEP_CHARACTER)
8240329: 14 Tage idle - Level 7
14045029: 0 Tage idle - Level 1
11139129: 26 Tage idle - Level 10
8250629: 113 Tage idle - Level 1 (KEEP_CHARACTER)
7986429: 304 Tage idle - Level 21
13669529: 2 Tage idle - Level 7
12325629: 65 Tage idle - Level 6
13629029: 28 Tage idle - Level 1
14025129: 7 Tage idle - Level 4
12959229: 26 Tage idle - Level 9
9499029: 60 Tage idle - Level 3
13568429: 34 Tage idle - Level 1 => LOESCHEN
9751929: 76 Tage idle - Level 3
8535229: 258 Tage idle - Level 9
8216429: 40 Tage idle - Level 11
11808529: 60 Tage idle - Level 1 => LOESCHEN
9721729: 96 Tage idle - Level 6
8342729: 10 Tage idle - Level 13
12330929: 63 Tage idle - Level 8 (KEEP_CHARACTER)
10166029: 17 Tage idle - Level 8
10409629: 0 Tage idle - Level 24
13370929: 27 Tage idle - Level 1
12650329: 0 Tage idle - Level 14
13411629: 41 Tage idle - Level 1 => LOESCHEN
9636529: 9 Tage idle - Level 7
8753629: 2 Tage idle - Level 13
12499229: 93 Tage idle - Level 5 (KEEP_CHARACTER)
9069529: 0 Tage idle - Level 20
13300229: 0 Tage idle - Level 7
9074129: 12 Tage idle - Level 20
10196929: 228 Tage idle - Level 8
12833229: 65 Tage idle - Level 8
13893129: 7 Tage idle - Level 7
13149129: 46 Tage idle - Level 8
11920129: 69 Tage idle - Level 2 => LOESCHEN
13336729: 3 Tage idle - Level 7
9560629: 233 Tage idle - Level 15
13878929: 3 Tage idle - Level 1 (KEEP_CHARACTER)
13716829: 20 Tage idle - Level 1
8151429: 266 Tage idle - Level 31
13564729: 4 Tage idle - Level 8
12317929: 66 Tage idle - Level 9
11480029: 58 Tage idle - Level 1 => LOESCHEN
12292029: 88 Tage idle - Level 6
9607629: 10 Tage idle - Level 23
8228629: 8 Tage idle - Level 7
11997729: 48 Tage idle - Level 13
8521929: 98 Tage idle - Level 17
10699929: 1 Tage idle - Level 44
13281329: 1 Tage idle - Level 3
8289629: 0 Tage idle - Level 36 (KEEP_CHARACTER)
8578229: 1 Tage idle - Level 15
8537829: 134 Tage idle - Level 5
10390329: 0 Tage idle - Level 40
11070429: 34 Tage idle - Level 12
11197729: 171 Tage idle - Level 6
8385729: 0 Tage idle - Level 9
12824929: 19 Tage idle - Level 7
14109529: 5 Tage idle - Level 1
13474529: 40 Tage idle - Level 1 => LOESCHEN
13236929: 10 Tage idle - Level 11
8376029: 26 Tage idle - Level 11
12035129: 6 Tage idle - Level 9
12947129: 53 Tage idle - Level 1 => LOESCHEN
10072129: 0 Tage idle - Level 23 (KEEP_CHARACTER)
11168129: 5 Tage idle - Level 17
12962029: 55 Tage idle - Level 3 (KEEP_CHARACTER)
12263129: 77 Tage idle - Level 7
9497229: 3 Tage idle - Level 28 (KEEP_CHARACTER)
12921629: 0 Tage idle - Level 35 (KEEP_CHARACTER)
8447629: 13 Tage idle - Level 1 (KEEP_CHARACTER)
13490029: 13 Tage idle - Level 7
13941029: 0 Tage idle - Level 8
10128829: 6 Tage idle - Level 10 (KEEP_CHARACTER)
13085429: 6 Tage idle - Level 3
8949329: 161 Tage idle - Level 13
14180429: 0 Tage idle - Level 1
13004529: 1 Tage idle - Level 6
13875829: 14 Tage idle - Level 1
9360329: 83 Tage idle - Level 13
8224929: 3 Tage idle - Level 1
13480429: 9 Tage idle - Level 1
12395729: 63 Tage idle - Level 6
13658729: 5 Tage idle - Level 1
12314829: 21 Tage idle - Level 4
9888229: 84 Tage idle - Level 9
9969429: 78 Tage idle - Level 6
8215229: 39 Tage idle - Level 7
9021629: 296 Tage idle - Level 15
13395229: 41 Tage idle - Level 1 => LOESCHEN
13430329: 37 Tage idle - Level 1 => LOESCHEN
13481029: 6 Tage idle - Level 7
13978129: 6 Tage idle - Level 2
10575129: 146 Tage idle - Level 14
13694129: 27 Tage idle - Level 1
9584329: 72 Tage idle - Level 13
11052429: 154 Tage idle - Level 1 => LOESCHEN
13249029: 33 Tage idle - Level 1 (KEEP_CHARACTER)
12037029: 0 Tage idle - Level 33
12047329: 4 Tage idle - Level 26
8195729: 232 Tage idle - Level 19
13026329: 2 Tage idle - Level 7
13806429: 14 Tage idle - Level 1
11954829: 6 Tage idle - Level 12
13158229: 48 Tage idle - Level 1 => LOESCHEN
9463329: 5 Tage idle - Level 21
11630329: 0 Tage idle - Level 11
8125029: 9 Tage idle - Level 1
9554829: 38 Tage idle - Level 19
13624129: 0 Tage idle - Level 1
11853729: 110 Tage idle - Level 7
8758729: 36 Tage idle - Level 1 => LOESCHEN
8186029: 232 Tage idle - Level 22
13918429: 2 Tage idle - Level 2
8105129: 50 Tage idle - Level 8
9661129: 19 Tage idle - Level 5
8282129: 0 Tage idle - Level 40 (KEEP_CHARACTER)
8611529: 56 Tage idle - Level 8
10465029: 204 Tage idle - Level 8
9479929: 107 Tage idle - Level 11
8140629: 28 Tage idle - Level 11
13189729: 55 Tage idle - Level 1 => LOESCHEN
9494829: 103 Tage idle - Level 15
8105829: 54 Tage idle - Level 11
12301429: 7 Tage idle - Level 17
9661829: 9 Tage idle - Level 5
10166829: 4 Tage idle - Level 8
12849229: 6 Tage idle - Level 1
9009229: 142 Tage idle - Level 13
13397829: 2 Tage idle - Level 1
9991529: 52 Tage idle - Level 18
8729829: 0 Tage idle - Level 13 (KEEP_CHARACTER)
11257829: 92 Tage idle - Level 9
11009929: 132 Tage idle - Level 8
12312329: 56 Tage idle - Level 1 => LOESCHEN
14007229: 10 Tage idle - Level 1
13372229: 1 Tage idle - Level 4
13823229: 4 Tage idle - Level 8
13089229: 0 Tage idle - Level 27 (KEEP_CHARACTER)
9394329: 47 Tage idle - Level 4
9723729: 182 Tage idle - Level 17
14149429: 0 Tage idle - Level 6
10273829: 13 Tage idle - Level 9
11860229: 1 Tage idle - Level 7
10785829: 179 Tage idle - Level 5 => LOESCHEN
10086929: 65 Tage idle - Level 7
12399529: 0 Tage idle - Level 36
8659529: 5 Tage idle - Level 17
13246629: 28 Tage idle - Level 1
12115829: 115 Tage idle - Level 4
9309429: 11 Tage idle - Level 11
13054029: 58 Tage idle - Level 3
13226729: 3 Tage idle - Level 6
11299529: 44 Tage idle - Level 4
8568729: 93 Tage idle - Level 4
12349429: 5 Tage idle - Level 2
9582529: 9 Tage idle - Level 9
11142029: 5 Tage idle - Level 7
9836329: 23 Tage idle - Level 3 (KEEP_CHARACTER)
14059229: 3 Tage idle - Level 2
12734129: 36 Tage idle - Level 17
9430729: 75 Tage idle - Level 22
7949929: 13 Tage idle - Level 13
14069529: 0 Tage idle - Level 2
13556429: 1 Tage idle - Level 1
13272429: 1 Tage idle - Level 1
12263229: 24 Tage idle - Level 23 (KEEP_CHARACTER)
12921729: 2 Tage idle - Level 1
13282729: 50 Tage idle - Level 1 => LOESCHEN
13318829: 15 Tage idle - Level 1 (KEEP_CHARACTER)
8123229: 40 Tage idle - Level 8
10432429: 6 Tage idle - Level 5
13222329: 47 Tage idle - Level 1 => LOESCHEN
10032429: 6 Tage idle - Level 3
13850329: 19 Tage idle - Level 1
11006829: 38 Tage idle - Level 8
14095329: 3 Tage idle - Level 5
13531529: 10 Tage idle - Level 15 (KEEP_CHARACTER)
8458629: 8 Tage idle - Level 8
9842229: 132 Tage idle - Level 8
8670729: 0 Tage idle - Level 65 (KEEP_CHARACTER)
13086829: 3 Tage idle - Level 8
12654929: 4 Tage idle - Level 10
9686129: 6 Tage idle - Level 14
14070429: 2 Tage idle - Level 5
8762829: 209 Tage idle - Level 13
10039329: 11 Tage idle - Level 4
9048529: 8 Tage idle - Level 5
8494729: 0 Tage idle - Level 22 (KEEP_CHARACTER)
8575929: 91 Tage idle - Level 4
12280029: 71 Tage idle - Level 7
13786329: 11 Tage idle - Level 3
13122529: 0 Tage idle - Level 25
10626929: 105 Tage idle - Level 8
12493129: 9 Tage idle - Level 1
9479329: 0 Tage idle - Level 52
9276529: 7 Tage idle - Level 3
12341329: 14 Tage idle - Level 1
11205929: 155 Tage idle - Level 7
8363429: 214 Tage idle - Level 10
13320329: 6 Tage idle - Level 8
13943729: 0 Tage idle - Level 9
8328629: 7 Tage idle - Level 16
13376729: 9 Tage idle - Level 7
12777829: 3 Tage idle - Level 1 (KEEP_CHARACTER)
13756829: 17 Tage idle - Level 3
13189829: 48 Tage idle - Level 2
12544829: 34 Tage idle - Level 1 => LOESCHEN
8308729: 49 Tage idle - Level 13
13306029: 49 Tage idle - Level 1 => LOESCHEN
9819629: 38 Tage idle - Level 6
8520829: 7 Tage idle - Level 12
8323629: 213 Tage idle - Level 10
11140229: 38 Tage idle - Level 5
11769229: 7 Tage idle - Level 21
8181829: 204 Tage idle - Level 9
13428329: 43 Tage idle - Level 1 => LOESCHEN
9698329: 32 Tage idle - Level 31
12626629: 51 Tage idle - Level 1 (KEEP_CHARACTER)
13802829: 2 Tage idle - Level 1 (KEEP_CHARACTER)
13848929: 19 Tage idle - Level 1
13230129: 53 Tage idle - Level 1 => LOESCHEN
8648729: 44 Tage idle - Level 5
13605629: 0 Tage idle - Level 14 (KEEP_CHARACTER)
13296829: 50 Tage idle - Level 1 => LOESCHEN
7943029: 19 Tage idle - Level 7
8957929: 294 Tage idle - Level 11
13626129: 22 Tage idle - Level 6
9977329: 172 Tage idle - Level 7
14048429: 8 Tage idle - Level 1
13449529: 25 Tage idle - Level 1
9212429: 135 Tage idle - Level 8
13864429: 3 Tage idle - Level 4
13454129: 11 Tage idle - Level 8
8208929: 286 Tage idle - Level 9 => LOESCHEN
13955929: 2 Tage idle - Level 1
9354629: 87 Tage idle - Level 10
13186029: 35 Tage idle - Level 1 => LOESCHEN
11613029: 135 Tage idle - Level 5
9527229: 177 Tage idle - Level 8
8892229: 35 Tage idle - Level 6 (KEEP_CHARACTER)
8229429: 293 Tage idle - Level 11
