Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Sun Jan  1 00:13:00 2006
9045423: 107 Tage idle - Level 25
10259623: 5 Tage idle - Level 2
11101023: 0 Tage idle - Level 5
8335123: 15 Tage idle - Level 30
12576923: 0 Tage idle - Level 1
10507823: 69 Tage idle - Level 9
11659123: 0 Tage idle - Level 9
8644323: 84 Tage idle - Level 5
10163123: 112 Tage idle - Level 7
10579023: 5 Tage idle - Level 1
10948923: 57 Tage idle - Level 1 => LOESCHEN
8340423: 219 Tage idle - Level 14
11284323: 48 Tage idle - Level 1 (KEEP_CHARACTER)
8599623: 162 Tage idle - Level 10
8356323: 141 Tage idle - Level 13
12425723: 1 Tage idle - Level 1
8442123: 133 Tage idle - Level 14
11831423: 2 Tage idle - Level 1
7975123: 0 Tage idle - Level 20 (KEEP_CHARACTER)
10042123: 40 Tage idle - Level 10
10088223: 98 Tage idle - Level 6
11720023: 42 Tage idle - Level 1 => LOESCHEN
11067223: 2 Tage idle - Level 1
12450923: 6 Tage idle - Level 1
12167923: 2 Tage idle - Level 5
11112623: 85 Tage idle - Level 2 => LOESCHEN
10513723: 11 Tage idle - Level 5
11654823: 6 Tage idle - Level 16
10337023: 35 Tage idle - Level 7
9716023: 5 Tage idle - Level 1
8625723: 0 Tage idle - Level 17
12294823: 13 Tage idle - Level 1
11285623: 6 Tage idle - Level 4
12254323: 17 Tage idle - Level 1
12097623: 15 Tage idle - Level 1
8849023: 3 Tage idle - Level 12
11994823: 33 Tage idle - Level 1 => LOESCHEN
10778123: 16 Tage idle - Level 1
12219523: 0 Tage idle - Level 18
8073623: 5 Tage idle - Level 24
8443423: 71 Tage idle - Level 5
8524623: 150 Tage idle - Level 8
8671423: 20 Tage idle - Level 4
8423523: 0 Tage idle - Level 16
11812823: 45 Tage idle - Level 1 => LOESCHEN
12128723: 24 Tage idle - Level 1
8190223: 11 Tage idle - Level 11 (KEEP_CHARACTER)
8226323: 0 Tage idle - Level 22 (KEEP_CHARACTER)
11164623: 60 Tage idle - Level 14
11504223: 5 Tage idle - Level 2
8125223: 105 Tage idle - Level 34
8996523: 49 Tage idle - Level 4
11352123: 1 Tage idle - Level 5
11449223: 41 Tage idle - Level 1 => LOESCHEN
12174423: 10 Tage idle - Level 1
10358923: 7 Tage idle - Level 5 (KEEP_CHARACTER)
10029823: 63 Tage idle - Level 7
10115623: 0 Tage idle - Level 29 (KEEP_CHARACTER)
11748123: 45 Tage idle - Level 7
11793223: 9 Tage idle - Level 1
11626523: 36 Tage idle - Level 1 => LOESCHEN
9423723: 21 Tage idle - Level 4
9809423: 8 Tage idle - Level 4
10769823: 0 Tage idle - Level 10
10237923: 0 Tage idle - Level 15
12063724: 0 Tage idle - Level 1
8607724: 180 Tage idle - Level 9
12514724: 2 Tage idle - Level 1
11915824: 38 Tage idle - Level 1 => LOESCHEN
11920424: 16 Tage idle - Level 8
11475024: 0 Tage idle - Level 9
12236324: 1 Tage idle - Level 1
8222624: 4 Tage idle - Level 11
12175724: 13 Tage idle - Level 1 (KEEP_CHARACTER)
8856224: 6 Tage idle - Level 8
10598424: 113 Tage idle - Level 7
7948824: 32 Tage idle - Level 13 (KEEP_CHARACTER)
9531324: 110 Tage idle - Level 3 => LOESCHEN
10942724: 66 Tage idle - Level 6
11967824: 0 Tage idle - Level 8
11106824: 26 Tage idle - Level 7
9972424: 0 Tage idle - Level 6
11810324: 44 Tage idle - Level 6
9233024: 183 Tage idle - Level 6 => LOESCHEN
12414924: 8 Tage idle - Level 1
11461024: 30 Tage idle - Level 7
12268424: 6 Tage idle - Level 7
11598624: 43 Tage idle - Level 1 => LOESCHEN
9806324: 9 Tage idle - Level 3
9370224: 150 Tage idle - Level 11
9006324: 2 Tage idle - Level 14
9213824: 8 Tage idle - Level 8
11801324: 42 Tage idle - Level 5
9224024: 109 Tage idle - Level 11 (KEEP_CHARACTER)
9720124: 161 Tage idle - Level 6
8883324: 16 Tage idle - Level 1
7955324: 159 Tage idle - Level 15
11533224: 33 Tage idle - Level 1 => LOESCHEN
8974824: 191 Tage idle - Level 9
11761224: 48 Tage idle - Level 1 => LOESCHEN
8250324: 143 Tage idle - Level 9
10833224: 5 Tage idle - Level 15
9472624: 51 Tage idle - Level 6
11893124: 37 Tage idle - Level 4
9893124: 136 Tage idle - Level 10
12128124: 24 Tage idle - Level 1
9731024: 71 Tage idle - Level 11
10165124: 2 Tage idle - Level 17
10256624: 13 Tage idle - Level 15
10590324: 18 Tage idle - Level 6
9398324: 86 Tage idle - Level 3
11980224: 33 Tage idle - Level 1 => LOESCHEN
9276724: 30 Tage idle - Level 2
10971024: 63 Tage idle - Level 2 => LOESCHEN
11393324: 15 Tage idle - Level 3
9342624: 107 Tage idle - Level 13
8055024: 125 Tage idle - Level 15
9606724: 96 Tage idle - Level 4
9368824: 23 Tage idle - Level 1
10652924: 8 Tage idle - Level 5
9373424: 54 Tage idle - Level 9
9454624: 151 Tage idle - Level 8
12226124: 1 Tage idle - Level 12
8035124: 1 Tage idle - Level 15
12276924: 1 Tage idle - Level 2 (KEEP_CHARACTER)
8992224: 11 Tage idle - Level 4
10131224: 89 Tage idle - Level 8
11272324: 3 Tage idle - Level 1
9146024: 5 Tage idle - Level 7
9515924: 12 Tage idle - Level 6
8425524: 242 Tage idle - Level 10
10527224: 49 Tage idle - Level 1 => LOESCHEN
11252424: 19 Tage idle - Level 11
8324424: 59 Tage idle - Level 5
9794624: 2 Tage idle - Level 6
8096824: 139 Tage idle - Level 4 => LOESCHEN
8137524: 199 Tage idle - Level 9
8841024: 91 Tage idle - Level 9
10233624: 118 Tage idle - Level 9
12217124: 0 Tage idle - Level 11
9086024: 193 Tage idle - Level 10
8775824: 58 Tage idle - Level 4
8446724: 195 Tage idle - Level 9
10871924: 22 Tage idle - Level 2
10750224: 20 Tage idle - Level 2 (KEEP_CHARACTER)
10006224: 15 Tage idle - Level 13 (KEEP_CHARACTER)
9354824: 111 Tage idle - Level 18
9643424: 139 Tage idle - Level 15
8715424: 213 Tage idle - Level 12
10786724: 50 Tage idle - Level 6
11294824: 43 Tage idle - Level 9
11128024: 46 Tage idle - Level 1 => LOESCHEN
9705324: 109 Tage idle - Level 10
8452624: 1 Tage idle - Level 13
12046424: 0 Tage idle - Level 20
10934424: 1 Tage idle - Level 16
12471624: 3 Tage idle - Level 6
12142524: 0 Tage idle - Level 1
8574924: 0 Tage idle - Level 34 (KEEP_CHARACTER)
11837924: 43 Tage idle - Level 4
8372024: 101 Tage idle - Level 26
9837924: 159 Tage idle - Level 6
11224824: 8 Tage idle - Level 7
12077224: 24 Tage idle - Level 1
9969824: 21 Tage idle - Level 8
8469124: 22 Tage idle - Level 4
11731124: 42 Tage idle - Level 1 => LOESCHEN
8307024: 148 Tage idle - Level 7
12143124: 23 Tage idle - Level 1
9883624: 146 Tage idle - Level 4 => LOESCHEN
10135024: 17 Tage idle - Level 2
10393224: 3 Tage idle - Level 6
10935724: 62 Tage idle - Level 13
10297824: 135 Tage idle - Level 5
12027824: 31 Tage idle - Level 1 => LOESCHEN
8824324: 18 Tage idle - Level 4
7941424: 30 Tage idle - Level 2 (KEEP_CHARACTER)
11281424: 78 Tage idle - Level 1 (KEEP_CHARACTER)
8698424: 20 Tage idle - Level 1
12514224: 0 Tage idle - Level 6
11687724: 43 Tage idle - Level 11
12408524: 9 Tage idle - Level 1
11444424: 0 Tage idle - Level 7
12175224: 13 Tage idle - Level 6
12463924: 1 Tage idle - Level 1
11667824: 54 Tage idle - Level 1 => LOESCHEN
11708524: 27 Tage idle - Level 8
12155324: 18 Tage idle - Level 4 (KEEP_CHARACTER)
11763924: 20 Tage idle - Level 6
7942724: 2 Tage idle - Level 20 (KEEP_CHARACTER)
11642224: 56 Tage idle - Level 1 => LOESCHEN
10840524: 97 Tage idle - Level 8
11647924: 55 Tage idle - Level 1 => LOESCHEN
10430224: 86 Tage idle - Level 8
10800024: 7 Tage idle - Level 5
10025624: 10 Tage idle - Level 9
11201824: 22 Tage idle - Level 1
11957024: 2 Tage idle - Level 1
11181624: 60 Tage idle - Level 10
12024024: 5 Tage idle - Level 4 (KEEP_CHARACTER)
8901824: 126 Tage idle - Level 17
8790124: 142 Tage idle - Level 24
9268424: 166 Tage idle - Level 12
11435424: 49 Tage idle - Level 1 => LOESCHEN
11561724: 58 Tage idle - Level 4
12576524: 0 Tage idle - Level 1
8010324: 16 Tage idle - Level 2
9608024: 79 Tage idle - Level 3
8071324: 0 Tage idle - Level 27 (KEEP_CHARACTER)
11663424: 10 Tage idle - Level 14 (KEEP_CHARACTER)
11744624: 49 Tage idle - Level 1 => LOESCHEN
9998124: 26 Tage idle - Level 1
12561224: 0 Tage idle - Level 1
10745724: 85 Tage idle - Level 17
8902424: 104 Tage idle - Level 4
10057024: 129 Tage idle - Level 4 => LOESCHEN
11086824: 0 Tage idle - Level 28 (KEEP_CHARACTER)
12060124: 0 Tage idle - Level 7
12141324: 1 Tage idle - Level 7
9375424: 11 Tage idle - Level 20
8811624: 197 Tage idle - Level 10
12065824: 0 Tage idle - Level 8
10903024: 0 Tage idle - Level 6
12480724: 0 Tage idle - Level 14
9593124: 5 Tage idle - Level 8
11968624: 15 Tage idle - Level 4
11765824: 1 Tage idle - Level 13 (KEEP_CHARACTER)
10103024: 4 Tage idle - Level 5
10275424: 11 Tage idle - Level 1
11735624: 0 Tage idle - Level 18 (KEEP_CHARACTER)
8159424: 1 Tage idle - Level 9
12440924: 0 Tage idle - Level 4
10625324: 0 Tage idle - Level 13
8700924: 6 Tage idle - Level 1
9067524: 5 Tage idle - Level 22
12172824: 9 Tage idle - Level 1
11943724: 33 Tage idle - Level 1 => LOESCHEN
11579524: 60 Tage idle - Level 1 => LOESCHEN
9098324: 186 Tage idle - Level 11
11432324: 44 Tage idle - Level 2
9513524: 0 Tage idle - Level 8
8768124: 75 Tage idle - Level 12
11797924: 3 Tage idle - Level 4
10251124: 124 Tage idle - Level 10
8372824: 225 Tage idle - Level 10
11347124: 59 Tage idle - Level 1 => LOESCHEN
12442124: 1 Tage idle - Level 2
9509524: 40 Tage idle - Level 6
10261424: 11 Tage idle - Level 14
10839724: 13 Tage idle - Level 8
10267024: 87 Tage idle - Level 3
10641524: 0 Tage idle - Level 20
12381524: 2 Tage idle - Level 8
12346724: 12 Tage idle - Level 1
9798524: 148 Tage idle - Level 9
10338624: 7 Tage idle - Level 2
8546024: 131 Tage idle - Level 16
11600624: 58 Tage idle - Level 1 => LOESCHEN
9104524: 0 Tage idle - Level 52
12002324: 0 Tage idle - Level 16 (KEEP_CHARACTER)
9575824: 16 Tage idle - Level 3
10379724: 0 Tage idle - Level 1 (KEEP_CHARACTER)
12362224: 0 Tage idle - Level 1
10961624: 2 Tage idle - Level 9
12165024: 22 Tage idle - Level 1
9358724: 0 Tage idle - Level 17
10480424: 0 Tage idle - Level 12 (KEEP_CHARACTER)
8106224: 0 Tage idle - Level 11
11621824: 31 Tage idle - Level 1 => LOESCHEN
11383924: 9 Tage idle - Level 2
11920724: 37 Tage idle - Level 3
11221824: 8 Tage idle - Level 13
11100124: 38 Tage idle - Level 1 (KEEP_CHARACTER)
11652624: 55 Tage idle - Level 1 => LOESCHEN
9729124: 24 Tage idle - Level 4
11329124: 57 Tage idle - Level 3
8643424: 86 Tage idle - Level 4
10816024: 0 Tage idle - Level 9 (KEEP_CHARACTER)
9689024: 55 Tage idle - Level 10
10562924: 0 Tage idle - Level 22
12004224: 10 Tage idle - Level 1 (KEEP_CHARACTER)
12095424: 20 Tage idle - Level 1
8649724: 146 Tage idle - Level 13
8158224: 2 Tage idle - Level 5
11592624: 3 Tage idle - Level 2
10168524: 13 Tage idle - Level 1
8370324: 46 Tage idle - Level 5
11476624: 44 Tage idle - Level 1 => LOESCHEN
10132724: 0 Tage idle - Level 3
11891524: 0 Tage idle - Level 21
11436124: 36 Tage idle - Level 5
12288624: 5 Tage idle - Level 5
11107024: 27 Tage idle - Level 1
12425424: 7 Tage idle - Level 1
8776624: 10 Tage idle - Level 1
11887524: 26 Tage idle - Level 5
8872724: 11 Tage idle - Level 12
8007024: 0 Tage idle - Level 40
12040324: 23 Tage idle - Level 1
9229324: 103 Tage idle - Level 7
11730024: 49 Tage idle - Level 1 => LOESCHEN
11857324: 2 Tage idle - Level 8
8224824: 0 Tage idle - Level 27
12263724: 16 Tage idle - Level 1
10498924: 14 Tage idle - Level 17
11882524: 0 Tage idle - Level 8
11963724: 3 Tage idle - Level 1
12107224: 2 Tage idle - Level 11
12522124: 1 Tage idle - Level 1
9710124: 0 Tage idle - Level 21
9310124: 5 Tage idle - Level 9
7955624: 89 Tage idle - Level 8
10276124: 3 Tage idle - Level 4
9031824: 0 Tage idle - Level 12
11584224: 0 Tage idle - Level 29
8028224: 17 Tage idle - Level 16
9295624: 6 Tage idle - Level 13
12360424: 0 Tage idle - Level 9
8839124: 10 Tage idle - Level 1
10778524: 16 Tage idle - Level 2
12017024: 14 Tage idle - Level 1
11625624: 57 Tage idle - Level 1 => LOESCHEN
8368224: 25 Tage idle - Level 13 (KEEP_CHARACTER)
8327824: 0 Tage idle - Level 9 (KEEP_CHARACTER)
10256924: 118 Tage idle - Level 17
12326224: 1 Tage idle - Level 2
10555824: 67 Tage idle - Level 8
11119924: 7 Tage idle - Level 1
12058124: 2 Tage idle - Level 3 (KEEP_CHARACTER)
11175224: 53 Tage idle - Level 7
7971824: 83 Tage idle - Level 13
8373524: 12 Tage idle - Level 13
9758124: 0 Tage idle - Level 15
8333024: 20 Tage idle - Level 6
10834824: 13 Tage idle - Level 20
11230924: 82 Tage idle - Level 7
8500024: 119 Tage idle - Level 37 (KEEP_CHARACTER)
9023424: 185 Tage idle - Level 6 => LOESCHEN
10637624: 51 Tage idle - Level 10 (KEEP_CHARACTER)
12129724: 19 Tage idle - Level 1
11661724: 53 Tage idle - Level 4
8647924: 162 Tage idle - Level 9
12479324: 0 Tage idle - Level 10
11677624: 0 Tage idle - Level 1
10587224: 0 Tage idle - Level 24 (KEEP_CHARACTER)
11302424: 4 Tage idle - Level 8
12575424: 0 Tage idle - Level 4
9560624: 0 Tage idle - Level 17
7958124: 52 Tage idle - Level 2 (KEEP_CHARACTER)
9779324: 0 Tage idle - Level 1
12008724: 31 Tage idle - Level 1 => LOESCHEN
9328624: 52 Tage idle - Level 10
8202424: 38 Tage idle - Level 3
9916124: 0 Tage idle - Level 12
12261924: 10 Tage idle - Level 1
11825324: 19 Tage idle - Level 7
10243524: 34 Tage idle - Level 13
12231724: 3 Tage idle - Level 1
11582424: 3 Tage idle - Level 12
12262524: 1 Tage idle - Level 1
11253324: 69 Tage idle - Level 2 => LOESCHEN
8532824: 165 Tage idle - Level 12
12485924: 3 Tage idle - Level 1
7984624: 1 Tage idle - Level 1
8128124: 37 Tage idle - Level 53
9476724: 1 Tage idle - Level 2
11689824: 53 Tage idle - Level 1 => LOESCHEN
10888024: 56 Tage idle - Level 1 => LOESCHEN
10396624: 79 Tage idle - Level 2 => LOESCHEN
12171724: 22 Tage idle - Level 1
10072124: 139 Tage idle - Level 6
12501024: 2 Tage idle - Level 1
11755724: 14 Tage idle - Level 10
8381324: 0 Tage idle - Level 24 (KEEP_CHARACTER)
9477324: 32 Tage idle - Level 7
11806724: 40 Tage idle - Level 1 => LOESCHEN
9851824: 124 Tage idle - Level 5
8842624: 53 Tage idle - Level 4
11583724: 6 Tage idle - Level 1 (KEEP_CHARACTER)
11543224: 29 Tage idle - Level 9
10371724: 47 Tage idle - Level 3
9183724: 101 Tage idle - Level 18
11559124: 31 Tage idle - Level 1 => LOESCHEN
10422724: 13 Tage idle - Level 18
8007824: 1 Tage idle - Level 7
11771224: 48 Tage idle - Level 1 => LOESCHEN
10554624: 0 Tage idle - Level 16
11832524: 43 Tage idle - Level 1 => LOESCHEN
8782624: 15 Tage idle - Level 9
10925024: 9 Tage idle - Level 8 (KEEP_CHARACTER)
11453024: 4 Tage idle - Level 1 (KEEP_CHARACTER)
10281524: 0 Tage idle - Level 18
10570124: 2 Tage idle - Level 16
11539924: 20 Tage idle - Level 3
12143424: 9 Tage idle - Level 1
9838824: 119 Tage idle - Level 3 => LOESCHEN
11225724: 8 Tage idle - Level 2
10758724: 28 Tage idle - Level 7
9109724: 188 Tage idle - Level 7
9443424: 4 Tage idle - Level 7
9524624: 54 Tage idle - Level 1 (KEEP_CHARACTER)
9449024: 60 Tage idle - Level 6
8647324: 5 Tage idle - Level 4
11666824: 15 Tage idle - Level 7
10322924: 6 Tage idle - Level 1
11677024: 49 Tage idle - Level 2
11352624: 52 Tage idle - Level 4
8475324: 1 Tage idle - Level 1
11409224: 0 Tage idle - Level 1 (KEEP_CHARACTER)
12099324: 25 Tage idle - Level 4
11616724: 5 Tage idle - Level 4
11297624: 0 Tage idle - Level 13
9332724: 1 Tage idle - Level 8
10900824: 41 Tage idle - Level 1 => LOESCHEN
8404724: 203 Tage idle - Level 8
11267424: 49 Tage idle - Level 1 => LOESCHEN
12109924: 24 Tage idle - Level 1
12281224: 1 Tage idle - Level 1
10500824: 12 Tage idle - Level 3
11986924: 0 Tage idle - Level 7
9156024: 146 Tage idle - Level 10
12464124: 0 Tage idle - Level 10
11120224: 2 Tage idle - Level 3
8313924: 12 Tage idle - Level 7
11414524: 69 Tage idle - Level 2 => LOESCHEN
10090924: 129 Tage idle - Level 5
12155624: 23 Tage idle - Level 1
10466324: 63 Tage idle - Level 5
8957824: 36 Tage idle - Level 18
10304224: 105 Tage idle - Level 6
10198224: 40 Tage idle - Level 1 (KEEP_CHARACTER)
9698924: 11 Tage idle - Level 6
9202024: 188 Tage idle - Level 10
11703824: 0 Tage idle - Level 16
11673324: 40 Tage idle - Level 1 => LOESCHEN
10826524: 28 Tage idle - Level 1 (KEEP_CHARACTER)
8998924: 0 Tage idle - Level 10
9511224: 4 Tage idle - Level 5
9516924: 1 Tage idle - Level 5
10269824: 0 Tage idle - Level 7 (KEEP_CHARACTER)
11324324: 1 Tage idle - Level 12
12004424: 21 Tage idle - Level 1
9982524: 8 Tage idle - Level 1
8315124: 240 Tage idle - Level 10
10573324: 23 Tage idle - Level 2
12480324: 4 Tage idle - Level 1
12161524: 18 Tage idle - Level 1
11527824: 4 Tage idle - Level 1
8102724: 87 Tage idle - Level 4
12466024: 3 Tage idle - Level 1
10523224: 0 Tage idle - Level 15
9532424: 0 Tage idle - Level 54 (KEEP_CHARACTER)
8315824: 140 Tage idle - Level 19
10371124: 59 Tage idle - Level 12
10417524: 71 Tage idle - Level 8
11973524: 29 Tage idle - Level 8
11487724: 64 Tage idle - Level 4
8756924: 194 Tage idle - Level 8
12000024: 10 Tage idle - Level 1
8062624: 111 Tage idle - Level 10
10726724: 11 Tage idle - Level 1
8564324: 4 Tage idle - Level 1
12066724: 7 Tage idle - Level 9
12491924: 3 Tage idle - Level 1
12036524: 0 Tage idle - Level 8
11852524: 21 Tage idle - Level 7
11488324: 23 Tage idle - Level 1
12538224: 1 Tage idle - Level 5
7955824: 147 Tage idle - Level 13
8635924: 19 Tage idle - Level 30
10438724: 56 Tage idle - Level 7
8686624: 193 Tage idle - Level 11
11169524: 0 Tage idle - Level 8
9169524: 56 Tage idle - Level 3
7970724: 60 Tage idle - Level 1 (KEEP_CHARACTER)
9255324: 23 Tage idle - Level 11
9959924: 35 Tage idle - Level 11
11559924: 41 Tage idle - Level 3
10352524: 15 Tage idle - Level 11
10687224: 18 Tage idle - Level 10
9696424: 76 Tage idle - Level 4
10606324: 8 Tage idle - Level 12
8281624: 25 Tage idle - Level 8
9904124: 4 Tage idle - Level 4
11337124: 50 Tage idle - Level 1 => LOESCHEN
10915524: 21 Tage idle - Level 1
8003524: 17 Tage idle - Level 11
10434324: 86 Tage idle - Level 8
9038924: 56 Tage idle - Level 7
8029724: 6 Tage idle - Level 18
10662324: 23 Tage idle - Level 26
11965824: 10 Tage idle - Level 4
11348024: 7 Tage idle - Level 8
11692024: 1 Tage idle - Level 14
11728124: 15 Tage idle - Level 1
11809324: 17 Tage idle - Level 1
8262324: 2 Tage idle - Level 19
8323624: 14 Tage idle - Level 38 (KEEP_CHARACTER)
10004824: 8 Tage idle - Level 11
8045224: 134 Tage idle - Level 10
11804324: 4 Tage idle - Level 1
11692724: 46 Tage idle - Level 1 => LOESCHEN
9611824: 0 Tage idle - Level 22 (KEEP_CHARACTER)
8232824: 215 Tage idle - Level 7 => LOESCHEN
12013524: 4 Tage idle - Level 4
7973224: 8 Tage idle - Level 14
11678424: 53 Tage idle - Level 1 => LOESCHEN
8876724: 15 Tage idle - Level 3
9308924: 71 Tage idle - Level 7
10476724: 62 Tage idle - Level 15
10562524: 0 Tage idle - Level 8
8101524: 28 Tage idle - Level 22
10856824: 8 Tage idle - Level 1
10983024: 2 Tage idle - Level 6
11997924: 11 Tage idle - Level 9
8440924: 57 Tage idle - Level 1 => LOESCHEN
8239024: 113 Tage idle - Level 5
11212424: 9 Tage idle - Level 6
12237524: 15 Tage idle - Level 1
9551824: 7 Tage idle - Level 8
11070624: 0 Tage idle - Level 25 (KEEP_CHARACTER)
7949324: 86 Tage idle - Level 13
8061424: 150 Tage idle - Level 10
7969924: 0 Tage idle - Level 79 (KEEP_CHARACTER)
8112424: 7 Tage idle - Level 11
9091124: 0 Tage idle - Level 18 (KEEP_CHARACTER)
12065524: 10 Tage idle - Level 6
9922224: 1 Tage idle - Level 8
9101724: 184 Tage idle - Level 9
10715924: 43 Tage idle - Level 10
9026124: 155 Tage idle - Level 7
11284324: 4 Tage idle - Level 4
10852424: 9 Tage idle - Level 4
8766624: 43 Tage idle - Level 8
12501224: 0 Tage idle - Level 1
12517124: 0 Tage idle - Level 9
10539224: 2 Tage idle - Level 20 (KEEP_CHARACTER)
12314324: 6 Tage idle - Level 4
11431424: 31 Tage idle - Level 1 => LOESCHEN
12157624: 22 Tage idle - Level 1
11801224: 8 Tage idle - Level 4
10068324: 1 Tage idle - Level 5 (KEEP_CHARACTER)
9031424: 2 Tage idle - Level 20 (KEEP_CHARACTER)
12178124: 17 Tage idle - Level 6
11330324: 3 Tage idle - Level 5
9325724: 164 Tage idle - Level 8
12426324: 0 Tage idle - Level 1 (KEEP_CHARACTER)
12512124: 1 Tage idle - Level 1
9254824: 101 Tage idle - Level 7
10741724: 0 Tage idle - Level 21 (KEEP_CHARACTER)
8371924: 140 Tage idle - Level 9
8995224: 160 Tage idle - Level 9
8747324: 186 Tage idle - Level 7
10220024: 2 Tage idle - Level 1
11777024: 15 Tage idle - Level 6
8646224: 16 Tage idle - Level 1
10737724: 5 Tage idle - Level 19
12189024: 20 Tage idle - Level 1
9417824: 16 Tage idle - Level 1
10620724: 26 Tage idle - Level 6 (KEEP_CHARACTER)
9179924: 156 Tage idle - Level 6
12158924: 19 Tage idle - Level 1
7991324: 35 Tage idle - Level 10 (KEEP_CHARACTER)
8388424: 0 Tage idle - Level 21
11605324: 25 Tage idle - Level 6
11812824: 13 Tage idle - Level 2
11113924: 58 Tage idle - Level 6
11985124: 0 Tage idle - Level 1
9985124: 142 Tage idle - Level 7
11499324: 61 Tage idle - Level 4
12508824: 0 Tage idle - Level 7
9377724: 189 Tage idle - Level 6 => LOESCHEN
8211024: 113 Tage idle - Level 3 => LOESCHEN
12290424: 0 Tage idle - Level 5
9803124: 141 Tage idle - Level 20
8505324: 90 Tage idle - Level 28
8186224: 0 Tage idle - Level 52 (KEEP_CHARACTER)
11990424: 24 Tage idle - Level 1
9084024: 185 Tage idle - Level 6 => LOESCHEN
8525924: 234 Tage idle - Level 8
8991524: 55 Tage idle - Level 10
10956724: 1 Tage idle - Level 9
9965924: 9 Tage idle - Level 12
8384024: 44 Tage idle - Level 9
10510624: 107 Tage idle - Level 8
12205524: 17 Tage idle - Level 1
7957824: 35 Tage idle - Level 1 (KEEP_CHARACTER)
8272724: 50 Tage idle - Level 6
8693224: 207 Tage idle - Level 8
10288624: 27 Tage idle - Level 7
8855625: 0 Tage idle - Level 13
10404925: 81 Tage idle - Level 9
11956225: 35 Tage idle - Level 1 => LOESCHEN
10739625: 1 Tage idle - Level 1
9586425: 153 Tage idle - Level 5 => LOESCHEN
8171625: 228 Tage idle - Level 8
10764825: 98 Tage idle - Level 8
9739125: 162 Tage idle - Level 8
8491025: 30 Tage idle - Level 1 => LOESCHEN
9176825: 22 Tage idle - Level 21
12312525: 8 Tage idle - Level 1
11850125: 5 Tage idle - Level 8
10968225: 22 Tage idle - Level 7
10304425: 4 Tage idle - Level 7
10806125: 94 Tage idle - Level 4
8026025: 16 Tage idle - Level 8
10243825: 63 Tage idle - Level 6
10087025: 12 Tage idle - Level 7
11141625: 79 Tage idle - Level 2 => LOESCHEN
11066025: 20 Tage idle - Level 7
9846125: 3 Tage idle - Level 16
10305025: 17 Tage idle - Level 1
9856425: 20 Tage idle - Level 5
11674125: 21 Tage idle - Level 7
11345025: 68 Tage idle - Level 8
8335925: 0 Tage idle - Level 35 (KEEP_CHARACTER)
10346125: 2 Tage idle - Level 7
9846825: 0 Tage idle - Level 41 (KEEP_CHARACTER)
11953125: 8 Tage idle - Level 5
11999225: 11 Tage idle - Level 6
11213825: 29 Tage idle - Level 9
11437125: 49 Tage idle - Level 1 => LOESCHEN
9199225: 98 Tage idle - Level 10
10519425: 0 Tage idle - Level 11
10564525: 2 Tage idle - Level 3 (KEEP_CHARACTER)
8483325: 109 Tage idle - Level 9
10782225: 10 Tage idle - Level 4
8402425: 223 Tage idle - Level 10
11421925: 70 Tage idle - Level 3
10585025: 0 Tage idle - Level 5
9756625: 128 Tage idle - Level 9
11513325: 57 Tage idle - Level 5
11442425: 21 Tage idle - Level 5
9310525: 3 Tage idle - Level 13 (KEEP_CHARACTER)
9564025: 163 Tage idle - Level 11
9498825: 56 Tage idle - Level 1 => LOESCHEN
12472125: 2 Tage idle - Level 7
9428125: 19 Tage idle - Level 15
12163625: 22 Tage idle - Level 1
8681825: 63 Tage idle - Level 20
8484625: 2 Tage idle - Level 13
8606525: 1 Tage idle - Level 23 (KEEP_CHARACTER)
8819625: 175 Tage idle - Level 9
9839025: 149 Tage idle - Level 7
10753325: 2 Tage idle - Level 12
11813525: 37 Tage idle - Level 1 => LOESCHEN
9317425: 58 Tage idle - Level 8
12301025: 14 Tage idle - Level 1
11464225: 11 Tage idle - Level 1
9459625: 1 Tage idle - Level 8
11216325: 35 Tage idle - Level 1 => LOESCHEN
11819825: 42 Tage idle - Level 2
12226125: 2 Tage idle - Level 1
11708425: 4 Tage idle - Level 7 (KEEP_CHARACTER)
12439225: 2 Tage idle - Level 6
8252925: 226 Tage idle - Level 19
9302825: 0 Tage idle - Level 19
11804525: 43 Tage idle - Level 4
8384825: 150 Tage idle - Level 4 => LOESCHEN
9804525: 155 Tage idle - Level 5 => LOESCHEN
10202825: 119 Tage idle - Level 3 => LOESCHEN
10096825: 106 Tage idle - Level 11
8334725: 227 Tage idle - Level 7 => LOESCHEN
10147825: 126 Tage idle - Level 8
8066625: 10 Tage idle - Level 3
11582125: 59 Tage idle - Level 1 => LOESCHEN
11825725: 4 Tage idle - Level 1
11906925: 39 Tage idle - Level 1 => LOESCHEN
8491825: 1 Tage idle - Level 8
8942825: 4 Tage idle - Level 30
11506925: 1 Tage idle - Level 2
10178625: 125 Tage idle - Level 5
10010925: 0 Tage idle - Level 11 (KEEP_CHARACTER)
12242325: 0 Tage idle - Level 15
9020025: 50 Tage idle - Level 13
7949525: 5 Tage idle - Level 44
11567925: 32 Tage idle - Level 1 => LOESCHEN
11694125: 3 Tage idle - Level 7
10350225: 34 Tage idle - Level 7
12258225: 17 Tage idle - Level 1
11820725: 31 Tage idle - Level 1 => LOESCHEN
10862225: 57 Tage idle - Level 11
12278825: 15 Tage idle - Level 1
