Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Wed Mar  1 00:13:00 2006
11408825: 69 Tage idle - Level 5
13021525: 20 Tage idle - Level 1
11043625: 132 Tage idle - Level 5
13356225: 9 Tage idle - Level 1
12711225: 37 Tage idle - Level 5
13533525: 5 Tage idle - Level 1
11160225: 0 Tage idle - Level 24
12002725: 2 Tage idle - Level 23
8931125: 21 Tage idle - Level 16
10080126: 0 Tage idle - Level 15
8075526: 30 Tage idle - Level 14
13027826: 26 Tage idle - Level 1
10947026: 73 Tage idle - Level 13
11834626: 5 Tage idle - Level 44
9956226: 43 Tage idle - Level 30
9556226: 1 Tage idle - Level 1
8957326: 91 Tage idle - Level 1 (KEEP_CHARACTER)
13260426: 3 Tage idle - Level 17
10972226: 0 Tage idle - Level 15
8921526: 259 Tage idle - Level 9
8476126: 23 Tage idle - Level 3
11611926: 3 Tage idle - Level 10
8643126: 72 Tage idle - Level 13
12596226: 57 Tage idle - Level 5
13276326: 1 Tage idle - Level 6
10050626: 26 Tage idle - Level 11
10056226: 1 Tage idle - Level 14
9475726: 155 Tage idle - Level 14
12946126: 21 Tage idle - Level 1
12956426: 36 Tage idle - Level 2
12338726: 65 Tage idle - Level 6
8517526: 143 Tage idle - Level 14
13514926: 1 Tage idle - Level 1
8071126: 10 Tage idle - Level 25
11415326: 54 Tage idle - Level 10
9744426: 0 Tage idle - Level 16
12278026: 0 Tage idle - Level 8
13084426: 28 Tage idle - Level 3
8410826: 130 Tage idle - Level 9
10588826: 83 Tage idle - Level 2 => LOESCHEN
10831326: 7 Tage idle - Level 27 (KEEP_CHARACTER)
11070726: 33 Tage idle - Level 18
9927326: 24 Tage idle - Level 1 (KEEP_CHARACTER)
12201826: 29 Tage idle - Level 9
12997526: 1 Tage idle - Level 1
10441626: 100 Tage idle - Level 6
8730226: 15 Tage idle - Level 9
9826226: 40 Tage idle - Level 8
9096926: 60 Tage idle - Level 4
12232626: 2 Tage idle - Level 20
13247426: 19 Tage idle - Level 1
10427326: 1 Tage idle - Level 26 (KEEP_CHARACTER)
10305726: 86 Tage idle - Level 5
12744626: 30 Tage idle - Level 8
8553626: 64 Tage idle - Level 5 (KEEP_CHARACTER)
13014426: 34 Tage idle - Level 1 => LOESCHEN
8888326: 157 Tage idle - Level 8
11867326: 0 Tage idle - Level 7
8898626: 88 Tage idle - Level 5
12425826: 45 Tage idle - Level 7
9203526: 204 Tage idle - Level 6 => LOESCHEN
12886826: 40 Tage idle - Level 1 => LOESCHEN
8113126: 229 Tage idle - Level 8
8665626: 12 Tage idle - Level 19
11102426: 3 Tage idle - Level 12
10924026: 138 Tage idle - Level 7
13344126: 16 Tage idle - Level 1
12826426: 24 Tage idle - Level 8
8605226: 29 Tage idle - Level 7
12922526: 36 Tage idle - Level 4
10873726: 11 Tage idle - Level 4
13086326: 22 Tage idle - Level 6
8048526: 44 Tage idle - Level 22
13334526: 10 Tage idle - Level 1
8008026: 20 Tage idle - Level 11
8879326: 66 Tage idle - Level 17
9021926: 55 Tage idle - Level 1 (KEEP_CHARACTER)
13466426: 3 Tage idle - Level 8
8757726: 5 Tage idle - Level 31
12457226: 0 Tage idle - Level 1
11817926: 25 Tage idle - Level 11
10646326: 1 Tage idle - Level 8 (KEEP_CHARACTER)
10853826: 0 Tage idle - Level 15
8079326: 33 Tage idle - Level 7 (KEEP_CHARACTER)
11133926: 74 Tage idle - Level 7
9757226: 217 Tage idle - Level 12
7991426: 0 Tage idle - Level 28 (KEEP_CHARACTER)
11645926: 25 Tage idle - Level 9
11316826: 4 Tage idle - Level 11
13467026: 0 Tage idle - Level 1
11361926: 0 Tage idle - Level 12
12872826: 1 Tage idle - Level 6
13552926: 4 Tage idle - Level 1
11296626: 15 Tage idle - Level 6
11630626: 0 Tage idle - Level 15 (KEEP_CHARACTER)
8328126: 230 Tage idle - Level 8
13041526: 33 Tage idle - Level 1 => LOESCHEN
12701026: 1 Tage idle - Level 1
12828326: 23 Tage idle - Level 9
8231726: 41 Tage idle - Level 8
11631226: 70 Tage idle - Level 2 (KEEP_CHARACTER)
12727226: 47 Tage idle - Level 1 => LOESCHEN
13543926: 2 Tage idle - Level 1
12372326: 0 Tage idle - Level 10
8475626: 54 Tage idle - Level 6
8896126: 7 Tage idle - Level 29
12676926: 42 Tage idle - Level 1 (KEEP_CHARACTER)
9251826: 0 Tage idle - Level 16
9414126: 228 Tage idle - Level 7 => LOESCHEN
9003926: 45 Tage idle - Level 13
12246726: 7 Tage idle - Level 1
9150726: 48 Tage idle - Level 9
12788926: 47 Tage idle - Level 1 => LOESCHEN
10435826: 88 Tage idle - Level 6
12758726: 46 Tage idle - Level 1 => LOESCHEN
12920026: 26 Tage idle - Level 4
9176926: 37 Tage idle - Level 3
11025026: 12 Tage idle - Level 11
13382826: 10 Tage idle - Level 1
8598526: 47 Tage idle - Level 20
11490726: 2 Tage idle - Level 1
8476926: 54 Tage idle - Level 12
11531426: 107 Tage idle - Level 10
8517626: 20 Tage idle - Level 6
10036426: 151 Tage idle - Level 5 => LOESCHEN
8370126: 2 Tage idle - Level 7
13616726: 0 Tage idle - Level 9 (KEEP_CHARACTER)
8046726: 51 Tage idle - Level 1 => LOESCHEN
12374226: 12 Tage idle - Level 10
12835526: 44 Tage idle - Level 1 => LOESCHEN
10447326: 1 Tage idle - Level 8 (KEEP_CHARACTER)
9086726: 71 Tage idle - Level 10
12319526: 5 Tage idle - Level 8
13298226: 0 Tage idle - Level 11 (KEEP_CHARACTER)
9229126: 2 Tage idle - Level 7
12582326: 52 Tage idle - Level 4
12911726: 37 Tage idle - Level 1 => LOESCHEN
13319026: 13 Tage idle - Level 1
11756026: 16 Tage idle - Level 11
9796526: 14 Tage idle - Level 10
10716726: 12 Tage idle - Level 5
11943626: 34 Tage idle - Level 5
9285126: 11 Tage idle - Level 8
12963026: 35 Tage idle - Level 1 => LOESCHEN
13521526: 0 Tage idle - Level 5
12973326: 0 Tage idle - Level 1
8164626: 232 Tage idle - Level 9
11391526: 2 Tage idle - Level 13
9184026: 134 Tage idle - Level 13
9716226: 195 Tage idle - Level 13
10423026: 109 Tage idle - Level 7
8392626: 39 Tage idle - Level 1 => LOESCHEN
13451226: 2 Tage idle - Level 12 (KEEP_CHARACTER)
12811926: 18 Tage idle - Level 1
8180126: 157 Tage idle - Level 10
10064126: 6 Tage idle - Level 8
10398926: 13 Tage idle - Level 3
12700526: 7 Tage idle - Level 7
12746626: 1 Tage idle - Level 1 (KEEP_CHARACTER)
12872926: 0 Tage idle - Level 21 (KEEP_CHARACTER)
11083626: 32 Tage idle - Level 10
8606626: 86 Tage idle - Level 10
10084726: 29 Tage idle - Level 1
9195626: 216 Tage idle - Level 10
12129526: 35 Tage idle - Level 8 (KEEP_CHARACTER)
12509626: 5 Tage idle - Level 1
12635926: 55 Tage idle - Level 1 => LOESCHEN
10546626: 77 Tage idle - Level 7
7952326: 47 Tage idle - Level 17
10070026: 0 Tage idle - Level 21
8146626: 0 Tage idle - Level 31
11991226: 4 Tage idle - Level 3
9379126: 51 Tage idle - Level 7
13367326: 11 Tage idle - Level 1
9211426: 205 Tage idle - Level 10
13337126: 16 Tage idle - Level 1
12084426: 0 Tage idle - Level 1 (KEEP_CHARACTER)
12945726: 7 Tage idle - Level 10
11774126: 74 Tage idle - Level 5
11075226: 0 Tage idle - Level 18
13012726: 9 Tage idle - Level 1
9941126: 144 Tage idle - Level 10
13433226: 0 Tage idle - Level 7
9587226: 234 Tage idle - Level 10
8046126: 158 Tage idle - Level 14
13545226: 0 Tage idle - Level 1
10269526: 12 Tage idle - Level 8
8552526: 31 Tage idle - Level 11 (KEEP_CHARACTER)
12414426: 24 Tage idle - Level 1
8765626: 162 Tage idle - Level 9
11202426: 9 Tage idle - Level 8
10735426: 43 Tage idle - Level 1 => LOESCHEN
12140726: 65 Tage idle - Level 2 => LOESCHEN
13029226: 3 Tage idle - Level 5
12065126: 0 Tage idle - Level 15
13160126: 13 Tage idle - Level 1
12688526: 3 Tage idle - Level 9
9218326: 8 Tage idle - Level 4
11395326: 12 Tage idle - Level 16
11891426: 74 Tage idle - Level 9
9800226: 84 Tage idle - Level 6
10016626: 0 Tage idle - Level 7
11937826: 69 Tage idle - Level 4 (KEEP_CHARACTER)
7954226: 37 Tage idle - Level 5 (KEEP_CHARACTER)
9486826: 4 Tage idle - Level 10
13196626: 0 Tage idle - Level 8
13312926: 12 Tage idle - Level 1
10163426: 0 Tage idle - Level 1
12896626: 37 Tage idle - Level 1 => LOESCHEN
9917926: 1 Tage idle - Level 27
8624726: 75 Tage idle - Level 7
8929226: 23 Tage idle - Level 9
9786326: 3 Tage idle - Level 11
10944126: 0 Tage idle - Level 17
12147626: 0 Tage idle - Level 13
8817926: 77 Tage idle - Level 9
12481326: 1 Tage idle - Level 8 (KEEP_CHARACTER)
12643726: 54 Tage idle - Level 3
11437326: 18 Tage idle - Level 1
12532326: 1 Tage idle - Level 1
10397726: 3 Tage idle - Level 15
11939026: 2 Tage idle - Level 19
7955526: 266 Tage idle - Level 1 (KEEP_CHARACTER)
12178426: 9 Tage idle - Level 14
9573926: 119 Tage idle - Level 13
8311126: 162 Tage idle - Level 12
7970426: 97 Tage idle - Level 16
12806726: 5 Tage idle - Level 9
11427726: 37 Tage idle - Level 2
12664926: 46 Tage idle - Level 1 => LOESCHEN
9442626: 15 Tage idle - Level 11
13436426: 11 Tage idle - Level 1
12062026: 23 Tage idle - Level 10
11068826: 0 Tage idle - Level 10 (KEEP_CHARACTER)
8256826: 250 Tage idle - Level 9
7946526: 14 Tage idle - Level 5
11362026: 47 Tage idle - Level 11 (KEEP_CHARACTER)
13264426: 20 Tage idle - Level 3
10854626: 136 Tage idle - Level 8
8312426: 83 Tage idle - Level 8
9256326: 128 Tage idle - Level 14
13462226: 3 Tage idle - Level 1
13133126: 17 Tage idle - Level 6
9362726: 19 Tage idle - Level 16
12255926: 0 Tage idle - Level 23
12544526: 37 Tage idle - Level 12
12711526: 47 Tage idle - Level 4
9459826: 0 Tage idle - Level 32
9049526: 0 Tage idle - Level 13 (KEEP_CHARACTER)
9419326: 2 Tage idle - Level 10
10339226: 38 Tage idle - Level 8
11773626: 3 Tage idle - Level 6 (KEEP_CHARACTER)
13133826: 14 Tage idle - Level 1
10845626: 10 Tage idle - Level 11 (KEEP_CHARACTER)
10445626: 64 Tage idle - Level 7
12712126: 0 Tage idle - Level 18
12839426: 9 Tage idle - Level 1
12722426: 49 Tage idle - Level 1 => LOESCHEN
10460526: 30 Tage idle - Level 11 (KEEP_CHARACTER)
10541726: 3 Tage idle - Level 8 (KEEP_CHARACTER)
13002526: 28 Tage idle - Level 1
13469126: 0 Tage idle - Level 2
7953026: 47 Tage idle - Level 9
12261826: 59 Tage idle - Level 4
8106926: 123 Tage idle - Level 5
10294126: 181 Tage idle - Level 8
10334926: 46 Tage idle - Level 6
13175526: 25 Tage idle - Level 1
12085126: 0 Tage idle - Level 9
13185826: 0 Tage idle - Level 27 (KEEP_CHARACTER)
11669126: 94 Tage idle - Level 5
12769826: 46 Tage idle - Level 1 => LOESCHEN
9881226: 9 Tage idle - Level 12
12035026: 89 Tage idle - Level 4
9511726: 0 Tage idle - Level 23
8097626: 50 Tage idle - Level 9
12612326: 56 Tage idle - Level 1 => LOESCHEN
13464826: 0 Tage idle - Level 15
8219526: 30 Tage idle - Level 9
12906626: 40 Tage idle - Level 1 => LOESCHEN
10072026: 194 Tage idle - Level 6 => LOESCHEN
10862426: 148 Tage idle - Level 1 (KEEP_CHARACTER)
8989726: 108 Tage idle - Level 4
13404426: 0 Tage idle - Level 1
9755626: 10 Tage idle - Level 8
12289226: 0 Tage idle - Level 11
9198926: 16 Tage idle - Level 5
11492126: 0 Tage idle - Level 12
8351026: 0 Tage idle - Level 117 (KEEP_CHARACTER)
10690426: 116 Tage idle - Level 3 => LOESCHEN
13354026: 16 Tage idle - Level 1 (KEEP_CHARACTER)
12917526: 11 Tage idle - Level 5 (KEEP_CHARACTER)
13106126: 29 Tage idle - Level 1
11128226: 60 Tage idle - Level 12
13602226: 0 Tage idle - Level 2
13571826: 3 Tage idle - Level 3
10204926: 113 Tage idle - Level 8
13323926: 6 Tage idle - Level 5
11021526: 73 Tage idle - Level 9
13440526: 0 Tage idle - Level 4
10656226: 115 Tage idle - Level 6
13111426: 22 Tage idle - Level 8
10995626: 0 Tage idle - Level 1
11767126: 7 Tage idle - Level 7 (KEEP_CHARACTER)
8595626: 42 Tage idle - Level 17
13056426: 29 Tage idle - Level 1
13182726: 25 Tage idle - Level 1
12001126: 21 Tage idle - Level 2
12128426: 2 Tage idle - Level 2
9442726: 16 Tage idle - Level 6
13026226: 2 Tage idle - Level 1
12508526: 4 Tage idle - Level 8
8449426: 177 Tage idle - Level 12
12356426: 53 Tage idle - Level 3
13036526: 33 Tage idle - Level 1 => LOESCHEN
12523426: 38 Tage idle - Level 1 => LOESCHEN
11433026: 4 Tage idle - Level 11
11646126: 111 Tage idle - Level 4
13431526: 5 Tage idle - Level 1
9291226: 170 Tage idle - Level 8
12397526: 54 Tage idle - Level 4
9210326: 125 Tage idle - Level 11
12438226: 57 Tage idle - Level 1 => LOESCHEN
12113826: 0 Tage idle - Level 6
10571326: 0 Tage idle - Level 30
9535426: 0 Tage idle - Level 25
13604826: 1 Tage idle - Level 1
10951426: 0 Tage idle - Level 15
11631526: 104 Tage idle - Level 5
8247926: 4 Tage idle - Level 1
12853826: 3 Tage idle - Level 1
10591926: 37 Tage idle - Level 9
7942226: 27 Tage idle - Level 20
8095826: 2 Tage idle - Level 16
13048026: 33 Tage idle - Level 1 => LOESCHEN
8957026: 15 Tage idle - Level 18
9637126: 161 Tage idle - Level 8
11804126: 22 Tage idle - Level 6
13174326: 0 Tage idle - Level 15
9925826: 63 Tage idle - Level 14
7952526: 116 Tage idle - Level 5
11652026: 112 Tage idle - Level 3 => LOESCHEN
13509326: 2 Tage idle - Level 1
13478926: 0 Tage idle - Level 7
12261226: 46 Tage idle - Level 4
8774826: 253 Tage idle - Level 16
12728126: 7 Tage idle - Level 5
12155526: 4 Tage idle - Level 8
9505926: 18 Tage idle - Level 1
13469226: 4 Tage idle - Level 6
9278226: 1 Tage idle - Level 5
8141826: 176 Tage idle - Level 11
12910026: 10 Tage idle - Level 1
8147426: 152 Tage idle - Level 7
13322026: 3 Tage idle - Level 5
11217926: 4 Tage idle - Level 1
12688026: 41 Tage idle - Level 8
13449326: 4 Tage idle - Level 1
11683526: 26 Tage idle - Level 19
9632826: 135 Tage idle - Level 11
13413526: 9 Tage idle - Level 4
8593126: 61 Tage idle - Level 9
13064226: 0 Tage idle - Level 8
13515226: 3 Tage idle - Level 3 (KEEP_CHARACTER)
12217426: 11 Tage idle - Level 1
9531726: 235 Tage idle - Level 7 => LOESCHEN
8603726: 10 Tage idle - Level 20
10989126: 10 Tage idle - Level 8
11050526: 0 Tage idle - Level 11
9172126: 114 Tage idle - Level 4
12065326: 6 Tage idle - Level 7 (KEEP_CHARACTER)
10457226: 22 Tage idle - Level 3
12977326: 35 Tage idle - Level 3
11395526: 9 Tage idle - Level 25 (KEEP_CHARACTER)
9060826: 0 Tage idle - Level 9
10710026: 107 Tage idle - Level 5
11568126: 69 Tage idle - Level 9
9603226: 0 Tage idle - Level 19
9178426: 11 Tage idle - Level 12
11770626: 22 Tage idle - Level 9
9518026: 122 Tage idle - Level 9
13486026: 1 Tage idle - Level 12
12841026: 44 Tage idle - Level 1 => LOESCHEN
12198526: 0 Tage idle - Level 9
10109526: 5 Tage idle - Level 32
10656326: 49 Tage idle - Level 1 => LOESCHEN
8240426: 96 Tage idle - Level 1 (KEEP_CHARACTER)
12482126: 57 Tage idle - Level 1 => LOESCHEN
11964426: 6 Tage idle - Level 5
8995726: 33 Tage idle - Level 4
12447326: 45 Tage idle - Level 1 => LOESCHEN
12817126: 45 Tage idle - Level 1 => LOESCHEN
13152626: 4 Tage idle - Level 8
12350926: 7 Tage idle - Level 1
8114826: 1 Tage idle - Level 6 (KEEP_CHARACTER)
11681026: 0 Tage idle - Level 1
9144526: 102 Tage idle - Level 1 => LOESCHEN
11154826: 0 Tage idle - Level 12
8550226: 3 Tage idle - Level 6
12255426: 4 Tage idle - Level 1
8399126: 2 Tage idle - Level 17 (KEEP_CHARACTER)
12260026: 8 Tage idle - Level 11
13482326: 0 Tage idle - Level 13
8074726: 5 Tage idle - Level 1
10971426: 15 Tage idle - Level 7
8146226: 1 Tage idle - Level 20
11990926: 7 Tage idle - Level 3
12509926: 1 Tage idle - Level 20 (KEEP_CHARACTER)
11135526: 137 Tage idle - Level 9
8577026: 171 Tage idle - Level 20
12600326: 3 Tage idle - Level 12
11267426: 12 Tage idle - Level 12
12727626: 50 Tage idle - Level 1 => LOESCHEN
12772726: 48 Tage idle - Level 1 => LOESCHEN
12073826: 26 Tage idle - Level 20
8045126: 64 Tage idle - Level 1 (KEEP_CHARACTER)
10506426: 172 Tage idle - Level 9
12904926: 3 Tage idle - Level 10 (KEEP_CHARACTER)
13630026: 0 Tage idle - Level 4
10480626: 8 Tage idle - Level 1
9241926: 11 Tage idle - Level 10
12758426: 23 Tage idle - Level 1
13235726: 20 Tage idle - Level 6
13038526: 1 Tage idle - Level 12
11719026: 13 Tage idle - Level 8
12738526: 2 Tage idle - Level 5
10724826: 0 Tage idle - Level 33 (KEEP_CHARACTER)
9652826: 2 Tage idle - Level 14
10486926: 25 Tage idle - Level 8 (KEEP_CHARACTER)
13433526: 8 Tage idle - Level 1 (KEEP_CHARACTER)
10735026: 154 Tage idle - Level 10
11876126: 1 Tage idle - Level 6
8902026: 7 Tage idle - Level 13
11268726: 54 Tage idle - Level 1 (KEEP_CHARACTER)
9263026: 97 Tage idle - Level 5
13332426: 16 Tage idle - Level 1
13180326: 20 Tage idle - Level 1
12997326: 0 Tage idle - Level 22
12298426: 70 Tage idle - Level 8 (KEEP_CHARACTER)
9289226: 64 Tage idle - Level 3 (KEEP_CHARACTER)
10983626: 1 Tage idle - Level 6
8071626: 30 Tage idle - Level 5
13196226: 0 Tage idle - Level 9
13155826: 26 Tage idle - Level 3
13318126: 4 Tage idle - Level 1
12272926: 0 Tage idle - Level 20
11056226: 11 Tage idle - Level 34
9137426: 1 Tage idle - Level 14
12156926: 18 Tage idle - Level 8
13206826: 12 Tage idle - Level 1
12815326: 32 Tage idle - Level 1 (KEEP_CHARACTER)
13586626: 0 Tage idle - Level 1
13621726: 0 Tage idle - Level 2
11897326: 29 Tage idle - Level 2 (KEEP_CHARACTER)
11239126: 3 Tage idle - Level 11
13389426: 4 Tage idle - Level 12 (KEEP_CHARACTER)
8715826: 39 Tage idle - Level 6
12460426: 4 Tage idle - Level 10
12957526: 2 Tage idle - Level 14
13227326: 21 Tage idle - Level 1
12638726: 45 Tage idle - Level 1 => LOESCHEN
12435926: 1 Tage idle - Level 10
9912526: 193 Tage idle - Level 9
12486626: 37 Tage idle - Level 8
12076326: 2 Tage idle - Level 3
10139126: 40 Tage idle - Level 4
12820626: 45 Tage idle - Level 1 => LOESCHEN
11366026: 71 Tage idle - Level 5
10848326: 6 Tage idle - Level 5
13435426: 0 Tage idle - Level 20
13197526: 2 Tage idle - Level 1
10944426: 3 Tage idle - Level 6
8863226: 255 Tage idle - Level 11 (KEEP_CHARACTER)
11553626: 1 Tage idle - Level 26
12649626: 54 Tage idle - Level 1 => LOESCHEN
11513126: 0 Tage idle - Level 6
13045726: 3 Tage idle - Level 6
13253126: 2 Tage idle - Level 7
9559226: 0 Tage idle - Level 6
13096426: 22 Tage idle - Level 1
9847926: 35 Tage idle - Level 7
8184926: 2 Tage idle - Level 17
11984426: 1 Tage idle - Level 27
13141826: 22 Tage idle - Level 2
13269026: 0 Tage idle - Level 1
9320626: 0 Tage idle - Level 33 (KEEP_CHARACTER)
13147426: 0 Tage idle - Level 10
10813126: 117 Tage idle - Level 12
12634326: 39 Tage idle - Level 19
9909126: 201 Tage idle - Level 6 => LOESCHEN
10459226: 29 Tage idle - Level 6
8408526: 264 Tage idle - Level 14
12492526: 61 Tage idle - Level 3
9716626: 0 Tage idle - Level 7
11154226: 0 Tage idle - Level 28
11119426: 4 Tage idle - Level 1
9493626: 4 Tage idle - Level 19 (KEEP_CHARACTER)
13198826: 15 Tage idle - Level 1
12761226: 18 Tage idle - Level 1
10626926: 37 Tage idle - Level 18
11028626: 79 Tage idle - Level 3
12594926: 57 Tage idle - Level 1 => LOESCHEN
12757226: 12 Tage idle - Level 11
12012226: 73 Tage idle - Level 8
12635626: 1 Tage idle - Level 7
12276026: 2 Tage idle - Level 15 (KEEP_CHARACTER)
13614626: 1 Tage idle - Level 1
10054926: 1 Tage idle - Level 7
7952026: 69 Tage idle - Level 1 (KEEP_CHARACTER)
10445226: 16 Tage idle - Level 20
9292026: 3 Tage idle - Level 8
8860126: 10 Tage idle - Level 7
9540226: 35 Tage idle - Level 11
12033426: 5 Tage idle - Level 16
8749826: 256 Tage idle - Level 9
10181826: 145 Tage idle - Level 10
13093326: 5 Tage idle - Level 1
13129426: 13 Tage idle - Level 1
12610726: 17 Tage idle - Level 6
9560826: 26 Tage idle - Level 9
12616326: 26 Tage idle - Level 2
12175626: 0 Tage idle - Level 1
11455026: 0 Tage idle - Level 7
10785226: 8 Tage idle - Level 12
12515226: 2 Tage idle - Level 14
8405426: 2 Tage idle - Level 36
8612926: 10 Tage idle - Level 3
13372326: 15 Tage idle - Level 1
9222026: 178 Tage idle - Level 8
11723826: 104 Tage idle - Level 7
11896126: 33 Tage idle - Level 1 => LOESCHEN
12708426: 9 Tage idle - Level 2
8157926: 197 Tage idle - Level 8
13200626: 10 Tage idle - Level 1
9835826: 155 Tage idle - Level 12
10548226: 31 Tage idle - Level 8
11309526: 0 Tage idle - Level 15
11480926: 88 Tage idle - Level 2 (KEEP_CHARACTER)
8259626: 79 Tage idle - Level 12
8056826: 129 Tage idle - Level 10
10801026: 16 Tage idle - Level 13
8715226: 1 Tage idle - Level 10
9602826: 28 Tage idle - Level 21
8269926: 4 Tage idle - Level 12
8071726: 242 Tage idle - Level 17
12349526: 10 Tage idle - Level 7
12475826: 32 Tage idle - Level 5
8447126: 3 Tage idle - Level 9
9907326: 147 Tage idle - Level 13
13125726: 27 Tage idle - Level 1
8254626: 141 Tage idle - Level 7
12526826: 26 Tage idle - Level 1
12739926: 39 Tage idle - Level 1 => LOESCHEN
8305626: 215 Tage idle - Level 14
11335326: 52 Tage idle - Level 1 (KEEP_CHARACTER)
11877526: 24 Tage idle - Level 1 (KEEP_CHARACTER)
13282826: 2 Tage idle - Level 1
11213726: 47 Tage idle - Level 1 => LOESCHEN
13120726: 2 Tage idle - Level 1
13090226: 0 Tage idle - Level 5
8255226: 0 Tage idle - Level 18
9720026: 32 Tage idle - Level 11
8468326: 4 Tage idle - Level 29
12820726: 27 Tage idle - Level 1
12952626: 27 Tage idle - Level 5
10893526: 10 Tage idle - Level 2
13141226: 20 Tage idle - Level 1
8022226: 5 Tage idle - Level 58
12218926: 26 Tage idle - Level 1
10544526: 32 Tage idle - Level 10
11305826: 83 Tage idle - Level 2 => LOESCHEN
8093526: 69 Tage idle - Level 5
12969126: 37 Tage idle - Level 1 => LOESCHEN
9539426: 1 Tage idle - Level 1
13497126: 5 Tage idle - Level 1
10798726: 39 Tage idle - Level 9
8382826: 139 Tage idle - Level 16
9889026: 2 Tage idle - Level 16
9351526: 130 Tage idle - Level 5
11690926: 3 Tage idle - Level 1
9194826: 65 Tage idle - Level 7
13102026: 30 Tage idle - Level 1 => LOESCHEN
11463526: 13 Tage idle - Level 9 (KEEP_CHARACTER)
8403626: 59 Tage idle - Level 5
12280126: 13 Tage idle - Level 5
13209426: 24 Tage idle - Level 1
12407726: 19 Tage idle - Level 1
10925926: 1 Tage idle - Level 25
11732226: 55 Tage idle - Level 1 => LOESCHEN
9236126: 17 Tage idle - Level 11
12625426: 6 Tage idle - Level 5
13350626: 2 Tage idle - Level 3
11752826: 55 Tage idle - Level 2
11965926: 1 Tage idle - Level 1
11681926: 8 Tage idle - Level 1
9712326: 190 Tage idle - Level 11
10708826: 19 Tage idle - Level 5
9555626: 1 Tage idle - Level 28
10920926: 87 Tage idle - Level 6
12408326: 10 Tage idle - Level 1
11155626: 0 Tage idle - Level 9
10556726: 19 Tage idle - Level 12
8349226: 0 Tage idle - Level 48 (KEEP_CHARACTER)
11241426: 6 Tage idle - Level 13
9281926: 1 Tage idle - Level 7
13513626: 1 Tage idle - Level 2
8232226: 56 Tage idle - Level 16
13564327: 0 Tage idle - Level 1
12144927: 38 Tage idle - Level 3
13113627: 3 Tage idle - Level 1
13371827: 4 Tage idle - Level 3
13458627: 8 Tage idle - Level 2
12372927: 36 Tage idle - Level 1 => LOESCHEN
13341627: 16 Tage idle - Level 2
12799027: 43 Tage idle - Level 1 => LOESCHEN
8602727: 223 Tage idle - Level 16
12682027: 0 Tage idle - Level 8
13033027: 33 Tage idle - Level 1 => LOESCHEN
12687727: 3 Tage idle - Level 1
11713627: 1 Tage idle - Level 6
11222127: 0 Tage idle - Level 40
11850127: 0 Tage idle - Level 13
8592827: 2 Tage idle - Level 26
11364327: 68 Tage idle - Level 11
10846627: 128 Tage idle - Level 13
13600727: 0 Tage idle - Level 1
8446627: 11 Tage idle - Level 18
10548327: 12 Tage idle - Level 10
8051227: 31 Tage idle - Level 13
11850827: 1 Tage idle - Level 24 (KEEP_CHARACTER)
8634127: 38 Tage idle - Level 10
13596427: 0 Tage idle - Level 7
12622327: 11 Tage idle - Level 12
8396227: 6 Tage idle - Level 21
13637127: 0 Tage idle - Level 1 (KEEP_CHARACTER)
11958127: 25 Tage idle - Level 5
12065627: 42 Tage idle - Level 1 => LOESCHEN
12774827: 13 Tage idle - Level 9 (KEEP_CHARACTER)
8462127: 26 Tage idle - Level 31
8705727: 259 Tage idle - Level 9
12167327: 12 Tage idle - Level 15
12876527: 12 Tage idle - Level 1
12765127: 39 Tage idle - Level 1 => LOESCHEN
9340027: 0 Tage idle - Level 23
8042227: 189 Tage idle - Level 7
12937827: 37 Tage idle - Level 1 => LOESCHEN
9553127: 46 Tage idle - Level 14
9685027: 0 Tage idle - Level 28 (KEEP_CHARACTER)
8265627: 73 Tage idle - Level 17
13015027: 3 Tage idle - Level 16
13511127: 6 Tage idle - Level 6
11452027: 79 Tage idle - Level 12
11376527: 2 Tage idle - Level 20
9994227: 14 Tage idle - Level 7
11138927: 0 Tage idle - Level 6
10469027: 0 Tage idle - Level 6
11153827: 131 Tage idle - Level 6
10646327: 10 Tage idle - Level 5
11949827: 83 Tage idle - Level 11
9817927: 1 Tage idle - Level 19
13355027: 10 Tage idle - Level 8
10286827: 189 Tage idle - Level 8
8443527: 38 Tage idle - Level 12
12852227: 0 Tage idle - Level 4
13249327: 2 Tage idle - Level 1
10464027: 87 Tage idle - Level 12
9838427: 111 Tage idle - Level 8
9964727: 5 Tage idle - Level 33
8707627: 183 Tage idle - Level 7
8712227: 6 Tage idle - Level 9
12255027: 27 Tage idle - Level 7
12336227: 48 Tage idle - Level 1 => LOESCHEN
10312227: 166 Tage idle - Level 7
12462527: 0 Tage idle - Level 8
8803727: 124 Tage idle - Level 10
13355727: 16 Tage idle - Level 1
8484627: 102 Tage idle - Level 5
8606527: 55 Tage idle - Level 37
13573427: 3 Tage idle - Level 1
11595527: 50 Tage idle - Level 1 => LOESCHEN
8819627: 183 Tage idle - Level 9
12934027: 39 Tage idle - Level 1 => LOESCHEN
10261927: 3 Tage idle - Level 4
8176027: 37 Tage idle - Level 3
10637327: 7 Tage idle - Level 15
13062027: 2 Tage idle - Level 16
10520327: 99 Tage idle - Level 7
13518727: 6 Tage idle - Level 1
11413527: 2 Tage idle - Level 7
10779527: 3 Tage idle - Level 8
