Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Thu Dec  1 00:13:00 2005
11452006: 34 Tage idle - Level 1 => LOESCHEN
11614406: 11 Tage idle - Level 1 (KEEP_CHARACTER)
9118306: 11 Tage idle - Level 1
11209806: 0 Tage idle - Level 5
11254906: 4 Tage idle - Level 20 (KEEP_CHARACTER)
8529706: 86 Tage idle - Level 5
9356606: 0 Tage idle - Level 22 (KEEP_CHARACTER)
11523606: 4 Tage idle - Level 8
10079306: 48 Tage idle - Level 4
8808706: 149 Tage idle - Level 8
11706506: 13 Tage idle - Level 1
10408706: 76 Tage idle - Level 4
11878906: 10 Tage idle - Level 1
10661206: 23 Tage idle - Level 1
10798806: 0 Tage idle - Level 26
11818506: 0 Tage idle - Level 1
9377806: 129 Tage idle - Level 8
11099406: 19 Tage idle - Level 9
11636206: 25 Tage idle - Level 1
11950006: 2 Tage idle - Level 8
10607106: 59 Tage idle - Level 1 => LOESCHEN
8652206: 40 Tage idle - Level 4
8814606: 2 Tage idle - Level 3
11074506: 57 Tage idle - Level 1 => LOESCHEN
9980906: 116 Tage idle - Level 7
11409506: 31 Tage idle - Level 1 => LOESCHEN
11743206: 3 Tage idle - Level 1
8901006: 33 Tage idle - Level 6
8992206: 26 Tage idle - Level 5
7942606: 2 Tage idle - Level 7
8384806: 59 Tage idle - Level 12
8764906: 33 Tage idle - Level 13
11232506: 4 Tage idle - Level 5
8263806: 87 Tage idle - Level 12
10101706: 12 Tage idle - Level 9
12004006: 0 Tage idle - Level 1 (KEEP_CHARACTER)
11496306: 20 Tage idle - Level 4
10851306: 6 Tage idle - Level 8
11126806: 47 Tage idle - Level 1 => LOESCHEN
11911506: 5 Tage idle - Level 2 (KEEP_CHARACTER)
11339906: 0 Tage idle - Level 6
8294606: 57 Tage idle - Level 8
8138106: 40 Tage idle - Level 7 (KEEP_CHARACTER)
8634206: 40 Tage idle - Level 12
8806906: 0 Tage idle - Level 20
10320006: 74 Tage idle - Level 14
9000106: 5 Tage idle - Level 8
8817106: 185 Tage idle - Level 6 => LOESCHEN
11846906: 0 Tage idle - Level 6
11978806: 3 Tage idle - Level 1
9487306: 137 Tage idle - Level 4 => LOESCHEN
11993706: 0 Tage idle - Level 5
9497606: 136 Tage idle - Level 9
11877706: 10 Tage idle - Level 1
9953206: 12 Tage idle - Level 8
10954306: 45 Tage idle - Level 1 => LOESCHEN
11760706: 0 Tage idle - Level 8 (KEEP_CHARACTER)
8129106: 12 Tage idle - Level 5
9720206: 87 Tage idle - Level 3
11153206: 50 Tage idle - Level 1 => LOESCHEN
11199306: 54 Tage idle - Level 1 => LOESCHEN
11315606: 2 Tage idle - Level 8
9482306: 19 Tage idle - Level 9
7955406: 0 Tage idle - Level 47 (KEEP_CHARACTER)
8062906: 38 Tage idle - Level 8
11989706: 2 Tage idle - Level 1
9386906: 1 Tage idle - Level 20
11351006: 44 Tage idle - Level 1 => LOESCHEN
8701406: 47 Tage idle - Level 20
10676606: 49 Tage idle - Level 1 => LOESCHEN
11519006: 32 Tage idle - Level 1 => LOESCHEN
7956006: 197 Tage idle - Level 9
11944206: 4 Tage idle - Level 2
11452806: 19 Tage idle - Level 1
8727606: 168 Tage idle - Level 9
11711206: 19 Tage idle - Level 1
9098906: 19 Tage idle - Level 1
10793206: 21 Tage idle - Level 1
11635706: 3 Tage idle - Level 15
7940806: 78 Tage idle - Level 19
10798906: 0 Tage idle - Level 1
9225406: 24 Tage idle - Level 1
8008806: 62 Tage idle - Level 2 => LOESCHEN
7951006: 39 Tage idle - Level 10
8803806: 64 Tage idle - Level 13 (KEEP_CHARACTER)
9291006: 13 Tage idle - Level 16
8905506: 76 Tage idle - Level 11
8176106: 215 Tage idle - Level 13
11084206: 33 Tage idle - Level 1 => LOESCHEN
8196706: 1 Tage idle - Level 6
9210806: 12 Tage idle - Level 10
8292806: 87 Tage idle - Level 4
11312506: 36 Tage idle - Level 5
7952306: 13 Tage idle - Level 4
8556906: 10 Tage idle - Level 5
11611406: 0 Tage idle - Level 16
11738706: 18 Tage idle - Level 1
11905706: 1 Tage idle - Level 7
9662106: 16 Tage idle - Level 10
9211406: 14 Tage idle - Level 29
11642206: 6 Tage idle - Level 3
10800006: 3 Tage idle - Level 7
9520606: 4 Tage idle - Level 9
10978006: 35 Tage idle - Level 1 => LOESCHEN
11658106: 16 Tage idle - Level 1
11617706: 0 Tage idle - Level 14
10035906: 18 Tage idle - Level 1
11187206: 54 Tage idle - Level 1 => LOESCHEN
8410306: 1 Tage idle - Level 17
11394706: 37 Tage idle - Level 1 => LOESCHEN
11197506: 4 Tage idle - Level 7
11313806: 35 Tage idle - Level 1 => LOESCHEN
8137606: 184 Tage idle - Level 11
11608006: 0 Tage idle - Level 7
10973006: 50 Tage idle - Level 1 => LOESCHEN
9319406: 15 Tage idle - Level 10
9445706: 152 Tage idle - Level 7
10365606: 4 Tage idle - Level 10
8158106: 9 Tage idle - Level 24
11628606: 5 Tage idle - Level 1
9212706: 94 Tage idle - Level 21
11269006: 48 Tage idle - Level 3
8335406: 74 Tage idle - Level 17
8097506: 8 Tage idle - Level 11
9192506: 69 Tage idle - Level 8
8898106: 1 Tage idle - Level 10
10528606: 3 Tage idle - Level 13
11704806: 0 Tage idle - Level 10
9826406: 72 Tage idle - Level 6
8163406: 24 Tage idle - Level 9
11426406: 39 Tage idle - Level 1 => LOESCHEN
9426406: 13 Tage idle - Level 4
8589606: 70 Tage idle - Level 6
10837806: 4 Tage idle - Level 6
10143506: 22 Tage idle - Level 5
10432106: 0 Tage idle - Level 18
9370406: 0 Tage idle - Level 35 (KEEP_CHARACTER)
8858306: 0 Tage idle - Level 21
9664706: 11 Tage idle - Level 6
7975406: 67 Tage idle - Level 45
11882406: 9 Tage idle - Level 1
9051606: 6 Tage idle - Level 26
11264706: 7 Tage idle - Level 5
10093106: 0 Tage idle - Level 8
9183506: 6 Tage idle - Level 23
11512906: 0 Tage idle - Level 12
11148706: 44 Tage idle - Level 1 => LOESCHEN
11072106: 4 Tage idle - Level 6
10509306: 4 Tage idle - Level 7
11199406: 2 Tage idle - Level 3 (KEEP_CHARACTER)
9973906: 0 Tage idle - Level 14
10154406: 73 Tage idle - Level 7
8032806: 15 Tage idle - Level 9
8240206: 51 Tage idle - Level 8
10347606: 60 Tage idle - Level 7
11488706: 34 Tage idle - Level 3
11285906: 44 Tage idle - Level 1 => LOESCHEN
11088706: 47 Tage idle - Level 6
11377306: 5 Tage idle - Level 13 (KEEP_CHARACTER)
9418006: 54 Tage idle - Level 15
9625506: 0 Tage idle - Level 6
8200406: 7 Tage idle - Level 38 (KEEP_CHARACTER)
9751806: 42 Tage idle - Level 17
11392206: 38 Tage idle - Level 1 => LOESCHEN
11924406: 0 Tage idle - Level 6
8631206: 22 Tage idle - Level 1
11985406: 2 Tage idle - Level 1
9985406: 1 Tage idle - Level 6
8773406: 16 Tage idle - Level 15
8789306: 14 Tage idle - Level 8
9813706: 1 Tage idle - Level 5
11661606: 0 Tage idle - Level 9
11003406: 10 Tage idle - Level 8
9383206: 78 Tage idle - Level 7
9419306: 15 Tage idle - Level 4
11844506: 2 Tage idle - Level 1
11970806: 0 Tage idle - Level 1
11641706: 25 Tage idle - Level 1 (KEEP_CHARACTER)
8754106: 125 Tage idle - Level 11
8121106: 171 Tage idle - Level 8
8537006: 0 Tage idle - Level 11
8663306: 36 Tage idle - Level 4
11637706: 25 Tage idle - Level 1
9349006: 0 Tage idle - Level 30
8911506: 9 Tage idle - Level 11
8598006: 2 Tage idle - Level 20
11860006: 2 Tage idle - Level 7
11177006: 18 Tage idle - Level 8
8816006: 12 Tage idle - Level 7
10249006: 24 Tage idle - Level 6
10537706: 73 Tage idle - Level 6
8167906: 13 Tage idle - Level 23
10501906: 10 Tage idle - Level 1
11856006: 5 Tage idle - Level 1
10786206: 1 Tage idle - Level 16
11137206: 58 Tage idle - Level 1 => LOESCHEN
9501406: 58 Tage idle - Level 8
9592606: 16 Tage idle - Level 8
10416706: 67 Tage idle - Level 7
11269106: 47 Tage idle - Level 1 => LOESCHEN
10563506: 2 Tage idle - Level 8
11877206: 3 Tage idle - Level 1
9998906: 73 Tage idle - Level 8
11420906: 37 Tage idle - Level 8
10700306: 39 Tage idle - Level 1 => LOESCHEN
11715106: 17 Tage idle - Level 1
8128706: 211 Tage idle - Level 8
10300306: 11 Tage idle - Level 1
11897806: 7 Tage idle - Level 1
10432206: 4 Tage idle - Level 1
11158406: 53 Tage idle - Level 1 => LOESCHEN
10564106: 7 Tage idle - Level 1
11538506: 27 Tage idle - Level 1
8032206: 221 Tage idle - Level 16
11756206: 6 Tage idle - Level 3
10665906: 21 Tage idle - Level 8
9437406: 0 Tage idle - Level 1
7955606: 24 Tage idle - Level 17
10493906: 86 Tage idle - Level 5
9827806: 53 Tage idle - Level 12
11265406: 36 Tage idle - Level 1 => LOESCHEN
8534606: 149 Tage idle - Level 10
10463706: 23 Tage idle - Level 13
8377906: 165 Tage idle - Level 5 => LOESCHEN
9888806: 109 Tage idle - Level 19
11310806: 23 Tage idle - Level 1
8768206: 135 Tage idle - Level 4 => LOESCHEN
8028906: 60 Tage idle - Level 10
11701106: 20 Tage idle - Level 1
12027306: 0 Tage idle - Level 1
8170006: 79 Tage idle - Level 6
10393406: 0 Tage idle - Level 22
9975206: 0 Tage idle - Level 8
8267106: 215 Tage idle - Level 7 => LOESCHEN
9934806: 3 Tage idle - Level 15
10809606: 55 Tage idle - Level 1 => LOESCHEN
9742206: 19 Tage idle - Level 7
7977406: 7 Tage idle - Level 14 (KEEP_CHARACTER)
11347906: 45 Tage idle - Level 1 => LOESCHEN
9504606: 10 Tage idle - Level 10 (KEEP_CHARACTER)
11104606: 37 Tage idle - Level 2
8054706: 1 Tage idle - Level 19
9104606: 131 Tage idle - Level 9
11449606: 8 Tage idle - Level 1
11950306: 0 Tage idle - Level 1
11586106: 5 Tage idle - Level 2
8237606: 73 Tage idle - Level 8
11059906: 41 Tage idle - Level 3
11190806: 54 Tage idle - Level 1 => LOESCHEN
8648506: 2 Tage idle - Level 37 (KEEP_CHARACTER)
8075906: 4 Tage idle - Level 10 (KEEP_CHARACTER)
9211606: 39 Tage idle - Level 6
8121206: 0 Tage idle - Level 24 (KEEP_CHARACTER)
10096406: 99 Tage idle - Level 4
11191406: 54 Tage idle - Level 1 => LOESCHEN
9926406: 56 Tage idle - Level 11
11445206: 38 Tage idle - Level 1 => LOESCHEN
7999206: 71 Tage idle - Level 14
9698806: 77 Tage idle - Level 1 => LOESCHEN
11587406: 28 Tage idle - Level 1
10243506: 50 Tage idle - Level 7
10456606: 36 Tage idle - Level 1 => LOESCHEN
11632806: 6 Tage idle - Level 1
10548006: 0 Tage idle - Level 10
9192006: 11 Tage idle - Level 8
11693806: 15 Tage idle - Level 1
9076006: 173 Tage idle - Level 5 => LOESCHEN
9496606: 24 Tage idle - Level 2
11137306: 56 Tage idle - Level 1 => LOESCHEN
10882406: 27 Tage idle - Level 10
10350506: 26 Tage idle - Level 1
11243706: 0 Tage idle - Level 16
11664206: 2 Tage idle - Level 1
10492706: 4 Tage idle - Level 6
10781306: 4 Tage idle - Level 22
11548206: 30 Tage idle - Level 1 => LOESCHEN
11629406: 4 Tage idle - Level 1
10706006: 65 Tage idle - Level 2 => LOESCHEN
11897906: 8 Tage idle - Level 1
8594406: 0 Tage idle - Level 12
8519106: 62 Tage idle - Level 10
11913006: 7 Tage idle - Level 1
11488206: 0 Tage idle - Level 9
8184806: 86 Tage idle - Level 17 (KEEP_CHARACTER)
8646006: 4 Tage idle - Level 10
10240406: 15 Tage idle - Level 4
10534706: 24 Tage idle - Level 2
9909006: 32 Tage idle - Level 5
11554106: 16 Tage idle - Level 2
11802306: 0 Tage idle - Level 11
8803406: 85 Tage idle - Level 2 => LOESCHEN
8069406: 56 Tage idle - Level 8
10039206: 0 Tage idle - Level 14
8621106: 172 Tage idle - Level 10
11849006: 0 Tage idle - Level 4
8626806: 54 Tage idle - Level 9
10474706: 50 Tage idle - Level 4
11656506: 12 Tage idle - Level 11
9732006: 0 Tage idle - Level 44 (KEEP_CHARACTER)
11408606: 20 Tage idle - Level 1
9782806: 12 Tage idle - Level 9
9661106: 34 Tage idle - Level 10
11955406: 0 Tage idle - Level 3
8621806: 71 Tage idle - Level 7
9717806: 128 Tage idle - Level 5
8181006: 182 Tage idle - Level 6 => LOESCHEN
10516006: 41 Tage idle - Level 1 => LOESCHEN
8516006: 34 Tage idle - Level 12
8769606: 18 Tage idle - Level 7
9996506: 0 Tage idle - Level 17
11419506: 39 Tage idle - Level 1 (KEEP_CHARACTER)
11799306: 6 Tage idle - Level 2
9596506: 17 Tage idle - Level 3
8394806: 0 Tage idle - Level 9
9652106: 12 Tage idle - Level 1
9034406: 29 Tage idle - Level 3
8860706: 87 Tage idle - Level 7
11880106: 3 Tage idle - Level 1
11688606: 16 Tage idle - Level 8
11723706: 5 Tage idle - Level 9
11896006: 9 Tage idle - Level 1
10689706: 14 Tage idle - Level 1
10365206: 11 Tage idle - Level 1
8572706: 17 Tage idle - Level 11
8861306: 0 Tage idle - Level 15
10704906: 55 Tage idle - Level 1 => LOESCHEN
9405506: 0 Tage idle - Level 26 (KEEP_CHARACTER)
8770506: 35 Tage idle - Level 8
9659006: 104 Tage idle - Level 15
11623206: 16 Tage idle - Level 1
11050606: 45 Tage idle - Level 4
8081906: 76 Tage idle - Level 8
11344906: 13 Tage idle - Level 1
8538506: 99 Tage idle - Level 7
8214006: 93 Tage idle - Level 5
10553406: 9 Tage idle - Level 9
7949906: 5 Tage idle - Level 11
8634606: 95 Tage idle - Level 5
8477906: 18 Tage idle - Level 25
9861506: 120 Tage idle - Level 7
9871806: 80 Tage idle - Level 4
10042006: 116 Tage idle - Level 8
10376806: 51 Tage idle - Level 1 => LOESCHEN
8088106: 1 Tage idle - Level 9
9882006: 94 Tage idle - Level 6
9229506: 73 Tage idle - Level 8
11654706: 18 Tage idle - Level 1
11862106: 10 Tage idle - Level 1 (KEEP_CHARACTER)
10934106: 54 Tage idle - Level 1 => LOESCHEN
10944406: 21 Tage idle - Level 4
8493406: 39 Tage idle - Level 28
9750806: 0 Tage idle - Level 20
9913106: 31 Tage idle - Level 6
9346106: 0 Tage idle - Level 26
10554706: 6 Tage idle - Level 1
11234806: 52 Tage idle - Level 1 => LOESCHEN
10975206: 3 Tage idle - Level 4
11047906: 51 Tage idle - Level 1 => LOESCHEN
9994706: 10 Tage idle - Level 8
11625106: 21 Tage idle - Level 1
11751406: 18 Tage idle - Level 1
10413106: 56 Tage idle - Level 7
8327306: 110 Tage idle - Level 6
9757006: 80 Tage idle - Level 8
9869006: 17 Tage idle - Level 9
9752006: 115 Tage idle - Level 9
11565106: 0 Tage idle - Level 1
10474806: 21 Tage idle - Level 3
11362306: 44 Tage idle - Level 2
7957006: 154 Tage idle - Level 17
11782906: 2 Tage idle - Level 1
10444606: 0 Tage idle - Level 21
11205906: 35 Tage idle - Level 1 => LOESCHEN
11464006: 17 Tage idle - Level 1
11590306: 25 Tage idle - Level 1
9874306: 80 Tage idle - Level 2 => LOESCHEN
8576506: 165 Tage idle - Level 5 => LOESCHEN
8536006: 13 Tage idle - Level 26
8333206: 24 Tage idle - Level 6
8414406: 1 Tage idle - Level 19
8799906: 65 Tage idle - Level 3
11935606: 5 Tage idle - Level 1
7952006: 67 Tage idle - Level 6
8197006: 23 Tage idle - Level 6
10293106: 54 Tage idle - Level 8
11631706: 21 Tage idle - Level 8
10252706: 79 Tage idle - Level 5
10845906: 74 Tage idle - Level 3
11789806: 15 Tage idle - Level 1
10177806: 25 Tage idle - Level 1
10212906: 82 Tage idle - Level 10
10263606: 103 Tage idle - Level 8
10633406: 8 Tage idle - Level 6
9971706: 0 Tage idle - Level 11
8633406: 31 Tage idle - Level 5
10279506: 74 Tage idle - Level 7
8927706: 41 Tage idle - Level 1 (KEEP_CHARACTER)
8152206: 56 Tage idle - Level 13
9455706: 102 Tage idle - Level 3 => LOESCHEN
8046506: 61 Tage idle - Level 3
8178406: 1 Tage idle - Level 21
8213506: 20 Tage idle - Level 1 (KEEP_CHARACTER)
8385906: 23 Tage idle - Level 1
10887606: 51 Tage idle - Level 1 => LOESCHEN
9279006: 82 Tage idle - Level 1 (KEEP_CHARACTER)
11608406: 24 Tage idle - Level 1
11162006: 32 Tage idle - Level 1 => LOESCHEN
10695006: 77 Tage idle - Level 6
11046006: 10 Tage idle - Level 3
10786506: 78 Tage idle - Level 1 (KEEP_CHARACTER)
9542106: 13 Tage idle - Level 12
11056306: 59 Tage idle - Level 5
10746006: 65 Tage idle - Level 8 (KEEP_CHARACTER)
11162706: 1 Tage idle - Level 8
10108406: 68 Tage idle - Level 3 (KEEP_CHARACTER)
8979706: 50 Tage idle - Level 11
11127906: 58 Tage idle - Level 1 => LOESCHEN
7975106: 68 Tage idle - Level 2 => LOESCHEN
11390706: 41 Tage idle - Level 1 => LOESCHEN
9918206: 4 Tage idle - Level 10
9345606: 47 Tage idle - Level 2
7955206: 7 Tage idle - Level 30
8306206: 0 Tage idle - Level 31
10853006: 46 Tage idle - Level 1 => LOESCHEN
8109006: 22 Tage idle - Level 12
11467906: 11 Tage idle - Level 10
10904006: 20 Tage idle - Level 1
8782106: 107 Tage idle - Level 7
10377506: 34 Tage idle - Level 1 => LOESCHEN
11300106: 1 Tage idle - Level 1 (KEEP_CHARACTER)
10853706: 59 Tage idle - Level 4
8332006: 0 Tage idle - Level 10 (KEEP_CHARACTER)
9802506: 92 Tage idle - Level 3 => LOESCHEN
9974906: 57 Tage idle - Level 28
8185606: 13 Tage idle - Level 2
11873806: 0 Tage idle - Level 9
9458906: 22 Tage idle - Level 9
11215606: 43 Tage idle - Level 1 => LOESCHEN
8054306: 5 Tage idle - Level 14 (KEEP_CHARACTER)
11996006: 1 Tage idle - Level 5
10657806: 36 Tage idle - Level 7
8160706: 22 Tage idle - Level 19
9419006: 139 Tage idle - Level 4 => LOESCHEN
9423706: 2 Tage idle - Level 25
8540806: 14 Tage idle - Level 4
8916206: 4 Tage idle - Level 1
7952106: 229 Tage idle - Level 10
9692106: 68 Tage idle - Level 11
11115106: 11 Tage idle - Level 7
8146406: 9 Tage idle - Level 5
10648106: 30 Tage idle - Level 8
8075506: 0 Tage idle - Level 42
11464806: 35 Tage idle - Level 3
8698906: 0 Tage idle - Level 23
11475006: 21 Tage idle - Level 1
8090406: 18 Tage idle - Level 1 (KEEP_CHARACTER)
8465906: 0 Tage idle - Level 55
10065906: 53 Tage idle - Level 10
9991706: 1 Tage idle - Level 11
9870006: 86 Tage idle - Level 4
10375006: 0 Tage idle - Level 27
8127106: 36 Tage idle - Level 1 => LOESCHEN
8911906: 108 Tage idle - Level 8
8476807: 32 Tage idle - Level 12
10856907: 41 Tage idle - Level 1 => LOESCHEN
10572907: 3 Tage idle - Level 16
11592307: 0 Tage idle - Level 2
10046607: 5 Tage idle - Level 1
8375707: 207 Tage idle - Level 7
8410807: 187 Tage idle - Level 9
10056907: 9 Tage idle - Level 1 (KEEP_CHARACTER)
9557507: 37 Tage idle - Level 8
8219207: 19 Tage idle - Level 10
11578007: 25 Tage idle - Level 1
11259207: 50 Tage idle - Level 1 => LOESCHEN
10087707: 43 Tage idle - Level 14
8051907: 4 Tage idle - Level 12
9558107: 91 Tage idle - Level 8
11649607: 24 Tage idle - Level 1
11816607: 0 Tage idle - Level 7
11553107: 3 Tage idle - Level 8
11512707: 33 Tage idle - Level 1 => LOESCHEN
11518307: 17 Tage idle - Level 1
10716607: 63 Tage idle - Level 14
11609807: 27 Tage idle - Level 1
8640007: 13 Tage idle - Level 1
11169007: 36 Tage idle - Level 1 => LOESCHEN
9041807: 0 Tage idle - Level 13
10408007: 48 Tage idle - Level 1 => LOESCHEN
11878207: 10 Tage idle - Level 1
10331507: 22 Tage idle - Level 8
8124007: 1 Tage idle - Level 7
11513307: 0 Tage idle - Level 41
8676507: 196 Tage idle - Level 6 => LOESCHEN
11412207: 2 Tage idle - Level 19
11417907: 25 Tage idle - Level 1
9873207: 45 Tage idle - Level 8
10332107: 78 Tage idle - Level 5
9306507: 147 Tage idle - Level 9
11934507: 1 Tage idle - Level 1 (KEEP_CHARACTER)
11489107: 17 Tage idle - Level 1
10651607: 66 Tage idle - Level 11
8621407: 6 Tage idle - Level 18
10135607: 15 Tage idle - Level 2
11808907: 5 Tage idle - Level 1
8186307: 4 Tage idle - Level 52
11403207: 0 Tage idle - Level 2
10652207: 74 Tage idle - Level 7
11059607: 0 Tage idle - Level 23 (KEEP_CHARACTER)
8789807: 10 Tage idle - Level 12
9677307: 12 Tage idle - Level 14
11515207: 17 Tage idle - Level 7
11601007: 5 Tage idle - Level 10 (KEEP_CHARACTER)
11697907: 19 Tage idle - Level 1
12013007: 1 Tage idle - Level 1
10450007: 91 Tage idle - Level 1 (KEEP_CHARACTER)
10293307: 2 Tage idle - Level 7
8242607: 58 Tage idle - Level 7
8369907: 12 Tage idle - Level 8
8577307: 13 Tage idle - Level 6
8455707: 22 Tage idle - Level 10 (KEEP_CHARACTER)
9915907: 17 Tage idle - Level 40
10795007: 41 Tage idle - Level 1 => LOESCHEN
10876207: 0 Tage idle - Level 1
10921607: 1 Tage idle - Level 8 (KEEP_CHARACTER)
8805607: 92 Tage idle - Level 11
11126107: 11 Tage idle - Level 1
11997407: 0 Tage idle - Level 7 (KEEP_CHARACTER)
11910907: 2 Tage idle - Level 3
9126107: 0 Tage idle - Level 16
11546707: 31 Tage idle - Level 1 => LOESCHEN
8253507: 102 Tage idle - Level 10
8755207: 57 Tage idle - Level 24
9313707: 34 Tage idle - Level 7
9526807: 138 Tage idle - Level 7
8522207: 200 Tage idle - Level 7
9329607: 1 Tage idle - Level 8
8030807: 153 Tage idle - Level 1 (KEEP_CHARACTER)
11420007: 38 Tage idle - Level 5
9299107: 84 Tage idle - Level 4
8786007: 82 Tage idle - Level 5
8999107: 17 Tage idle - Level 12
9689507: 138 Tage idle - Level 7
8148407: 138 Tage idle - Level 8
9699807: 136 Tage idle - Level 4 => LOESCHEN
8112607: 133 Tage idle - Level 6
8239907: 101 Tage idle - Level 14
11182807: 38 Tage idle - Level 8
11071407: 0 Tage idle - Level 24 (KEEP_CHARACTER)
10427407: 93 Tage idle - Level 7
8057607: 29 Tage idle - Level 24
9780607: 45 Tage idle - Level 14
11209207: 53 Tage idle - Level 1 => LOESCHEN
8574207: 17 Tage idle - Level 7
9051507: 2 Tage idle - Level 18
9558907: 94 Tage idle - Level 8
10640107: 48 Tage idle - Level 2
10812807: 4 Tage idle - Level 1 (KEEP_CHARACTER)
8073107: 38 Tage idle - Level 3
8524107: 4 Tage idle - Level 10
9959507: 44 Tage idle - Level 1 => LOESCHEN
11680107: 0 Tage idle - Level 9 (KEEP_CHARACTER)
11842507: 12 Tage idle - Level 1
11316207: 7 Tage idle - Level 1
8428707: 3 Tage idle - Level 7
10894307: 72 Tage idle - Level 1 => LOESCHEN
11290407: 39 Tage idle - Level 2
8317307: 193 Tage idle - Level 8
8003107: 3 Tage idle - Level 22
10220907: 0 Tage idle - Level 11
9802707: 28 Tage idle - Level 2
9696707: 44 Tage idle - Level 11
8352807: 8 Tage idle - Level 9
10444207: 38 Tage idle - Level 1 => LOESCHEN
9904407: 2 Tage idle - Level 9
11053407: 2 Tage idle - Level 19
11884207: 0 Tage idle - Level 3
10176107: 107 Tage idle - Level 6
11687007: 22 Tage idle - Level 1
11727807: 18 Tage idle - Level 1
11322107: 1 Tage idle - Level 1
11210807: 5 Tage idle - Level 1 (KEEP_CHARACTER)
11596207: 9 Tage idle - Level 4
10379607: 65 Tage idle - Level 7
9966007: 123 Tage idle - Level 5
8703307: 72 Tage idle - Level 2 => LOESCHEN
7952307: 37 Tage idle - Level 5
9530207: 77 Tage idle - Level 10
8364307: 0 Tage idle - Level 11
8744407: 4 Tage idle - Level 10
8005007: 0 Tage idle - Level 81 (KEEP_CHARACTER)
9682707: 12 Tage idle - Level 8
8263207: 3 Tage idle - Level 26
10273507: 82 Tage idle - Level 10
10354707: 22 Tage idle - Level 1
11045007: 51 Tage idle - Level 1 => LOESCHEN
8319907: 164 Tage idle - Level 5 => LOESCHEN
8121707: 4 Tage idle - Level 6
11191907: 53 Tage idle - Level 5 (KEEP_CHARACTER)
10137607: 3 Tage idle - Level 15
9106307: 9 Tage idle - Level 25
11860607: 1 Tage idle - Level 12
9577607: 12 Tage idle - Level 13
9663407: 35 Tage idle - Level 9
10740007: 9 Tage idle - Level 1
11840707: 3 Tage idle - Level 2
7939307: 2 Tage idle - Level 4 (KEEP_CHARACTER)
11557707: 29 Tage idle - Level 1
8908007: 3 Tage idle - Level 10
10102407: 0 Tage idle - Level 12
11410507: 40 Tage idle - Level 1 => LOESCHEN
10447407: 46 Tage idle - Level 8
11831007: 12 Tage idle - Level 1
11097007: 1 Tage idle - Level 2
8118307: 13 Tage idle - Level 9
11264007: 50 Tage idle - Level 1 => LOESCHEN
8740707: 6 Tage idle - Level 1
10959407: 56 Tage idle - Level 1 => LOESCHEN
11892007: 4 Tage idle - Level 5
11107607: 13 Tage idle - Level 1
9355507: 1 Tage idle - Level 4
11325307: 22 Tage idle - Level 1
8807607: 30 Tage idle - Level 25 (KEEP_CHARACTER)
12020307: 0 Tage idle - Level 4
11548707: 30 Tage idle - Level 1 => LOESCHEN
8792007: 21 Tage idle - Level 9 (KEEP_CHARACTER)
11102607: 38 Tage idle - Level 2
10428107: 13 Tage idle - Level 13
8341307: 31 Tage idle - Level 10
11523107: 31 Tage idle - Level 2
10924207: 21 Tage idle - Level 5
11908907: 6 Tage idle - Level 1
11832307: 7 Tage idle - Level 10
9001507: 26 Tage idle - Level 25
10412907: 3 Tage idle - Level 23
11529407: 24 Tage idle - Level 1
10276707: 74 Tage idle - Level 2 => LOESCHEN
8646507: 0 Tage idle - Level 16
10610707: 51 Tage idle - Level 9
8240907: 51 Tage idle - Level 5
12021607: 0 Tage idle - Level 1
8945407: 1 Tage idle - Level 13 (KEEP_CHARACTER)
11883707: 9 Tage idle - Level 1
9919807: 83 Tage idle - Level 1 (KEEP_CHARACTER)
9554607: 1 Tage idle - Level 23
9635807: 134 Tage idle - Level 8
9802807: 1 Tage idle - Level 20
8423807: 59 Tage idle - Level 1 => LOESCHEN
11418707: 2 Tage idle - Level 1 (KEEP_CHARACTER)
11013007: 1 Tage idle - Level 11
8753507: 74 Tage idle - Level 11
9287107: 1 Tage idle - Level 9
11419307: 4 Tage idle - Level 6
9586007: 0 Tage idle - Level 10 (KEEP_CHARACTER)
10339207: 61 Tage idle - Level 8
9844507: 2 Tage idle - Level 6 (KEEP_CHARACTER)
11444507: 8 Tage idle - Level 1
10100607: 0 Tage idle - Level 13 (KEEP_CHARACTER)
10805107: 3 Tage idle - Level 3
10729607: 2 Tage idle - Level 12
10992407: 42 Tage idle - Level 1 => LOESCHEN
11505807: 4 Tage idle - Level 3
9834907: 46 Tage idle - Level 1 => LOESCHEN
10673607: 38 Tage idle - Level 4
10709707: 3 Tage idle - Level 10
11516007: 5 Tage idle - Level 1
10218207: 0 Tage idle - Level 14
9399807: 0 Tage idle - Level 34 (KEEP_CHARACTER)
11936607: 5 Tage idle - Level 1
10273607: 12 Tage idle - Level 7
8967907: 175 Tage idle - Level 8
7958707: 0 Tage idle - Level 22
8653707: 3 Tage idle - Level 7
9622407: 55 Tage idle - Level 1 => LOESCHEN
10912107: 0 Tage idle - Level 11
10466807: 76 Tage idle - Level 9
11309207: 22 Tage idle - Level 1
8420707: 114 Tage idle - Level 18
10269607: 97 Tage idle - Level 8
10304707: 101 Tage idle - Level 8
8928007: 0 Tage idle - Level 3
8562907: 202 Tage idle - Level 8
8168507: 26 Tage idle - Level 6
