Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Thu Sep  1 00:13:00 2005
9639221: 0 Tage idle - Level 2
8710221: 21 Tage idle - Level 14
9806221: 35 Tage idle - Level 1 => LOESCHEN
8062021: 79 Tage idle - Level 12
8720521: 58 Tage idle - Level 1 => LOESCHEN
9780421: 44 Tage idle - Level 1 => LOESCHEN
10401721: 0 Tage idle - Level 7
8730821: 38 Tage idle - Level 1 => LOESCHEN
10381521: 0 Tage idle - Level 1
8458021: 95 Tage idle - Level 19
9219321: 34 Tage idle - Level 1 (KEEP_CHARACTER)
9234221: 45 Tage idle - Level 1 (KEEP_CHARACTER)
8062721: 13 Tage idle - Level 1
8159821: 0 Tage idle - Level 21
9179221: 79 Tage idle - Level 3
8129621: 30 Tage idle - Level 6
9305821: 1 Tage idle - Level 9
8387821: 96 Tage idle - Level 14
7950221: 65 Tage idle - Level 7
8681021: 52 Tage idle - Level 13
8924621: 17 Tage idle - Level 4
8443421: 59 Tage idle - Level 5 (KEEP_CHARACTER)
8788421: 100 Tage idle - Level 4
7940621: 39 Tage idle - Level 1 => LOESCHEN
8256521: 9 Tage idle - Level 11 (KEEP_CHARACTER)
8342321: 2 Tage idle - Level 18
10190221: 20 Tage idle - Level 1
8884521: 62 Tage idle - Level 2 => LOESCHEN
9808121: 31 Tage idle - Level 2
8789021: 48 Tage idle - Level 21
8251521: 3 Tage idle - Level 43 (KEEP_CHARACTER)
10145821: 21 Tage idle - Level 1
9600321: 0 Tage idle - Level 8
8196521: 23 Tage idle - Level 1
7982321: 89 Tage idle - Level 3 (KEEP_CHARACTER)
9712321: 35 Tage idle - Level 1 => LOESCHEN
8672721: 103 Tage idle - Level 5
10303121: 5 Tage idle - Level 1
8343621: 0 Tage idle - Level 7
9069821: 36 Tage idle - Level 1 => LOESCHEN
8890421: 23 Tage idle - Level 13
8435021: 3 Tage idle - Level 30
8156721: 25 Tage idle - Level 4
9206621: 0 Tage idle - Level 42
8941421: 1 Tage idle - Level 1
10415122: 1 Tage idle - Level 1
10096022: 9 Tage idle - Level 5
8744222: 26 Tage idle - Level 1
9485322: 20 Tage idle - Level 2
8222622: 59 Tage idle - Level 11
9110122: 0 Tage idle - Level 9
8927122: 57 Tage idle - Level 1 => LOESCHEN
10314022: 14 Tage idle - Level 1
8319722: 130 Tage idle - Level 1 (KEEP_CHARACTER)
7973322: 0 Tage idle - Level 20 (KEEP_CHARACTER)
8456222: 44 Tage idle - Level 1 => LOESCHEN
10476822: 1 Tage idle - Level 6
7953422: 4 Tage idle - Level 5
8314722: 19 Tage idle - Level 5
10046622: 29 Tage idle - Level 1
9551922: 0 Tage idle - Level 15
8172922: 0 Tage idle - Level 32 (KEEP_CHARACTER)
8006122: 2 Tage idle - Level 1 (KEEP_CHARACTER)
7949422: 58 Tage idle - Level 1 (KEEP_CHARACTER)
8471822: 21 Tage idle - Level 10
7954022: 27 Tage idle - Level 18
8715322: 14 Tage idle - Level 26 (KEEP_CHARACTER)
7964322: 50 Tage idle - Level 4
8725622: 94 Tage idle - Level 3 => LOESCHEN
8522822: 1 Tage idle - Level 8
9629022: 53 Tage idle - Level 2
9917722: 37 Tage idle - Level 1 => LOESCHEN
10179122: 21 Tage idle - Level 1
10340522: 12 Tage idle - Level 1
7995122: 1 Tage idle - Level 35
9446822: 21 Tage idle - Level 1
10113122: 10 Tage idle - Level 1
10412022: 5 Tage idle - Level 5
8913822: 4 Tage idle - Level 1
8564522: 22 Tage idle - Level 24 (KEEP_CHARACTER)
9209822: 16 Tage idle - Level 2
8574822: 115 Tage idle - Level 3 => LOESCHEN
8615522: 0 Tage idle - Level 12
7940022: 9 Tage idle - Level 6 (KEEP_CHARACTER)
8469022: 48 Tage idle - Level 3
9933922: 36 Tage idle - Level 1 => LOESCHEN
9488522: 0 Tage idle - Level 9
9285722: 5 Tage idle - Level 1 (KEEP_CHARACTER)
8721922: 44 Tage idle - Level 1 => LOESCHEN
8803022: 33 Tage idle - Level 1 => LOESCHEN
10286822: 0 Tage idle - Level 5
9949822: 0 Tage idle - Level 10
9093122: 43 Tage idle - Level 2
9098822: 3 Tage idle - Level 1 (KEEP_CHARACTER)
7981122: 0 Tage idle - Level 38 (KEEP_CHARACTER)
9838422: 3 Tage idle - Level 8
7946322: 7 Tage idle - Level 15 (KEEP_CHARACTER)
8429222: 16 Tage idle - Level 25
8803722: 18 Tage idle - Level 6 (KEEP_CHARACTER)
9083522: 76 Tage idle - Level 1 (KEEP_CHARACTER)
7966922: 19 Tage idle - Level 1
9534522: 58 Tage idle - Level 1 => LOESCHEN
8570422: 30 Tage idle - Level 10
9296622: 0 Tage idle - Level 1
9260822: 9 Tage idle - Level 5
7941322: 15 Tage idle - Level 19
8009322: 20 Tage idle - Level 5
9165322: 46 Tage idle - Level 5
7967522: 1 Tage idle - Level 1 (KEEP_CHARACTER)
8571022: 69 Tage idle - Level 8
10130622: 16 Tage idle - Level 7
10551122: 1 Tage idle - Level 1
8961422: 4 Tage idle - Level 15
8349322: 0 Tage idle - Level 8
9576222: 54 Tage idle - Level 3
8693322: 0 Tage idle - Level 29 (KEEP_CHARACTER)
9130122: 32 Tage idle - Level 7
8668822: 0 Tage idle - Level 21
10314122: 14 Tage idle - Level 1
9698522: 47 Tage idle - Level 1 => LOESCHEN
8070622: 72 Tage idle - Level 16
8151822: 67 Tage idle - Level 9 (KEEP_CHARACTER)
9906222: 37 Tage idle - Level 1 => LOESCHEN
8496822: 9 Tage idle - Level 18
9217622: 60 Tage idle - Level 7
8415922: 56 Tage idle - Level 13
8096822: 0 Tage idle - Level 12 (KEEP_CHARACTER)
10390022: 0 Tage idle - Level 10
9278622: 60 Tage idle - Level 2 => LOESCHEN
9313722: 1 Tage idle - Level 9
9602322: 47 Tage idle - Level 2
9242822: 4 Tage idle - Level 1
10284322: 15 Tage idle - Level 1 (KEEP_CHARACTER)
9998022: 15 Tage idle - Level 1
8117622: 124 Tage idle - Level 1 (KEEP_CHARACTER)
10209022: 19 Tage idle - Level 1
8882122: 61 Tage idle - Level 1 (KEEP_CHARACTER)
10396322: 4 Tage idle - Level 9
8148422: 52 Tage idle - Level 1 => LOESCHEN
10077522: 8 Tage idle - Level 1
8199122: 79 Tage idle - Level 5
8315422: 36 Tage idle - Level 9
9785622: 0 Tage idle - Level 20
8522922: 118 Tage idle - Level 3 => LOESCHEN
10092422: 26 Tage idle - Level 1
8041722: 4 Tage idle - Level 25
9471422: 23 Tage idle - Level 1
9978822: 27 Tage idle - Level 1
7954822: 61 Tage idle - Level 5 (KEEP_CHARACTER)
9487322: 46 Tage idle - Level 1 => LOESCHEN
8062222: 63 Tage idle - Level 7
9654322: 52 Tage idle - Level 1 => LOESCHEN
10204722: 16 Tage idle - Level 1
9097622: 59 Tage idle - Level 1 => LOESCHEN
8949722: 1 Tage idle - Level 11
8539422: 4 Tage idle - Level 8
8828022: 0 Tage idle - Level 37
9923022: 2 Tage idle - Level 8 (KEEP_CHARACTER)
10300822: 7 Tage idle - Level 9
10397622: 3 Tage idle - Level 1
7955422: 48 Tage idle - Level 10
8412822: 20 Tage idle - Level 1
9062422: 44 Tage idle - Level 2
7956022: 1 Tage idle - Level 21
8144722: 10 Tage idle - Level 11
9042522: 3 Tage idle - Level 8
9377222: 3 Tage idle - Level 8
9539622: 52 Tage idle - Level 2
10464122: 2 Tage idle - Level 2
9043122: 37 Tage idle - Level 4
8176122: 60 Tage idle - Level 11
10505522: 3 Tage idle - Level 2 (KEEP_CHARACTER)
8009422: 90 Tage idle - Level 10
8140322: 3 Tage idle - Level 7
8981422: 77 Tage idle - Level 3
8581422: 0 Tage idle - Level 39
9261522: 42 Tage idle - Level 1 => LOESCHEN
9059722: 37 Tage idle - Level 10
9145522: 33 Tage idle - Level 8
8136322: 87 Tage idle - Level 9
8521022: 32 Tage idle - Level 14
7968222: 105 Tage idle - Level 3 => LOESCHEN
8729522: 0 Tage idle - Level 11
8156922: 1 Tage idle - Level 4
9617022: 52 Tage idle - Level 1 => LOESCHEN
8248322: 79 Tage idle - Level 6
8582022: 43 Tage idle - Level 8
8830222: 0 Tage idle - Level 16
9930922: 0 Tage idle - Level 3
9313122: 1 Tage idle - Level 1
9987222: 6 Tage idle - Level 2
9530922: 12 Tage idle - Level 1
10050822: 4 Tage idle - Level 1
7994022: 19 Tage idle - Level 11
9567322: 56 Tage idle - Level 1 => LOESCHEN
8101822: 26 Tage idle - Level 16
10158122: 0 Tage idle - Level 12
8041122: 23 Tage idle - Level 17
9891422: 16 Tage idle - Level 4
9111622: 3 Tage idle - Level 15
9157722: 27 Tage idle - Level 2
9988522: 9 Tage idle - Level 1
9040722: 0 Tage idle - Level 1 (KEEP_CHARACTER)
10138922: 23 Tage idle - Level 1
8179322: 104 Tage idle - Level 8 (KEEP_CHARACTER)
8143522: 17 Tage idle - Level 8
9244122: 3 Tage idle - Level 7 (KEEP_CHARACTER)
8645222: 105 Tage idle - Level 3 => LOESCHEN
10082922: 11 Tage idle - Level 10 (KEEP_CHARACTER)
8822522: 4 Tage idle - Level 9 (KEEP_CHARACTER)
8048022: 24 Tage idle - Level 32 (KEEP_CHARACTER)
10549822: 0 Tage idle - Level 1
8797722: 42 Tage idle - Level 2
9021422: 0 Tage idle - Level 7
9644822: 49 Tage idle - Level 4
9199422: 1 Tage idle - Level 18
8843022: 31 Tage idle - Level 12
10316822: 1 Tage idle - Level 1
8109322: 79 Tage idle - Level 6
10164722: 12 Tage idle - Level 5
10453322: 0 Tage idle - Level 8
9797222: 44 Tage idle - Level 1 (KEEP_CHARACTER)
9103222: 72 Tage idle - Level 10
9149322: 13 Tage idle - Level 1
10018522: 20 Tage idle - Level 2
9812422: 0 Tage idle - Level 5
7960822: 8 Tage idle - Level 5
10317422: 12 Tage idle - Level 5
10443722: 7 Tage idle - Level 1
8808922: 1 Tage idle - Level 7
8124922: 130 Tage idle - Level 5
8251122: 18 Tage idle - Level 5 (KEEP_CHARACTER)
10302122: 0 Tage idle - Level 8
7951122: 61 Tage idle - Level 15
8712422: 104 Tage idle - Level 3 => LOESCHEN
8145422: 70 Tage idle - Level 3
8231222: 73 Tage idle - Level 19
9904522: 0 Tage idle - Level 17
9707322: 49 Tage idle - Level 1 => LOESCHEN
9053522: 6 Tage idle - Level 1
8206722: 115 Tage idle - Level 3 => LOESCHEN
8702822: 6 Tage idle - Level 4
9514822: 42 Tage idle - Level 1 => LOESCHEN
8550722: 26 Tage idle - Level 9
8267722: 8 Tage idle - Level 13 (KEEP_CHARACTER)
9996322: 0 Tage idle - Level 8
9251322: 0 Tage idle - Level 1
9383222: 35 Tage idle - Level 5
9915422: 0 Tage idle - Level 8
8379722: 114 Tage idle - Level 9
10100622: 25 Tage idle - Level 1
9530322: 43 Tage idle - Level 8
10288922: 14 Tage idle - Level 1
8415422: 3 Tage idle - Level 22
9191322: 68 Tage idle - Level 3
9313222: 14 Tage idle - Level 4
8511522: 113 Tage idle - Level 10
8273622: 0 Tage idle - Level 16
8106922: 22 Tage idle - Level 3
10400122: 1 Tage idle - Level 1
9961822: 33 Tage idle - Level 3
8881722: 0 Tage idle - Level 11
10441222: 0 Tage idle - Level 1
8284522: 1 Tage idle - Level 17 (KEEP_CHARACTER)
9212822: 9 Tage idle - Level 1
8750422: 72 Tage idle - Level 4
10390922: 10 Tage idle - Level 1
7949722: 74 Tage idle - Level 1 (KEEP_CHARACTER)
10305322: 14 Tage idle - Level 1
10148622: 7 Tage idle - Level 1
8492622: 1 Tage idle - Level 8 (KEEP_CHARACTER)
10057822: 1 Tage idle - Level 18
10265222: 0 Tage idle - Level 8
9776122: 44 Tage idle - Level 1 => LOESCHEN
9092122: 6 Tage idle - Level 1
7975522: 13 Tage idle - Level 16 (KEEP_CHARACTER)
10331122: 13 Tage idle - Level 1
10093222: 25 Tage idle - Level 1
8792122: 83 Tage idle - Level 7
8503822: 19 Tage idle - Level 11
9523222: 41 Tage idle - Level 1 => LOESCHEN
9037422: 2 Tage idle - Level 8
9822122: 1 Tage idle - Level 4
7976122: 64 Tage idle - Level 26
9387022: 9 Tage idle - Level 1
10093922: 25 Tage idle - Level 1
9139122: 77 Tage idle - Level 4
9017522: 45 Tage idle - Level 5
10220422: 0 Tage idle - Level 7
10347722: 12 Tage idle - Level 1
10479622: 0 Tage idle - Level 8
9235222: 0 Tage idle - Level 7
8398422: 3 Tage idle - Level 1
8028922: 0 Tage idle - Level 14
8281422: 6 Tage idle - Level 2
8322122: 1 Tage idle - Level 8
10378522: 2 Tage idle - Level 5
8996222: 66 Tage idle - Level 7
8844422: 2 Tage idle - Level 22 (KEEP_CHARACTER)
9033022: 51 Tage idle - Level 3
8399022: 19 Tage idle - Level 11 (KEEP_CHARACTER)
9818822: 21 Tage idle - Level 1
9291222: 34 Tage idle - Level 6
10034122: 0 Tage idle - Level 6
9043322: 10 Tage idle - Level 21
10535922: 1 Tage idle - Level 1
9099722: 53 Tage idle - Level 6
9586122: 55 Tage idle - Level 1 => LOESCHEN
10130922: 23 Tage idle - Level 1
9631522: 5 Tage idle - Level 1
9647422: 20 Tage idle - Level 9
9657722: 9 Tage idle - Level 1
8937122: 18 Tage idle - Level 5
9333222: 69 Tage idle - Level 3
8734322: 6 Tage idle - Level 1 (KEEP_CHARACTER)
8577622: 5 Tage idle - Level 1
10045722: 29 Tage idle - Level 1
8901322: 93 Tage idle - Level 6
10096422: 16 Tage idle - Level 5
8253122: 6 Tage idle - Level 1
8177622: 2 Tage idle - Level 11
8679322: 15 Tage idle - Level 1
8060622: 98 Tage idle - Level 3 => LOESCHEN
8481122: 99 Tage idle - Level 13
9293122: 10 Tage idle - Level 5
9374322: 24 Tage idle - Level 3
8572622: 4 Tage idle - Level 40
8117222: 2 Tage idle - Level 6
9957222: 14 Tage idle - Level 1
10259422: 11 Tage idle - Level 4
10010522: 6 Tage idle - Level 9
9805422: 1 Tage idle - Level 21 (KEEP_CHARACTER)
9232822: 3 Tage idle - Level 1
10315022: 14 Tage idle - Level 1
8481822: 6 Tage idle - Level 3
8654422: 35 Tage idle - Level 1 => LOESCHEN
8861922: 10 Tage idle - Level 1 (KEEP_CHARACTER)
8117922: 10 Tage idle - Level 6
9131722: 45 Tage idle - Level 10
9066422: 24 Tage idle - Level 1
8219622: 134 Tage idle - Level 6
10118522: 1 Tage idle - Level 9
9471722: 60 Tage idle - Level 1 => LOESCHEN
10265322: 0 Tage idle - Level 9 (KEEP_CHARACTER)
9801022: 0 Tage idle - Level 31 (KEEP_CHARACTER)
9355722: 17 Tage idle - Level 11
8756822: 8 Tage idle - Level 18
9851822: 20 Tage idle - Level 1
8569922: 29 Tage idle - Level 17
9051822: 42 Tage idle - Level 21
10463122: 0 Tage idle - Level 6
9882622: 9 Tage idle - Level 1
7990522: 1 Tage idle - Level 40 (KEEP_CHARACTER)
8058522: 20 Tage idle - Level 26
10397922: 9 Tage idle - Level 1
10402822: 2 Tage idle - Level 1
8240422: 45 Tage idle - Level 8
8448922: 39 Tage idle - Level 1 => LOESCHEN
9954122: 31 Tage idle - Level 1 => LOESCHEN
8818722: 81 Tage idle - Level 7
8863822: 6 Tage idle - Level 10
8372322: 111 Tage idle - Level 7
8043222: 28 Tage idle - Level 5 (KEEP_CHARACTER)
10210222: 15 Tage idle - Level 7
10504522: 3 Tage idle - Level 1
10023322: 19 Tage idle - Level 4
10484322: 0 Tage idle - Level 7
8069422: 5 Tage idle - Level 22 (KEEP_CHARACTER)
10317622: 0 Tage idle - Level 1
10287122: 11 Tage idle - Level 6
8039222: 22 Tage idle - Level 6
10413722: 2 Tage idle - Level 1
9554822: 57 Tage idle - Level 1 => LOESCHEN
9843422: 33 Tage idle - Level 1 => LOESCHEN
8753022: 19 Tage idle - Level 3
10555922: 0 Tage idle - Level 1 (KEEP_CHARACTER)
8930322: 23 Tage idle - Level 8
8231422: 56 Tage idle - Level 2
9459322: 55 Tage idle - Level 1 => LOESCHEN
10166122: 6 Tage idle - Level 7
9469622: 54 Tage idle - Level 3
8414322: 0 Tage idle - Level 10
7947322: 92 Tage idle - Level 1 (KEEP_CHARACTER)
10520722: 2 Tage idle - Level 1
8105822: 57 Tage idle - Level 1 => LOESCHEN
9905322: 30 Tage idle - Level 1 => LOESCHEN
8495922: 20 Tage idle - Level 13
9834422: 21 Tage idle - Level 1
8581722: 6 Tage idle - Level 10
8090222: 0 Tage idle - Level 15
10384522: 0 Tage idle - Level 14
9966322: 34 Tage idle - Level 1 => LOESCHEN
9318422: 57 Tage idle - Level 1 => LOESCHEN
10313922: 0 Tage idle - Level 8
10111022: 25 Tage idle - Level 1
9292622: 21 Tage idle - Level 13
9536122: 9 Tage idle - Level 13 (KEEP_CHARACTER)
8937222: 4 Tage idle - Level 9
10466322: 4 Tage idle - Level 4
9926522: 36 Tage idle - Level 1 => LOESCHEN
10015622: 29 Tage idle - Level 1
8060722: 89 Tage idle - Level 17
10436122: 6 Tage idle - Level 1
10086922: 0 Tage idle - Level 8
10091522: 20 Tage idle - Level 8
8203122: 124 Tage idle - Level 4 => LOESCHEN
9303822: 6 Tage idle - Level 7 (KEEP_CHARACTER)
10396022: 0 Tage idle - Level 9
7959522: 6 Tage idle - Level 1 (KEEP_CHARACTER)
9527122: 40 Tage idle - Level 9 (KEEP_CHARACTER)
8725422: 5 Tage idle - Level 9 (KEEP_CHARACTER)
8026522: 5 Tage idle - Level 1
9820422: 15 Tage idle - Level 3
8128222: 138 Tage idle - Level 1 (KEEP_CHARACTER)
10057322: 1 Tage idle - Level 1
10183622: 0 Tage idle - Level 9
8386422: 41 Tage idle - Level 1 => LOESCHEN
8502722: 2 Tage idle - Level 20
9972922: 4 Tage idle - Level 1
8918622: 24 Tage idle - Level 8
9649422: 50 Tage idle - Level 1 => LOESCHEN
9780322: 42 Tage idle - Level 4
9907922: 10 Tage idle - Level 9
8872922: 0 Tage idle - Level 3
9973522: 0 Tage idle - Level 21 (KEEP_CHARACTER)
8710822: 94 Tage idle - Level 11
8756922: 42 Tage idle - Level 8
8154022: 1 Tage idle - Level 15
10038022: 12 Tage idle - Level 4
10371822: 1 Tage idle - Level 16 (KEEP_CHARACTER)
10499022: 2 Tage idle - Level 1
8129522: 1 Tage idle - Level 43 (KEEP_CHARACTER)
10301122: 10 Tage idle - Level 1
8843322: 77 Tage idle - Level 11
10438722: 0 Tage idle - Level 10
8524522: 52 Tage idle - Level 10
8605722: 33 Tage idle - Level 3
8782722: 13 Tage idle - Level 7
10134822: 0 Tage idle - Level 5
8955322: 2 Tage idle - Level 15
9924022: 4 Tage idle - Level 20 (KEEP_CHARACTER)
10220622: 7 Tage idle - Level 1
8190122: 4 Tage idle - Level 2
10338222: 2 Tage idle - Level 1
9894222: 25 Tage idle - Level 8
10434322: 7 Tage idle - Level 1
8682222: 4 Tage idle - Level 10 (KEEP_CHARACTER)
10196422: 3 Tage idle - Level 8 (KEEP_CHARACTER)
9494222: 58 Tage idle - Level 1 => LOESCHEN
8166222: 7 Tage idle - Level 2
9758322: 35 Tage idle - Level 12 (KEEP_CHARACTER)
8475422: 62 Tage idle - Level 2 => LOESCHEN
9732822: 2 Tage idle - Level 7
10161222: 13 Tage idle - Level 1
8110522: 66 Tage idle - Level 4
8445222: 63 Tage idle - Level 9
9251622: 30 Tage idle - Level 9
8369722: 0 Tage idle - Level 14
9834522: 27 Tage idle - Level 1
8536722: 76 Tage idle - Level 5
8171522: 127 Tage idle - Level 8
7988522: 19 Tage idle - Level 18
8957222: 5 Tage idle - Level 5
9900422: 10 Tage idle - Level 1 (KEEP_CHARACTER)
9991622: 0 Tage idle - Level 8
10167522: 6 Tage idle - Level 6
7943022: 17 Tage idle - Level 17 (KEEP_CHARACTER)
10552222: 0 Tage idle - Level 4
9308922: 56 Tage idle - Level 1 => LOESCHEN
8755022: 53 Tage idle - Level 6
9951822: 10 Tage idle - Level 7
9339722: 7 Tage idle - Level 3
8040922: 10 Tage idle - Level 1
8051122: 6 Tage idle - Level 22
9527222: 11 Tage idle - Level 16
8107822: 9 Tage idle - Level 14
9213022: 4 Tage idle - Level 9
9806222: 11 Tage idle - Level 2
10153522: 0 Tage idle - Level 30 (KEEP_CHARACTER)
8523322: 0 Tage idle - Level 8 (KEEP_CHARACTER)
10462722: 5 Tage idle - Level 1
10391822: 9 Tage idle - Level 1
8690722: 0 Tage idle - Level 12
9614322: 1 Tage idle - Level 9
10371922: 0 Tage idle - Level 11
8286022: 0 Tage idle - Level 2
9953722: 4 Tage idle - Level 8
9421822: 43 Tage idle - Level 4
9183922: 54 Tage idle - Level 15
9427422: 0 Tage idle - Level 2 (KEEP_CHARACTER)
9442322: 4 Tage idle - Level 8
8646222: 2 Tage idle - Level 20
9458222: 0 Tage idle - Level 33 (KEEP_CHARACTER)
8033122: 136 Tage idle - Level 4 => LOESCHEN
9052622: 0 Tage idle - Level 9
8590222: 81 Tage idle - Level 3
8134922: 4 Tage idle - Level 1
8220722: 128 Tage idle - Level 4 => LOESCHEN
8393022: 6 Tage idle - Level 12
8641222: 48 Tage idle - Level 1 => LOESCHEN
8160022: 0 Tage idle - Level 33
8905322: 92 Tage idle - Level 5
8540122: 7 Tage idle - Level 1
10474922: 0 Tage idle - Level 1
8029822: 88 Tage idle - Level 1 (KEEP_CHARACTER)
10379422: 4 Tage idle - Level 1
8860222: 25 Tage idle - Level 1
9621522: 1 Tage idle - Level 8
9257323: 8 Tage idle - Level 2
9591023: 4 Tage idle - Level 8
10131123: 10 Tage idle - Level 6
8622623: 1 Tage idle - Level 23
8004923: 9 Tage idle - Level 1
9763723: 39 Tage idle - Level 2
10222623: 18 Tage idle - Level 3
9024323: 45 Tage idle - Level 1 (KEEP_CHARACTER)
8065923: 87 Tage idle - Level 1 (KEEP_CHARACTER)
9622123: 6 Tage idle - Level 6
9926723: 31 Tage idle - Level 11
9435223: 2 Tage idle - Level 2
9805023: 3 Tage idle - Level 16
9850123: 0 Tage idle - Level 6
9896223: 18 Tage idle - Level 7
8598423: 31 Tage idle - Level 1 => LOESCHEN
9278523: 0 Tage idle - Level 4
10355123: 0 Tage idle - Level 5
8355123: 9 Tage idle - Level 4
9987723: 33 Tage idle - Level 1 (KEEP_CHARACTER)
7969323: 2 Tage idle - Level 5 (KEEP_CHARACTER)
9334123: 67 Tage idle - Level 3
9876323: 34 Tage idle - Level 4
8203323: 6 Tage idle - Level 1
10461523: 2 Tage idle - Level 1
8755823: 47 Tage idle - Level 1 => LOESCHEN
10305023: 13 Tage idle - Level 1
9106823: 40 Tage idle - Level 1 (KEEP_CHARACTER)
10355823: 0 Tage idle - Level 3
9988323: 16 Tage idle - Level 1
10401123: 0 Tage idle - Level 5
9547923: 1 Tage idle - Level 6
10508523: 2 Tage idle - Level 5
9229023: 56 Tage idle - Level 11
8062123: 146 Tage idle - Level 4 => LOESCHEN
10412023: 5 Tage idle - Level 1
9213823: 24 Tage idle - Level 6
8746823: 1 Tage idle - Level 7
8832623: 38 Tage idle - Level 2
9199223: 21 Tage idle - Level 3
8761723: 2 Tage idle - Level 3
8842923: 19 Tage idle - Level 13
9604123: 22 Tage idle - Level 2
10357023: 4 Tage idle - Level 8
8513823: 59 Tage idle - Level 8
8696423: 2 Tage idle - Level 7
10104123: 2 Tage idle - Level 14
8813323: 16 Tage idle - Level 14
10372623: 11 Tage idle - Level 1
9954423: 35 Tage idle - Level 1 => LOESCHEN
8737823: 15 Tage idle - Level 15
8990323: 2 Tage idle - Level 17
8210523: 52 Tage idle - Level 1 => LOESCHEN
9843023: 41 Tage idle - Level 1 => LOESCHEN
8059423: 0 Tage idle - Level 12
9185223: 1 Tage idle - Level 24 (KEEP_CHARACTER)
8009323: 18 Tage idle - Level 18
8343023: 6 Tage idle - Level 13
10064723: 26 Tage idle - Level 5
8393823: 0 Tage idle - Level 18
10105423: 14 Tage idle - Level 2
9403223: 52 Tage idle - Level 2
9996123: 17 Tage idle - Level 8 (KEEP_CHARACTER)
8166423: 10 Tage idle - Level 2
9469923: 31 Tage idle - Level 8
8044823: 10 Tage idle - Level 8 (KEEP_CHARACTER)
8257923: 0 Tage idle - Level 1
10100423: 5 Tage idle - Level 1
10278423: 16 Tage idle - Level 1
10359623: 1 Tage idle - Level 1
8607823: 82 Tage idle - Level 2 => LOESCHEN
8116323: 121 Tage idle - Level 5
8242623: 0 Tage idle - Level 13 (KEEP_CHARACTER)
10131223: 20 Tage idle - Level 3
10212423: 18 Tage idle - Level 1
7942623: 19 Tage idle - Level 1
9930823: 9 Tage idle - Level 8
8060323: 81 Tage idle - Level 2 (KEEP_CHARACTER)
8141523: 0 Tage idle - Level 9
8319823: 75 Tage idle - Level 2 => LOESCHEN
10040423: 0 Tage idle - Level 11
10248923: 15 Tage idle - Level 1
9130823: 20 Tage idle - Level 1
10172323: 0 Tage idle - Level 1
9510923: 59 Tage idle - Level 1 => LOESCHEN
9764423: 1 Tage idle - Level 11
8592923: 18 Tage idle - Level 7
8182623: 130 Tage idle - Level 5
8188223: 58 Tage idle - Level 1 => LOESCHEN
9906923: 37 Tage idle - Level 1 => LOESCHEN
8988923: 62 Tage idle - Level 6
9466123: 1 Tage idle - Level 8
10386023: 10 Tage idle - Level 1
9840623: 41 Tage idle - Level 1 => LOESCHEN
9800123: 43 Tage idle - Level 1 => LOESCHEN
10148423: 0 Tage idle - Level 13
8639923: 4 Tage idle - Level 15
8943423: 1 Tage idle - Level 10
8133123: 128 Tage idle - Level 4 => LOESCHEN
8675323: 2 Tage idle - Level 7 (KEEP_CHARACTER)
10032023: 9 Tage idle - Level 1
10366823: 6 Tage idle - Level 1
9912823: 35 Tage idle - Level 1 (KEEP_CHARACTER)
9390923: 31 Tage idle - Level 9
8255423: 0 Tage idle - Level 1
7995923: 21 Tage idle - Level 1 (KEEP_CHARACTER)
9725923: 0 Tage idle - Level 24 (KEEP_CHARACTER)
9984023: 1 Tage idle - Level 11
8103623: 13 Tage idle - Level 7
8690923: 6 Tage idle - Level 6
9128723: 73 Tage idle - Level 2 => LOESCHEN
9964123: 34 Tage idle - Level 1 => LOESCHEN
8423023: 41 Tage idle - Level 7
8220223: 96 Tage idle - Level 14
10104223: 25 Tage idle - Level 1
9529323: 48 Tage idle - Level 2
10236123: 9 Tage idle - Level 1
9164123: 21 Tage idle - Level 1
10368023: 0 Tage idle - Level 8
8712323: 46 Tage idle - Level 1 => LOESCHEN
9691023: 50 Tage idle - Level 1 => LOESCHEN
10560223: 0 Tage idle - Level 1
8970523: 10 Tage idle - Level 41 (KEEP_CHARACTER)
10292123: 11 Tage idle - Level 6
9965423: 17 Tage idle - Level 1
8540323: 1 Tage idle - Level 13
9555123: 27 Tage idle - Level 3
7947023: 0 Tage idle - Level 35 (KEEP_CHARACTER)
10393923: 9 Tage idle - Level 1
8014023: 34 Tage idle - Level 1 => LOESCHEN
8515823: 56 Tage idle - Level 10
7967623: 49 Tage idle - Level 1 (KEEP_CHARACTER)
8110123: 0 Tage idle - Level 5 (KEEP_CHARACTER)
8323223: 36 Tage idle - Level 5
8404423: 124 Tage idle - Level 5
8495623: 11 Tage idle - Level 1
8611923: 0 Tage idle - Level 17 (KEEP_CHARACTER)
9342723: 42 Tage idle - Level 4 (KEEP_CHARACTER)
9271823: 16 Tage idle - Level 11
8055123: 60 Tage idle - Level 1 => LOESCHEN
7998423: 23 Tage idle - Level 3 (KEEP_CHARACTER)
9651923: 1 Tage idle - Level 5
8075723: 47 Tage idle - Level 1 => LOESCHEN
8156923: 15 Tage idle - Level 2
9662123: 1 Tage idle - Level 1
8161523: 1 Tage idle - Level 14
9130223: 0 Tage idle - Level 1 (KEEP_CHARACTER)
8329523: 64 Tage idle - Level 7
9196923: 39 Tage idle - Level 1 => LOESCHEN
9941123: 2 Tage idle - Level 11
10127323: 1 Tage idle - Level 2
