Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Mon Aug  1 00:13:00 2005
9153800: 50 Tage idle - Level 1 => LOESCHEN
8762300: 4 Tage idle - Level 3
8889600: 59 Tage idle - Level 1 => LOESCHEN
8479300: 1 Tage idle - Level 1
9285700: 42 Tage idle - Level 1 => LOESCHEN
9407600: 19 Tage idle - Level 2
9903700: 0 Tage idle - Level 1
8697000: 60 Tage idle - Level 5
9007600: 58 Tage idle - Level 1 => LOESCHEN
8124700: 78 Tage idle - Level 1 (KEEP_CHARACTER)
9270400: 0 Tage idle - Level 4
8216100: 1 Tage idle - Level 12
8271500: 89 Tage idle - Level 6
8023600: 18 Tage idle - Level 8
8444100: 90 Tage idle - Level 4
8732800: 41 Tage idle - Level 9
8616800: 31 Tage idle - Level 5
9630600: 11 Tage idle - Level 1
9757900: 15 Tage idle - Level 1 (KEEP_CHARACTER)
9555000: 4 Tage idle - Level 1
8176000: 20 Tage idle - Level 1
8885200: 2 Tage idle - Level 1
8024200: 18 Tage idle - Level 1 (KEEP_CHARACTER)
8105400: 18 Tage idle - Level 1
9200400: 11 Tage idle - Level 3
8110000: 0 Tage idle - Level 49 (KEEP_CHARACTER)
8743700: 2 Tage idle - Level 12
9474500: 28 Tage idle - Level 1
9636900: 22 Tage idle - Level 1
9236900: 44 Tage idle - Level 1 => LOESCHEN
9363100: 14 Tage idle - Level 3
9697900: 18 Tage idle - Level 1
9576200: 23 Tage idle - Level 1
9657400: 13 Tage idle - Level 1
8167000: 107 Tage idle - Level 5
8268800: 62 Tage idle - Level 4
8354600: 78 Tage idle - Level 1 (KEEP_CHARACTER)
9961600: 1 Tage idle - Level 1
8334700: 9 Tage idle - Level 6 (KEEP_CHARACTER)
8259100: 41 Tage idle - Level 8
8355200: 4 Tage idle - Level 10
9815400: 11 Tage idle - Level 1
8725000: 23 Tage idle - Level 1
8522200: 41 Tage idle - Level 9
8527900: 52 Tage idle - Level 1 => LOESCHEN
8583200: 30 Tage idle - Level 3
9714300: 3 Tage idle - Level 6
8259800: 26 Tage idle - Level 14
9192400: 6 Tage idle - Level 7
8482100: 6 Tage idle - Level 1
8898000: 51 Tage idle - Level 9
8933100: 1 Tage idle - Level 9
8857600: 12 Tage idle - Level 9
9826300: 6 Tage idle - Level 2
9005800: 56 Tage idle - Level 8
8498000: 30 Tage idle - Level 1 => LOESCHEN
9507500: 0 Tage idle - Level 27
9142300: 37 Tage idle - Level 1 => LOESCHEN
8214300: 85 Tage idle - Level 2 => LOESCHEN
8675300: 5 Tage idle - Level 1
8918900: 60 Tage idle - Level 5
8189500: 19 Tage idle - Level 6 (KEEP_CHARACTER)
8310400: 1 Tage idle - Level 7
8027400: 4 Tage idle - Level 1
9294800: 12 Tage idle - Level 1
8032000: 10 Tage idle - Level 8
9461800: 9 Tage idle - Level 1
9958900: 0 Tage idle - Level 3
9345800: 38 Tage idle - Level 1 => LOESCHEN
9523000: 28 Tage idle - Level 1
9031600: 0 Tage idle - Level 7
8028000: 0 Tage idle - Level 8
8113900: 27 Tage idle - Level 1
9888600: 5 Tage idle - Level 1
9645300: 0 Tage idle - Level 1
8980100: 24 Tage idle - Level 9
8651000: 1 Tage idle - Level 1
9463000: 2 Tage idle - Level 9
9184700: 23 Tage idle - Level 6
8748100: 14 Tage idle - Level 1
8874400: 3 Tage idle - Level 7
7951000: 31 Tage idle - Level 1 => LOESCHEN
9459000: 19 Tage idle - Level 8
8292100: 52 Tage idle - Level 5
8996700: 58 Tage idle - Level 1 (KEEP_CHARACTER)
8332900: 5 Tage idle - Level 3
8419700: 13 Tage idle - Level 2
9144900: 50 Tage idle - Level 1 => LOESCHEN
8960900: 54 Tage idle - Level 1 => LOESCHEN
9854000: 5 Tage idle - Level 1
9651200: 7 Tage idle - Level 13
8105500: 0 Tage idle - Level 11
8288100: 20 Tage idle - Level 16
9829500: 1 Tage idle - Level 8
9718100: 10 Tage idle - Level 4
8055100: 0 Tage idle - Level 27 (KEEP_CHARACTER)
8136300: 11 Tage idle - Level 1 (KEEP_CHARACTER)
8217500: 99 Tage idle - Level 8
8470000: 2 Tage idle - Level 5
7968200: 11 Tage idle - Level 3
8445500: 12 Tage idle - Level 12
9678000: 13 Tage idle - Level 6
8754700: 63 Tage idle - Level 1 (KEEP_CHARACTER)
8850800: 44 Tage idle - Level 3
9784400: 13 Tage idle - Level 1 (KEEP_CHARACTER)
9045000: 0 Tage idle - Level 1
9414900: 0 Tage idle - Level 13
8405700: 83 Tage idle - Level 6
9709100: 18 Tage idle - Level 1
9191900: 29 Tage idle - Level 5
9486100: 0 Tage idle - Level 12
8684400: 71 Tage idle - Level 4
8857000: 0 Tage idle - Level 34 (KEEP_CHARACTER)
9460600: 2 Tage idle - Level 7
8041100: 16 Tage idle - Level 9 (KEEP_CHARACTER)
8993600: 59 Tage idle - Level 1 => LOESCHEN
8877600: 49 Tage idle - Level 1 => LOESCHEN
9694200: 19 Tage idle - Level 1
8305200: 88 Tage idle - Level 4
9856600: 0 Tage idle - Level 9 (KEEP_CHARACTER)
8801300: 0 Tage idle - Level 2
8928600: 1 Tage idle - Level 4
9532100: 1 Tage idle - Level 8 (KEEP_CHARACTER)
9010500: 18 Tage idle - Level 1
9426400: 0 Tage idle - Level 10
7944600: 66 Tage idle - Level 1 (KEEP_CHARACTER)
8275400: 59 Tage idle - Level 1 => LOESCHEN
8078200: 3 Tage idle - Level 1
8088500: 0 Tage idle - Level 1
8204800: 16 Tage idle - Level 1 (KEEP_CHARACTER)
8994900: 58 Tage idle - Level 1 => LOESCHEN
9057200: 27 Tage idle - Level 14
8058300: 2 Tage idle - Level 13
9984100: 2 Tage idle - Level 1
8721400: 4 Tage idle - Level 21
8934500: 6 Tage idle - Level 1
9868100: 9 Tage idle - Level 1
9411800: 0 Tage idle - Level 11 (KEEP_CHARACTER)
8372100: 73 Tage idle - Level 17
8250500: 2 Tage idle - Level 21
9852900: 9 Tage idle - Level 1
8555000: 70 Tage idle - Level 5
9159600: 49 Tage idle - Level 1 => LOESCHEN
8368100: 7 Tage idle - Level 11
9093300: 38 Tage idle - Level 1 => LOESCHEN
8864200: 14 Tage idle - Level 1 (KEEP_CHARACTER)
8059600: 0 Tage idle - Level 22 (KEEP_CHARACTER)
8403900: 46 Tage idle - Level 1 => LOESCHEN
8535800: 5 Tage idle - Level 12
9676900: 20 Tage idle - Level 1
9185400: 5 Tage idle - Level 1
7941500: 7 Tage idle - Level 23 (KEEP_CHARACTER)
7947100: 0 Tage idle - Level 67
9514800: 22 Tage idle - Level 1
8652400: 36 Tage idle - Level 3
9829600: 11 Tage idle - Level 1
9955900: 2 Tage idle - Level 3
9105100: 20 Tage idle - Level 3 (KEEP_CHARACTER)
9358700: 0 Tage idle - Level 8
8394600: 47 Tage idle - Level 4
8065500: 5 Tage idle - Level 13
8890700: 1 Tage idle - Level 10
9991300: 0 Tage idle - Level 12 (KEEP_CHARACTER)
9875300: 4 Tage idle - Level 10
9910400: 0 Tage idle - Level 10
9257600: 0 Tage idle - Level 10
8820000: 9 Tage idle - Level 10
8090700: 52 Tage idle - Level 1 (KEEP_CHARACTER)
9394100: 33 Tage idle - Level 1 => LOESCHEN
8795200: 26 Tage idle - Level 1
9100100: 53 Tage idle - Level 1 => LOESCHEN
8709700: 48 Tage idle - Level 1 => LOESCHEN
9693000: 0 Tage idle - Level 7
7963300: 71 Tage idle - Level 1 (KEEP_CHARACTER)
8440600: 3 Tage idle - Level 8
9004700: 57 Tage idle - Level 1 => LOESCHEN
9794800: 0 Tage idle - Level 8
8993000: 59 Tage idle - Level 1 => LOESCHEN
9683400: 0 Tage idle - Level 21 (KEEP_CHARACTER)
8061100: 24 Tage idle - Level 8
9567400: 0 Tage idle - Level 16
8188400: 5 Tage idle - Level 4
8861800: 31 Tage idle - Level 8
9891500: 0 Tage idle - Level 1
9440800: 33 Tage idle - Level 1 => LOESCHEN
9451000: 23 Tage idle - Level 6
8401400: 4 Tage idle - Level 4
9436800: 3 Tage idle - Level 12
8508800: 47 Tage idle - Level 1 => LOESCHEN
9441400: 0 Tage idle - Level 8
8149200: 80 Tage idle - Level 22
8519000: 24 Tage idle - Level 11
9325400: 32 Tage idle - Level 7
8523700: 0 Tage idle - Level 21
9619700: 18 Tage idle - Level 1
9335700: 39 Tage idle - Level 1 => LOESCHEN
8822600: 0 Tage idle - Level 8 (KEEP_CHARACTER)
9599500: 15 Tage idle - Level 2
9715800: 1 Tage idle - Level 11
8757300: 70 Tage idle - Level 3
8357300: 35 Tage idle - Level 6
9751200: 0 Tage idle - Level 7
9797300: 0 Tage idle - Level 19
9422100: 9 Tage idle - Level 1
9391700: 15 Tage idle - Level 2
8955100: 29 Tage idle - Level 5
9143800: 46 Tage idle - Level 1 => LOESCHEN
8063700: 83 Tage idle - Level 3
9818100: 1 Tage idle - Level 11
8935200: 4 Tage idle - Level 1
9615300: 23 Tage idle - Level 1
8362600: 96 Tage idle - Level 5
9129500: 51 Tage idle - Level 1 => LOESCHEN
9757500: 1 Tage idle - Level 6
8590600: 1 Tage idle - Level 11 (KEEP_CHARACTER)
7991700: 79 Tage idle - Level 1 (KEEP_CHARACTER)
9514200: 24 Tage idle - Level 1
7951200: 9 Tage idle - Level 13 (KEEP_CHARACTER)
8682000: 49 Tage idle - Level 3
8515300: 53 Tage idle - Level 1 => LOESCHEN
8312500: 39 Tage idle - Level 1 => LOESCHEN
9782700: 13 Tage idle - Level 1
9970200: 1 Tage idle - Level 1
8009600: 1 Tage idle - Level 21
9641100: 21 Tage idle - Level 1
8404600: 50 Tage idle - Level 2
8658100: 0 Tage idle - Level 27
9708000: 0 Tage idle - Level 8
8136500: 35 Tage idle - Level 4
8146800: 59 Tage idle - Level 8
8561700: 82 Tage idle - Level 2 => LOESCHEN
9404100: 34 Tage idle - Level 1 => LOESCHEN
8440000: 56 Tage idle - Level 5
9170900: 48 Tage idle - Level 1 => LOESCHEN
8941800: 2 Tage idle - Level 25
8329700: 25 Tage idle - Level 1 (KEEP_CHARACTER)
8385000: 66 Tage idle - Level 12
9197000: 16 Tage idle - Level 6
9977100: 2 Tage idle - Level 8 (KEEP_CHARACTER)
7953100: 64 Tage idle - Level 12 (KEEP_CHARACTER)
9313300: 39 Tage idle - Level 2
9693100: 1 Tage idle - Level 1
9445200: 32 Tage idle - Level 1 => LOESCHEN
9733900: 0 Tage idle - Level 24
9161200: 24 Tage idle - Level 3
8649100: 3 Tage idle - Level 3
9825300: 11 Tage idle - Level 1
8491400: 79 Tage idle - Level 2 => LOESCHEN
8942400: 33 Tage idle - Level 1 => LOESCHEN
9384600: 0 Tage idle - Level 1
9217900: 42 Tage idle - Level 5
8952700: 0 Tage idle - Level 20
9354400: 1 Tage idle - Level 3
8968600: 31 Tage idle - Level 1 => LOESCHEN
9856100: 9 Tage idle - Level 1
9415700: 1 Tage idle - Level 8 (KEEP_CHARACTER)
8943000: 44 Tage idle - Level 5 (KEEP_CHARACTER)
8989100: 26 Tage idle - Level 11
9131700: 5 Tage idle - Level 1
8122500: 10 Tage idle - Level 1
8872100: 51 Tage idle - Level 1 => LOESCHEN
9269200: 42 Tage idle - Level 1 => LOESCHEN
9517400: 0 Tage idle - Level 8
8599400: 2 Tage idle - Level 3
9446500: 30 Tage idle - Level 10 (KEEP_CHARACTER)
9117400: 52 Tage idle - Level 1 => LOESCHEN
9091600: 22 Tage idle - Level 11
9213500: 46 Tage idle - Level 1 => LOESCHEN
9259600: 18 Tage idle - Level 15 (KEEP_CHARACTER)
8539000: 0 Tage idle - Level 43 (KEEP_CHARACTER)
8007100: 1 Tage idle - Level 24 (KEEP_CHARACTER)
8017400: 58 Tage idle - Level 1 => LOESCHEN
8235100: 1 Tage idle - Level 21
8747100: 46 Tage idle - Level 11
9842100: 10 Tage idle - Level 1
9305600: 37 Tage idle - Level 1 => LOESCHEN
9431900: 1 Tage idle - Level 19 (KEEP_CHARACTER)
9892900: 0 Tage idle - Level 5
9401700: 0 Tage idle - Level 11
8154600: 25 Tage idle - Level 1
9868300: 5 Tage idle - Level 2
9584300: 4 Tage idle - Level 1
9422200: 32 Tage idle - Level 1 => LOESCHEN
8823300: 0 Tage idle - Level 15
9554100: 4 Tage idle - Level 8
9397400: 3 Tage idle - Level 7
8023300: 0 Tage idle - Level 40 (KEEP_CHARACTER)
8975800: 40 Tage idle - Level 1 => LOESCHEN
8819300: 3 Tage idle - Level 11
9099100: 3 Tage idle - Level 20
8003400: 14 Tage idle - Level 4
8210900: 41 Tage idle - Level 1 => LOESCHEN
8626800: 52 Tage idle - Level 8
9327400: 20 Tage idle - Level 1
8586700: 8 Tage idle - Level 7 (KEEP_CHARACTER)
8723500: 54 Tage idle - Level 5
8769600: 4 Tage idle - Level 11 (KEEP_CHARACTER)
8693000: 0 Tage idle - Level 23
8916700: 6 Tage idle - Level 8 (KEEP_CHARACTER)
7958200: 70 Tage idle - Level 11
9698200: 0 Tage idle - Level 1 (KEEP_CHARACTER)
8070300: 52 Tage idle - Level 1 (KEEP_CHARACTER)
8440100: 29 Tage idle - Level 10
8238300: 12 Tage idle - Level 1
9333300: 2 Tage idle - Level 6
8080600: 115 Tage idle - Level 3 => LOESCHEN
8289000: 61 Tage idle - Level 15
9095400: 50 Tage idle - Level 6 (KEEP_CHARACTER)
9920900: 6 Tage idle - Level 1
9065200: 1 Tage idle - Level 11
8881200: 46 Tage idle - Level 4
9739600: 0 Tage idle - Level 6
9638500: 19 Tage idle - Level 1
9992800: 0 Tage idle - Level 4
8077200: 38 Tage idle - Level 1 (KEEP_CHARACTER)
8938500: 20 Tage idle - Level 5
9907200: 0 Tage idle - Level 1
8041400: 1 Tage idle - Level 12
9471100: 18 Tage idle - Level 1
8173300: 31 Tage idle - Level 6 (KEEP_CHARACTER)
7944200: 19 Tage idle - Level 4
9198400: 0 Tage idle - Level 5
8898400: 32 Tage idle - Level 6
8199500: 0 Tage idle - Level 20
8401600: 56 Tage idle - Level 7
8447700: 4 Tage idle - Level 14 (KEEP_CHARACTER)
9254000: 26 Tage idle - Level 1 (KEEP_CHARACTER)
8169300: 97 Tage idle - Level 5
8295600: 86 Tage idle - Level 10
9183100: 48 Tage idle - Level 1 (KEEP_CHARACTER)
9760400: 14 Tage idle - Level 1
9142700: 3 Tage idle - Level 13
8549400: 86 Tage idle - Level 1 (KEEP_CHARACTER)
8716400: 17 Tage idle - Level 1
9730200: 13 Tage idle - Level 1
9740500: 0 Tage idle - Level 10
9756400: 0 Tage idle - Level 25 (KEEP_CHARACTER)
9918800: 2 Tage idle - Level 5
8909600: 22 Tage idle - Level 5
8509600: 4 Tage idle - Level 10 (KEEP_CHARACTER)
8646100: 3 Tage idle - Level 1
8636500: 7 Tage idle - Level 3
8970200: 57 Tage idle - Level 5
9119400: 0 Tage idle - Level 7
8155300: 108 Tage idle - Level 4
9124000: 5 Tage idle - Level 1
9463400: 2 Tage idle - Level 1
8251400: 3 Tage idle - Level 9
8874800: 50 Tage idle - Level 9
8844600: 47 Tage idle - Level 1 => LOESCHEN
8145700: 0 Tage idle - Level 22
8970900: 59 Tage idle - Level 5
9286800: 42 Tage idle - Level 1 => LOESCHEN
8024000: 0 Tage idle - Level 13
7977600: 91 Tage idle - Level 6 (KEEP_CHARACTER)
7947400: 23 Tage idle - Level 1
8146300: 73 Tage idle - Level 13
9287400: 0 Tage idle - Level 10
8105900: 107 Tage idle - Level 11
9409300: 1 Tage idle - Level 1
9054400: 0 Tage idle - Level 8
8825300: 0 Tage idle - Level 8
8090300: 25 Tage idle - Level 1 (KEEP_CHARACTER)
9510000: 28 Tage idle - Level 1
9105400: 53 Tage idle - Level 1 => LOESCHEN
8516800: 36 Tage idle - Level 1 => LOESCHEN
9166400: 49 Tage idle - Level 1 => LOESCHEN
8157200: 1 Tage idle - Level 14
9540900: 27 Tage idle - Level 1
8988000: 26 Tage idle - Level 4
8612900: 82 Tage idle - Level 2 => LOESCHEN
9759600: 13 Tage idle - Level 7
8547600: 33 Tage idle - Level 1 => LOESCHEN
10015700: 0 Tage idle - Level 1
8673900: 1 Tage idle - Level 1
8836200: 61 Tage idle - Level 3
8263600: 68 Tage idle - Level 3
8015700: 67 Tage idle - Level 3
8060800: 32 Tage idle - Level 5 (KEEP_CHARACTER)
8192700: 43 Tage idle - Level 1 => LOESCHEN
9369900: 1 Tage idle - Level 8
8522000: 75 Tage idle - Level 8
8568100: 14 Tage idle - Level 15 (KEEP_CHARACTER)
8810700: 33 Tage idle - Level 5
8942600: 21 Tage idle - Level 7
9344300: 38 Tage idle - Level 1 => LOESCHEN
9921600: 4 Tage idle - Level 3
9395000: 3 Tage idle - Level 1
9775100: 11 Tage idle - Level 1
9208400: 44 Tage idle - Level 1 => LOESCHEN
9830800: 1 Tage idle - Level 7
10001000: 0 Tage idle - Level 8
9917600: 6 Tage idle - Level 1
8705600: 0 Tage idle - Level 20
8710200: 10 Tage idle - Level 11
8756300: 61 Tage idle - Level 8
8264900: 34 Tage idle - Level 7
8923300: 11 Tage idle - Level 8 (KEEP_CHARACTER)
8199600: 3 Tage idle - Level 11 (KEEP_CHARACTER)
9664400: 4 Tage idle - Level 1
8447800: 37 Tage idle - Level 5
9609700: 22 Tage idle - Level 1
9872500: 1 Tage idle - Level 1
8944500: 41 Tage idle - Level 1 => LOESCHEN
8701200: 69 Tage idle - Level 7
8833100: 60 Tage idle - Level 1 => LOESCHEN
8879200: 34 Tage idle - Level 1 => LOESCHEN
8509700: 18 Tage idle - Level 6
8565000: 42 Tage idle - Level 1 => LOESCHEN
9174200: 31 Tage idle - Level 2
8823500: 3 Tage idle - Level 8
8124600: 87 Tage idle - Level 5
8884500: 43 Tage idle - Level 1 => LOESCHEN
9772000: 4 Tage idle - Level 3
9048600: 4 Tage idle - Level 3
9833300: 1 Tage idle - Level 15 (KEEP_CHARACTER)
9099300: 13 Tage idle - Level 1 (KEEP_CHARACTER)
8586200: 59 Tage idle - Level 22
7941200: 15 Tage idle - Level 25 (KEEP_CHARACTER)
8094800: 111 Tage idle - Level 4
8960700: 42 Tage idle - Level 2
9069100: 49 Tage idle - Level 1 => LOESCHEN
8641900: 0 Tage idle - Level 16
9990400: 1 Tage idle - Level 1
8601400: 78 Tage idle - Level 3
8652100: 0 Tage idle - Level 25
8323000: 27 Tage idle - Level 17
9464100: 1 Tage idle - Level 1 (KEEP_CHARACTER)
8409900: 68 Tage idle - Level 11
7992600: 0 Tage idle - Level 9
8014500: 3 Tage idle - Level 16
8510600: 0 Tage idle - Level 15
9606600: 0 Tage idle - Level 11
8931100: 12 Tage idle - Level 4
8232200: 73 Tage idle - Level 8
8992100: 5 Tage idle - Level 1
8171600: 63 Tage idle - Level 1 (KEEP_CHARACTER)
8951700: 0 Tage idle - Level 1
8258400: 36 Tage idle - Level 6 (KEEP_CHARACTER)
9444900: 32 Tage idle - Level 1 => LOESCHEN
9733500: 16 Tage idle - Level 1
8805500: 67 Tage idle - Level 5
9991700: 0 Tage idle - Level 3
8086400: 4 Tage idle - Level 1
9181400: 28 Tage idle - Level 6
8208300: 86 Tage idle - Level 3
8998400: 59 Tage idle - Level 1 => LOESCHEN
9065400: 0 Tage idle - Level 8 (KEEP_CHARACTER)
8628900: 1 Tage idle - Level 1
8182500: 0 Tage idle - Level 10
8060900: 1 Tage idle - Level 9
9784900: 13 Tage idle - Level 1
9126701: 49 Tage idle - Level 2
10010801: 0 Tage idle - Level 4
9557501: 26 Tage idle - Level 1
9192301: 31 Tage idle - Level 5
7949401: 42 Tage idle - Level 1 => LOESCHEN
9694001: 9 Tage idle - Level 2
9820601: 9 Tage idle - Level 4
9866701: 3 Tage idle - Level 1
9663901: 0 Tage idle - Level 11
8989401: 10 Tage idle - Level 1
9213101: 46 Tage idle - Level 1 => LOESCHEN
9962801: 1 Tage idle - Level 5
8001101: 50 Tage idle - Level 1 => LOESCHEN
10011401: 0 Tage idle - Level 1
9395801: 0 Tage idle - Level 7
9071301: 45 Tage idle - Level 8
9978701: 2 Tage idle - Level 1
9775901: 13 Tage idle - Level 1
8113101: 83 Tage idle - Level 2 => LOESCHEN
9750301: 0 Tage idle - Level 1
9969001: 3 Tage idle - Level 1
9305201: 41 Tage idle - Level 1 => LOESCHEN
9350301: 37 Tage idle - Level 1 => LOESCHEN
7955301: 0 Tage idle - Level 89 (KEEP_CHARACTER)
9811601: 6 Tage idle - Level 3
8164501: 42 Tage idle - Level 13
8534301: 23 Tage idle - Level 7
9594201: 20 Tage idle - Level 3
9923601: 5 Tage idle - Level 1
7996401: 72 Tage idle - Level 10
8433201: 0 Tage idle - Level 8
9984601: 1 Tage idle - Level 4
8524701: 85 Tage idle - Level 2 => LOESCHEN
8904801: 43 Tage idle - Level 1 => LOESCHEN
8216101: 74 Tage idle - Level 7
8484601: 12 Tage idle - Level 6
8728101: 55 Tage idle - Level 1 => LOESCHEN
9250501: 40 Tage idle - Level 1 => LOESCHEN
9099401: 53 Tage idle - Level 1 => LOESCHEN
9839001: 0 Tage idle - Level 1
8586301: 4 Tage idle - Level 7
7951601: 78 Tage idle - Level 1 (KEEP_CHARACTER)
9565301: 13 Tage idle - Level 1
9494401: 0 Tage idle - Level 6
9039001: 57 Tage idle - Level 1 => LOESCHEN
9661401: 1 Tage idle - Level 1
9089801: 1 Tage idle - Level 17
9829401: 1 Tage idle - Level 10
8991601: 12 Tage idle - Level 10 (KEEP_CHARACTER)
8328801: 27 Tage idle - Level 5
9738601: 6 Tage idle - Level 7
9292201: 0 Tage idle - Level 15 (KEEP_CHARACTER)
8911301: 46 Tage idle - Level 4
9769401: 0 Tage idle - Level 12
8344301: 42 Tage idle - Level 1 => LOESCHEN
7952901: 21 Tage idle - Level 1
8805601: 57 Tage idle - Level 8 (KEEP_CHARACTER)
9085401: 54 Tage idle - Level 1 => LOESCHEN
8602801: 8 Tage idle - Level 10
8775101: 54 Tage idle - Level 1 => LOESCHEN
9825001: 11 Tage idle - Level 1
7983701: 53 Tage idle - Level 1 => LOESCHEN
8958001: 1 Tage idle - Level 9
9764401: 13 Tage idle - Level 1
8501701: 82 Tage idle - Level 10
9490701: 0 Tage idle - Level 11
8725001: 0 Tage idle - Level 16 (KEEP_CHARACTER)
9496301: 29 Tage idle - Level 1
9537001: 27 Tage idle - Level 1
9876401: 7 Tage idle - Level 1
8041001: 118 Tage idle - Level 1 (KEEP_CHARACTER)
7939201: 21 Tage idle - Level 16 (KEEP_CHARACTER)
8664401: 4 Tage idle - Level 13 (KEEP_CHARACTER)
9927401: 1 Tage idle - Level 1 (KEEP_CHARACTER)
8674701: 1 Tage idle - Level 6 (KEEP_CHARACTER)
8634201: 5 Tage idle - Level 6
8305101: 8 Tage idle - Level 7
9527401: 2 Tage idle - Level 1
9121801: 14 Tage idle - Level 3
9901901: 2 Tage idle - Level 1
8158701: 7 Tage idle - Level 21
8654801: 1 Tage idle - Level 1
8082101: 12 Tage idle - Level 28
9390201: 1 Tage idle - Level 13
9471401: 30 Tage idle - Level 1 => LOESCHEN
8705801: 60 Tage idle - Level 2 => LOESCHEN
8549001: 72 Tage idle - Level 7
9644001: 21 Tage idle - Level 1
7954801: 0 Tage idle - Level 48
9112101: 52 Tage idle - Level 1 (KEEP_CHARACTER)
9244001: 27 Tage idle - Level 5
9786201: 0 Tage idle - Level 6
8939401: 30 Tage idle - Level 5 (KEEP_CHARACTER)
9790901: 11 Tage idle - Level 5
9209201: 43 Tage idle - Level 1 => LOESCHEN
9335501: 39 Tage idle - Level 1 => LOESCHEN
9461801: 6 Tage idle - Level 9
8660001: 0 Tage idle - Level 10
9695401: 9 Tage idle - Level 1
9857801: 1 Tage idle - Level 7
9320201: 1 Tage idle - Level 1
9817301: 2 Tage idle - Level 10
8564601: 81 Tage idle - Level 4
9498201: 1 Tage idle - Level 12
8073101: 2 Tage idle - Level 5 (KEEP_CHARACTER)
8798201: 48 Tage idle - Level 6
9559501: 13 Tage idle - Level 1
9290401: 0 Tage idle - Level 25
8727601: 13 Tage idle - Level 1
9949901: 0 Tage idle - Level 7
8585801: 0 Tage idle - Level 8 (KEEP_CHARACTER)
8504901: 7 Tage idle - Level 2
9519701: 27 Tage idle - Level 1
7956701: 74 Tage idle - Level 6 (KEEP_CHARACTER)
8844201: 7 Tage idle - Level 1
8935701: 24 Tage idle - Level 11
8287501: 1 Tage idle - Level 1
9388101: 36 Tage idle - Level 1 => LOESCHEN
8170501: 108 Tage idle - Level 4
8596701: 4 Tage idle - Level 7
8475001: 32 Tage idle - Level 1 => LOESCHEN
9281401: 22 Tage idle - Level 1
8353401: 31 Tage idle - Level 11 (KEEP_CHARACTER)
9990601: 1 Tage idle - Level 1
8318601: 4 Tage idle - Level 12
9996201: 1 Tage idle - Level 1
9003301: 56 Tage idle - Level 1 => LOESCHEN
7952301: 56 Tage idle - Level 2
8359701: 50 Tage idle - Level 1 => LOESCHEN
8521001: 80 Tage idle - Level 1 => LOESCHEN
8283101: 8 Tage idle - Level 6
8866001: 46 Tage idle - Level 6
8825601: 24 Tage idle - Level 6
7948301: 0 Tage idle - Level 90 (KEEP_CHARACTER)
7993401: 59 Tage idle - Level 1 => LOESCHEN
9729001: 12 Tage idle - Level 2
9034801: 8 Tage idle - Level 1 (KEEP_CHARACTER)
8005701: 14 Tage idle - Level 1
9309101: 34 Tage idle - Level 3
9278701: 27 Tage idle - Level 1
8816601: 0 Tage idle - Level 2
8041101: 13 Tage idle - Level 24
8867301: 62 Tage idle - Level 8
9633201: 18 Tage idle - Level 6
9557701: 26 Tage idle - Level 1
8563401: 85 Tage idle - Level 2 => LOESCHEN
8108001: 10 Tage idle - Level 8
8933201: 63 Tage idle - Level 3
9790301: 0 Tage idle - Level 13
9253801: 43 Tage idle - Level 1 => LOESCHEN
9137801: 4 Tage idle - Level 1
9182901: 38 Tage idle - Level 5
9016101: 11 Tage idle - Level 7
9968601: 0 Tage idle - Level 7
8052001: 55 Tage idle - Level 1 => LOESCHEN
8138901: 73 Tage idle - Level 6
8680001: 1 Tage idle - Level 17
8189601: 44 Tage idle - Level 1 => LOESCHEN
8316101: 42 Tage idle - Level 10
9006501: 0 Tage idle - Level 8 (KEEP_CHARACTER)
9710001: 12 Tage idle - Level 1 (KEEP_CHARACTER)
8381801: 24 Tage idle - Level 11
8757201: 52 Tage idle - Level 1 => LOESCHEN
8767501: 1 Tage idle - Level 1
9736201: 16 Tage idle - Level 1
9862501: 7 Tage idle - Level 1
8483501: 26 Tage idle - Level 4
7980701: 25 Tage idle - Level 6
8043001: 114 Tage idle - Level 7
8205401: 1 Tage idle - Level 4
8210001: 55 Tage idle - Level 8
9478401: 19 Tage idle - Level 8
8099401: 17 Tage idle - Level 4
9984801: 1 Tage idle - Level 1
9452901: 14 Tage idle - Level 1
8033401: 0 Tage idle - Level 39 (KEEP_CHARACTER)
8859601: 38 Tage idle - Level 1 => LOESCHEN
9129401: 43 Tage idle - Level 1 => LOESCHEN
9848901: 4 Tage idle - Level 1
7971701: 2 Tage idle - Level 1
8824401: 1 Tage idle - Level 6 (KEEP_CHARACTER)
8708401: 0 Tage idle - Level 4
9722201: 1 Tage idle - Level 11
9803401: 0 Tage idle - Level 1
8637501: 29 Tage idle - Level 2
9362701: 30 Tage idle - Level 1 => LOESCHEN
9732501: 16 Tage idle - Level 1
7962001: 17 Tage idle - Level 15
8941001: 18 Tage idle - Level 9
9009001: 3 Tage idle - Level 6
8126101: 3 Tage idle - Level 5 (KEEP_CHARACTER)
8951301: 56 Tage idle - Level 1 => LOESCHEN
7952401: 112 Tage idle - Level 10
9728501: 3 Tage idle - Level 5
9986701: 0 Tage idle - Level 4
9783901: 11 Tage idle - Level 5
9039901: 4 Tage idle - Level 21 (KEEP_CHARACTER)
9991301: 0 Tage idle - Level 8 (KEEP_CHARACTER)
