Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Wed Feb  1 00:13:00 2006
11535418: 63 Tage idle - Level 4
12469018: 36 Tage idle - Level 1 => LOESCHEN
11667318: 34 Tage idle - Level 10 (KEEP_CHARACTER)
11464518: 7 Tage idle - Level 1
12975418: 0 Tage idle - Level 13
12859418: 9 Tage idle - Level 1
9024018: 114 Tage idle - Level 8
12256618: 17 Tage idle - Level 1
9530418: 144 Tage idle - Level 8
9272618: 70 Tage idle - Level 14
9278218: 82 Tage idle - Level 4
10927518: 2 Tage idle - Level 9
8557718: 107 Tage idle - Level 9
8354918: 0 Tage idle - Level 17 (KEEP_CHARACTER)
12631718: 10 Tage idle - Level 5
7979318: 0 Tage idle - Level 4 (KEEP_CHARACTER)
13039018: 0 Tage idle - Level 5
9217918: 99 Tage idle - Level 8
8213318: 144 Tage idle - Level 8
12657918: 23 Tage idle - Level 8
8593118: 69 Tage idle - Level 14
10360118: 119 Tage idle - Level 6
11293818: 28 Tage idle - Level 8
9618518: 12 Tage idle - Level 15
11917418: 6 Tage idle - Level 8
9881318: 1 Tage idle - Level 7
10386318: 3 Tage idle - Level 5
11891618: 8 Tage idle - Level 1
9192718: 20 Tage idle - Level 2
11694418: 72 Tage idle - Level 4
12455718: 37 Tage idle - Level 1 => LOESCHEN
11284118: 0 Tage idle - Level 21
13014118: 6 Tage idle - Level 1
9243718: 0 Tage idle - Level 11
12835818: 16 Tage idle - Level 1
9410718: 101 Tage idle - Level 13
8082418: 5 Tage idle - Level 21
8397218: 35 Tage idle - Level 11
10645418: 73 Tage idle - Level 8
12755218: 0 Tage idle - Level 10
10650018: 16 Tage idle - Level 4 (KEEP_CHARACTER)
8407818: 171 Tage idle - Level 7
12152418: 46 Tage idle - Level 4
10463118: 46 Tage idle - Level 6
12239218: 0 Tage idle - Level 13
12203418: 10 Tage idle - Level 1
9690018: 110 Tage idle - Level 9
12209018: 2 Tage idle - Level 8
12335318: 36 Tage idle - Level 2
13066118: 3 Tage idle - Level 1
12629618: 3 Tage idle - Level 1
11513718: 27 Tage idle - Level 3
8013018: 0 Tage idle - Level 55 (KEEP_CHARACTER)
10352418: 16 Tage idle - Level 1
12340618: 39 Tage idle - Level 1 => LOESCHEN
11787818: 9 Tage idle - Level 7
11833118: 6 Tage idle - Level 18
12093018: 58 Tage idle - Level 1 => LOESCHEN
11585618: 10 Tage idle - Level 19
8809718: 45 Tage idle - Level 7
12761818: 19 Tage idle - Level 5
10738818: 34 Tage idle - Level 8 (KEEP_CHARACTER)
9666818: 179 Tage idle - Level 14
8328518: 0 Tage idle - Level 38
12772018: 20 Tage idle - Level 1
11433818: 54 Tage idle - Level 1 => LOESCHEN
12286218: 46 Tage idle - Level 1 => LOESCHEN
12164618: 1 Tage idle - Level 1 (KEEP_CHARACTER)
9560018: 28 Tage idle - Level 20
8916018: 3 Tage idle - Level 9 (KEEP_CHARACTER)
12205318: 50 Tage idle - Level 2
12412818: 9 Tage idle - Level 10
12458918: 16 Tage idle - Level 2
8895918: 150 Tage idle - Level 15
9586218: 188 Tage idle - Level 9
8379918: 132 Tage idle - Level 27
11560718: 6 Tage idle - Level 4
13002018: 7 Tage idle - Level 1
9560718: 1 Tage idle - Level 1 (KEEP_CHARACTER)
11784018: 52 Tage idle - Level 1 => LOESCHEN
12712318: 23 Tage idle - Level 1
11176618: 36 Tage idle - Level 8
8744718: 29 Tage idle - Level 21
8263518: 122 Tage idle - Level 7
12950618: 10 Tage idle - Level 5
12627118: 1 Tage idle - Level 1
12672218: 19 Tage idle - Level 1
10568018: 3 Tage idle - Level 26 (KEEP_CHARACTER)
10284018: 51 Tage idle - Level 4
13104418: 1 Tage idle - Level 4
12631818: 20 Tage idle - Level 1
7969118: 200 Tage idle - Level 10
11212318: 46 Tage idle - Level 10
12688118: 24 Tage idle - Level 1
8993218: 240 Tage idle - Level 8 => LOESCHEN
11602718: 9 Tage idle - Level 2
12328918: 44 Tage idle - Level 1 => LOESCHEN
8563018: 14 Tage idle - Level 13
9324318: 0 Tage idle - Level 25
13105018: 0 Tage idle - Level 8
9202718: 199 Tage idle - Level 12
8730018: 1 Tage idle - Level 11 (KEEP_CHARACTER)
11056218: 9 Tage idle - Level 9
10583618: 146 Tage idle - Level 8
12075718: 57 Tage idle - Level 1 => LOESCHEN
12855818: 0 Tage idle - Level 8
10593918: 138 Tage idle - Level 4 => LOESCHEN
11562618: 5 Tage idle - Level 6
11694518: 53 Tage idle - Level 1 => LOESCHEN
12395118: 40 Tage idle - Level 1 => LOESCHEN
10959718: 78 Tage idle - Level 1 (KEEP_CHARACTER)
11766018: 35 Tage idle - Level 1 => LOESCHEN
12659218: 26 Tage idle - Level 1
9158618: 113 Tage idle - Level 6
12005718: 0 Tage idle - Level 17 (KEEP_CHARACTER)
12142218: 42 Tage idle - Level 1 => LOESCHEN
11959218: 3 Tage idle - Level 13
9872418: 66 Tage idle - Level 16
9462118: 23 Tage idle - Level 13
12562818: 27 Tage idle - Level 4
10544418: 19 Tage idle - Level 7
10919918: 17 Tage idle - Level 14
9685518: 133 Tage idle - Level 12
11452518: 11 Tage idle - Level 1 (KEEP_CHARACTER)
11614918: 65 Tage idle - Level 2 => LOESCHEN
10904618: 70 Tage idle - Level 2 => LOESCHEN
11883318: 42 Tage idle - Level 3
12320118: 3 Tage idle - Level 1
12862318: 5 Tage idle - Level 1
9721218: 162 Tage idle - Level 14
10307418: 96 Tage idle - Level 10
8965618: 205 Tage idle - Level 12
8525118: 262 Tage idle - Level 8 => LOESCHEN
12143518: 4 Tage idle - Level 17
12305918: 1 Tage idle - Level 7
9873718: 82 Tage idle - Level 10
12149118: 53 Tage idle - Level 1 => LOESCHEN
8661718: 56 Tage idle - Level 3
12933918: 10 Tage idle - Level 4
7941118: 2 Tage idle - Level 8
10641818: 48 Tage idle - Level 9
11453818: 9 Tage idle - Level 12
8773718: 232 Tage idle - Level 9
8085018: 1 Tage idle - Level 16
11348018: 29 Tage idle - Level 5
9469718: 67 Tage idle - Level 9
11515018: 0 Tage idle - Level 15
9277118: 3 Tage idle - Level 9
12250518: 28 Tage idle - Level 1
12382418: 9 Tage idle - Level 13
8313318: 59 Tage idle - Level 55
12757918: 17 Tage idle - Level 7
12681318: 24 Tage idle - Level 1
11763618: 79 Tage idle - Level 4
12859618: 6 Tage idle - Level 1
12327718: 1 Tage idle - Level 1 (KEEP_CHARACTER)
8076018: 94 Tage idle - Level 23
10121418: 64 Tage idle - Level 6
11627718: 86 Tage idle - Level 4
12115218: 9 Tage idle - Level 7
8050518: 215 Tage idle - Level 24
8714618: 81 Tage idle - Level 33
8304318: 69 Tage idle - Level 17
12211318: 2 Tage idle - Level 7
12383718: 35 Tage idle - Level 5
12054618: 0 Tage idle - Level 5
10284118: 0 Tage idle - Level 4
12920518: 0 Tage idle - Level 1
8249318: 28 Tage idle - Level 28
10461418: 147 Tage idle - Level 6
10051118: 44 Tage idle - Level 4
8097218: 9 Tage idle - Level 5
12997418: 0 Tage idle - Level 1
8922718: 5 Tage idle - Level 24
11450718: 15 Tage idle - Level 11
12339218: 7 Tage idle - Level 7 (KEEP_CHARACTER)
12425018: 39 Tage idle - Level 1 => LOESCHEN
8441518: 7 Tage idle - Level 19
8730118: 128 Tage idle - Level 10
9871218: 62 Tage idle - Level 19
12450218: 37 Tage idle - Level 1 => LOESCHEN
12293518: 9 Tage idle - Level 16 (KEEP_CHARACTER)
8634718: 252 Tage idle - Level 8 => LOESCHEN
8305618: 130 Tage idle - Level 20
9400618: 114 Tage idle - Level 6
10943918: 39 Tage idle - Level 6 (KEEP_CHARACTER)
11502318: 1 Tage idle - Level 8
12192418: 44 Tage idle - Level 1 => LOESCHEN
8452418: 66 Tage idle - Level 8
8741018: 28 Tage idle - Level 24
8123318: 39 Tage idle - Level 7
10336418: 66 Tage idle - Level 9
11350218: 93 Tage idle - Level 4
10710918: 2 Tage idle - Level 1
11933118: 67 Tage idle - Level 3
7955218: 0 Tage idle - Level 51
11340618: 89 Tage idle - Level 5
10042818: 28 Tage idle - Level 14
8453018: 0 Tage idle - Level 9
10337018: 135 Tage idle - Level 7
9472518: 84 Tage idle - Level 15 (KEEP_CHARACTER)
12619518: 28 Tage idle - Level 1
10767918: 115 Tage idle - Level 7
10691318: 11 Tage idle - Level 10
11407518: 2 Tage idle - Level 16
11787318: 74 Tage idle - Level 8
12548618: 0 Tage idle - Level 1
8109718: 188 Tage idle - Level 10
10449018: 0 Tage idle - Level 5
8367918: 147 Tage idle - Level 15
12193718: 51 Tage idle - Level 1 => LOESCHEN
10798718: 118 Tage idle - Level 3 => LOESCHEN
12862418: 15 Tage idle - Level 1
8423518: 190 Tage idle - Level 6 => LOESCHEN
12868018: 3 Tage idle - Level 12
10722418: 18 Tage idle - Level 18
11377718: 3 Tage idle - Level 7
11412818: 11 Tage idle - Level 5
11002518: 8 Tage idle - Level 13
8160018: 60 Tage idle - Level 11
9873818: 23 Tage idle - Level 12
11924818: 35 Tage idle - Level 7
9144718: 83 Tage idle - Level 18
12245318: 1 Tage idle - Level 1
9433318: 8 Tage idle - Level 9 (KEEP_CHARACTER)
9640818: 180 Tage idle - Level 5 => LOESCHEN
7951518: 4 Tage idle - Level 19
11443618: 34 Tage idle - Level 1 => LOESCHEN
8631618: 244 Tage idle - Level 21
9853918: 51 Tage idle - Level 12
10814518: 10 Tage idle - Level 1 (KEEP_CHARACTER)
9043618: 226 Tage idle - Level 8
8607018: 245 Tage idle - Level 8 => LOESCHEN
10743618: 47 Tage idle - Level 12
12103818: 22 Tage idle - Level 4
9337918: 203 Tage idle - Level 7
13082518: 2 Tage idle - Level 5
12691018: 15 Tage idle - Level 8
9135018: 230 Tage idle - Level 7 => LOESCHEN
10910618: 54 Tage idle - Level 4
12114018: 2 Tage idle - Level 3
8703118: 4 Tage idle - Level 17
12321518: 0 Tage idle - Level 20
10227618: 45 Tage idle - Level 8 (KEEP_CHARACTER)
10774418: 18 Tage idle - Level 1
8931118: 64 Tage idle - Level 11
12630718: 25 Tage idle - Level 1
12185318: 52 Tage idle - Level 1 => LOESCHEN
11621518: 59 Tage idle - Level 1 => LOESCHEN
10536818: 72 Tage idle - Level 8
9510118: 0 Tage idle - Level 18
11723218: 59 Tage idle - Level 1 (KEEP_CHARACTER)
12945518: 2 Tage idle - Level 3
12864319: 14 Tage idle - Level 1
12661519: 3 Tage idle - Level 13
12464319: 33 Tage idle - Level 1 => LOESCHEN
9789919: 11 Tage idle - Level 4
12763219: 1 Tage idle - Level 8
12779119: 0 Tage idle - Level 9
8420419: 56 Tage idle - Level 2
8628919: 139 Tage idle - Level 4 => LOESCHEN
8471119: 16 Tage idle - Level 1 (KEEP_CHARACTER)
11299019: 82 Tage idle - Level 7
8649419: 3 Tage idle - Level 3
8335219: 145 Tage idle - Level 7
11927319: 30 Tage idle - Level 1 => LOESCHEN
7989919: 33 Tage idle - Level 1 (KEEP_CHARACTER)
10634119: 136 Tage idle - Level 8 (KEEP_CHARACTER)
8056919: 15 Tage idle - Level 24
7964319: 193 Tage idle - Level 17
9385519: 101 Tage idle - Level 7
11922319: 3 Tage idle - Level 3
8953619: 19 Tage idle - Level 6
8796919: 172 Tage idle - Level 7
12329719: 44 Tage idle - Level 1 => LOESCHEN
8067819: 217 Tage idle - Level 8
12263419: 2 Tage idle - Level 17 (KEEP_CHARACTER)
12633219: 26 Tage idle - Level 1
9867319: 4 Tage idle - Level 17 (KEEP_CHARACTER)
11796419: 65 Tage idle - Level 3
12891419: 0 Tage idle - Level 6
11508019: 59 Tage idle - Level 9
8700719: 4 Tage idle - Level 3
8791919: 48 Tage idle - Level 14
12861219: 15 Tage idle - Level 1
12582919: 0 Tage idle - Level 14
10899219: 129 Tage idle - Level 5
12152719: 9 Tage idle - Level 3
11939519: 25 Tage idle - Level 1
13015719: 3 Tage idle - Level 8
10565119: 29 Tage idle - Level 3
8565119: 172 Tage idle - Level 7
10985719: 13 Tage idle - Level 9
7976519: 0 Tage idle - Level 20
9797719: 140 Tage idle - Level 8
9052719: 130 Tage idle - Level 8
8742419: 236 Tage idle - Level 8
11680719: 9 Tage idle - Level 8
10342419: 22 Tage idle - Level 1
12452219: 0 Tage idle - Level 9 (KEEP_CHARACTER)
8216119: 4 Tage idle - Level 7 (KEEP_CHARACTER)
12468119: 1 Tage idle - Level 7
9995519: 6 Tage idle - Level 20
13077319: 0 Tage idle - Level 11
9256119: 161 Tage idle - Level 11
10125319: 16 Tage idle - Level 6
12690519: 24 Tage idle - Level 1
8616819: 99 Tage idle - Level 8
12428319: 34 Tage idle - Level 1 => LOESCHEN
9996119: 137 Tage idle - Level 12
10044819: 20 Tage idle - Level 1
11267019: 52 Tage idle - Level 1 => LOESCHEN
11722719: 6 Tage idle - Level 5
8910719: 94 Tage idle - Level 3 (KEEP_CHARACTER)
9718019: 123 Tage idle - Level 12
11895019: 2 Tage idle - Level 14
12372319: 0 Tage idle - Level 18
11444319: 40 Tage idle - Level 5
9363119: 26 Tage idle - Level 19 (KEEP_CHARACTER)
8890519: 28 Tage idle - Level 4 (KEEP_CHARACTER)
12423319: 1 Tage idle - Level 1
10571719: 40 Tage idle - Level 3
11211319: 1 Tage idle - Level 1
9950719: 2 Tage idle - Level 20
10455719: 150 Tage idle - Level 6
10597919: 107 Tage idle - Level 8
8628319: 232 Tage idle - Level 7 => LOESCHEN
8425519: 204 Tage idle - Level 9
11490019: 87 Tage idle - Level 5
12748419: 21 Tage idle - Level 1
8192219: 4 Tage idle - Level 10
11946719: 38 Tage idle - Level 1 => LOESCHEN
9991819: 130 Tage idle - Level 6
8567719: 87 Tage idle - Level 6
10942119: 0 Tage idle - Level 10
8491119: 49 Tage idle - Level 11
11591819: 77 Tage idle - Level 6
12271919: 0 Tage idle - Level 19
7948919: 12 Tage idle - Level 45 (KEEP_CHARACTER)
12201219: 42 Tage idle - Level 1 => LOESCHEN
10643919: 116 Tage idle - Level 7
10071219: 107 Tage idle - Level 29
9699119: 4 Tage idle - Level 8
8264419: 122 Tage idle - Level 14
11532019: 53 Tage idle - Level 1 => LOESCHEN
10959319: 118 Tage idle - Level 4
8953719: 140 Tage idle - Level 22
8057619: 113 Tage idle - Level 21
12208119: 44 Tage idle - Level 1 => LOESCHEN
11036619: 72 Tage idle - Level 8
11816719: 0 Tage idle - Level 7
12669119: 14 Tage idle - Level 2
12263519: 1 Tage idle - Level 1 (KEEP_CHARACTER)
10468519: 72 Tage idle - Level 3
12912319: 0 Tage idle - Level 5
11614519: 48 Tage idle - Level 1 => LOESCHEN
11786919: 77 Tage idle - Level 4
12010619: 60 Tage idle - Level 1 => LOESCHEN
12137919: 53 Tage idle - Level 1 => LOESCHEN
12304919: 28 Tage idle - Level 4
8782319: 224 Tage idle - Level 8
9098219: 2 Tage idle - Level 13
12360219: 2 Tage idle - Level 4
12730019: 0 Tage idle - Level 6
8433319: 234 Tage idle - Level 7 => LOESCHEN
8195419: 108 Tage idle - Level 8
12183619: 16 Tage idle - Level 1
8772719: 236 Tage idle - Level 16
11797819: 16 Tage idle - Level 15
10535019: 4 Tage idle - Level 15 (KEEP_CHARACTER)
9428219: 0 Tage idle - Level 12
8793219: 1 Tage idle - Level 14
12244919: 1 Tage idle - Level 1 (KEEP_CHARACTER)
9985319: 0 Tage idle - Level 23
11666519: 0 Tage idle - Level 19
13082019: 1 Tage idle - Level 3
11803319: 73 Tage idle - Level 4
12083119: 58 Tage idle - Level 1 => LOESCHEN
11600519: 47 Tage idle - Level 1 => LOESCHEN
13006819: 3 Tage idle - Level 1
12407919: 38 Tage idle - Level 1 => LOESCHEN
8920419: 14 Tage idle - Level 1 (KEEP_CHARACTER)
12458619: 31 Tage idle - Level 2
8302719: 2 Tage idle - Level 25
11819219: 74 Tage idle - Level 8
9732419: 0 Tage idle - Level 15
12635919: 24 Tage idle - Level 1
12843319: 4 Tage idle - Level 1 (KEEP_CHARACTER)
11399019: 15 Tage idle - Level 1
9145519: 55 Tage idle - Level 9
12782719: 3 Tage idle - Level 8
10268219: 128 Tage idle - Level 6
9231319: 0 Tage idle - Level 14
8967119: 225 Tage idle - Level 7 => LOESCHEN
12590119: 22 Tage idle - Level 1
11251919: 0 Tage idle - Level 3
8729519: 0 Tage idle - Level 31
13078719: 3 Tage idle - Level 1
11267819: 82 Tage idle - Level 1 (KEEP_CHARACTER)
12362819: 14 Tage idle - Level 10 (KEEP_CHARACTER)
10754719: 8 Tage idle - Level 7
12494719: 0 Tage idle - Level 9
8384919: 118 Tage idle - Level 9
9890119: 7 Tage idle - Level 1
10714219: 1 Tage idle - Level 36
9308519: 50 Tage idle - Level 16
11237619: 6 Tage idle - Level 9
11900719: 62 Tage idle - Level 8
11166719: 2 Tage idle - Level 10
12267319: 47 Tage idle - Level 4
12682219: 24 Tage idle - Level 1
8446119: 39 Tage idle - Level 7
12560619: 31 Tage idle - Level 1 => LOESCHEN
10998619: 44 Tage idle - Level 2
10623419: 1 Tage idle - Level 20 (KEEP_CHARACTER)
11309119: 70 Tage idle - Level 9
10674119: 22 Tage idle - Level 5
11805219: 32 Tage idle - Level 1 => LOESCHEN
12678219: 19 Tage idle - Level 4
11253119: 66 Tage idle - Level 8
12475419: 36 Tage idle - Level 1 => LOESCHEN
12100219: 57 Tage idle - Level 1 => LOESCHEN
12516119: 1 Tage idle - Level 10
10538219: 25 Tage idle - Level 8
11263419: 0 Tage idle - Level 8
8122319: 15 Tage idle - Level 15
12080019: 59 Tage idle - Level 1 => LOESCHEN
11486819: 93 Tage idle - Level 5
8426919: 0 Tage idle - Level 33
11203019: 81 Tage idle - Level 4
11826419: 30 Tage idle - Level 1 => LOESCHEN
11831019: 3 Tage idle - Level 1
11182919: 0 Tage idle - Level 19
10832119: 26 Tage idle - Level 5
8128619: 132 Tage idle - Level 13
10340719: 82 Tage idle - Level 4
7944619: 6 Tage idle - Level 5
9274319: 24 Tage idle - Level 20
8553819: 24 Tage idle - Level 7
11867519: 0 Tage idle - Level 8
10817919: 103 Tage idle - Level 8
11589119: 74 Tage idle - Level 8
11264719: 13 Tage idle - Level 5
12851119: 0 Tage idle - Level 15
8751619: 16 Tage idle - Level 7
12451119: 32 Tage idle - Level 9
8215019: 0 Tage idle - Level 39 (KEEP_CHARACTER)
9193819: 220 Tage idle - Level 7 => LOESCHEN
12948219: 10 Tage idle - Level 1
12619119: 5 Tage idle - Level 6
12000419: 1 Tage idle - Level 3
10438419: 24 Tage idle - Level 6
8519619: 235 Tage idle - Level 18
12269919: 8 Tage idle - Level 5
10585219: 37 Tage idle - Level 8
9710719: 105 Tage idle - Level 6
8747619: 40 Tage idle - Level 7
12735819: 2 Tage idle - Level 1
13131919: 0 Tage idle - Level 2
13015919: 0 Tage idle - Level 3
9822719: 42 Tage idle - Level 11
12224419: 3 Tage idle - Level 8
8535119: 12 Tage idle - Level 18
9676219: 183 Tage idle - Level 11
9270619: 136 Tage idle - Level 17
10844319: 23 Tage idle - Level 7
8155719: 25 Tage idle - Level 14
11955219: 10 Tage idle - Level 15
8525519: 27 Tage idle - Level 6
7977319: 0 Tage idle - Level 59
11925019: 52 Tage idle - Level 4
8885419: 2 Tage idle - Level 15
11403419: 2 Tage idle - Level 7
12463319: 17 Tage idle - Level 2
13078119: 1 Tage idle - Level 3
9019319: 59 Tage idle - Level 5
10349519: 17 Tage idle - Level 22
12788419: 12 Tage idle - Level 1
12904719: 0 Tage idle - Level 8
8197419: 285 Tage idle - Level 9 => LOESCHEN
11298019: 25 Tage idle - Level 12
13032719: 0 Tage idle - Level 8
11054819: 116 Tage idle - Level 6
10455919: 47 Tage idle - Level 4
11961119: 52 Tage idle - Level 2
10045619: 72 Tage idle - Level 6
8537019: 18 Tage idle - Level 9 (KEEP_CHARACTER)
7942819: 7 Tage idle - Level 18
10263319: 1 Tage idle - Level 24
7948419: 4 Tage idle - Level 5
10800119: 4 Tage idle - Level 25 (KEEP_CHARACTER)
10562219: 90 Tage idle - Level 8
12094819: 55 Tage idle - Level 2
12874919: 10 Tage idle - Level 1
8972519: 81 Tage idle - Level 12
9906419: 12 Tage idle - Level 22
8324619: 3 Tage idle - Level 9
12723019: 12 Tage idle - Level 5
10907519: 18 Tage idle - Level 8
10223519: 23 Tage idle - Level 2
9648619: 177 Tage idle - Level 14
11405319: 61 Tage idle - Level 14
12211719: 4 Tage idle - Level 7
8765719: 52 Tage idle - Level 10
10978819: 0 Tage idle - Level 15
8973119: 4 Tage idle - Level 1
12551019: 10 Tage idle - Level 1
8400819: 24 Tage idle - Level 10
8213919: 100 Tage idle - Level 8
9810619: 180 Tage idle - Level 5 => LOESCHEN
8431619: 79 Tage idle - Level 6
8801419: 43 Tage idle - Level 1 => LOESCHEN
10031619: 144 Tage idle - Level 11
12425419: 1 Tage idle - Level 1
12228219: 31 Tage idle - Level 1 => LOESCHEN
12354519: 42 Tage idle - Level 1 => LOESCHEN
12238519: 34 Tage idle - Level 1 => LOESCHEN
12319719: 39 Tage idle - Level 1 => LOESCHEN
12901619: 3 Tage idle - Level 6
11284719: 0 Tage idle - Level 25
11664819: 76 Tage idle - Level 3
8280119: 31 Tage idle - Level 26
10371619: 2 Tage idle - Level 12
13116419: 0 Tage idle - Level 1
11963719: 38 Tage idle - Level 1 => LOESCHEN
12770019: 0 Tage idle - Level 1 (KEEP_CHARACTER)
9599519: 9 Tage idle - Level 12
13131319: 0 Tage idle - Level 1
12993419: 3 Tage idle - Level 10
12619219: 4 Tage idle - Level 1
12254019: 48 Tage idle - Level 1 => LOESCHEN
8230019: 216 Tage idle - Level 7 => LOESCHEN
11584219: 42 Tage idle - Level 7
13106819: 0 Tage idle - Level 8
12188819: 28 Tage idle - Level 6
12989419: 1 Tage idle - Level 1
7950619: 46 Tage idle - Level 8
12122819: 6 Tage idle - Level 1
12953619: 5 Tage idle - Level 1
12417019: 23 Tage idle - Level 6
11250119: 54 Tage idle - Level 8
12472419: 36 Tage idle - Level 1 => LOESCHEN
12153619: 3 Tage idle - Level 1
11802919: 7 Tage idle - Level 1
10550119: 0 Tage idle - Level 39
9270719: 4 Tage idle - Level 14
12579819: 0 Tage idle - Level 8
8059719: 47 Tage idle - Level 10
9524519: 13 Tage idle - Level 14
12098619: 0 Tage idle - Level 14
9782719: 8 Tage idle - Level 5
13026919: 2 Tage idle - Level 5
10241619: 6 Tage idle - Level 11
12559919: 11 Tage idle - Level 4
10379119: 51 Tage idle - Level 5
12240019: 2 Tage idle - Level 1 (KEEP_CHARACTER)
12266219: 11 Tage idle - Level 6
13108719: 0 Tage idle - Level 6
11550319: 7 Tage idle - Level 9
8120619: 58 Tage idle - Level 4
12772619: 0 Tage idle - Level 4
10095819: 80 Tage idle - Level 20
11682219: 2 Tage idle - Level 1
8171319: 125 Tage idle - Level 10
11515519: 36 Tage idle - Level 1 => LOESCHEN
11358819: 4 Tage idle - Level 6
12297019: 45 Tage idle - Level 1 => LOESCHEN
8191919: 256 Tage idle - Level 8 => LOESCHEN
11991419: 48 Tage idle - Level 1 => LOESCHEN
12474319: 16 Tage idle - Level 8
8987919: 2 Tage idle - Level 8
9672619: 132 Tage idle - Level 8
9916119: 26 Tage idle - Level 1
11642419: 9 Tage idle - Level 15
13099419: 1 Tage idle - Level 6
11774319: 36 Tage idle - Level 2
12996619: 1 Tage idle - Level 3
11571519: 20 Tage idle - Level 1
12667519: 26 Tage idle - Level 1
8846319: 88 Tage idle - Level 4 (KEEP_CHARACTER)
11207619: 111 Tage idle - Level 5
12966419: 2 Tage idle - Level 10
12353319: 19 Tage idle - Level 2
12399419: 40 Tage idle - Level 2
8162319: 253 Tage idle - Level 12
8243519: 247 Tage idle - Level 9
12769219: 20 Tage idle - Level 1
12976719: 5 Tage idle - Level 1
13094419: 2 Tage idle - Level 1
11860819: 38 Tage idle - Level 1 => LOESCHEN
9243019: 166 Tage idle - Level 9
9496619: 73 Tage idle - Level 6
9456119: 202 Tage idle - Level 9
12845419: 8 Tage idle - Level 1
8654419: 46 Tage idle - Level 21
9218519: 0 Tage idle - Level 18
9263619: 206 Tage idle - Level 9
10553319: 108 Tage idle - Level 9
12784819: 15 Tage idle - Level 1
13009519: 7 Tage idle - Level 1
12870619: 1 Tage idle - Level 1
12997919: 5 Tage idle - Level 4
12622719: 22 Tage idle - Level 14
11613519: 24 Tage idle - Level 1 (KEEP_CHARACTER)
8229919: 6 Tage idle - Level 14
8310019: 0 Tage idle - Level 15
12709519: 17 Tage idle - Level 9 (KEEP_CHARACTER)
10776719: 60 Tage idle - Level 23
9507819: 54 Tage idle - Level 9
11441519: 0 Tage idle - Level 11
10397219: 0 Tage idle - Level 10
10072819: 52 Tage idle - Level 7
12917619: 0 Tage idle - Level 10
10736919: 35 Tage idle - Level 6
12517619: 33 Tage idle - Level 1 => LOESCHEN
10584819: 32 Tage idle - Level 4
10554619: 102 Tage idle - Level 6
11462719: 5 Tage idle - Level 13
8696819: 0 Tage idle - Level 30
11751319: 57 Tage idle - Level 1 => LOESCHEN
12892419: 0 Tage idle - Level 4
12973619: 0 Tage idle - Level 8
8737519: 134 Tage idle - Level 6
11346719: 9 Tage idle - Level 1
8585419: 257 Tage idle - Level 8 => LOESCHEN
10134719: 150 Tage idle - Level 5 => LOESCHEN
12862219: 14 Tage idle - Level 1
12513219: 34 Tage idle - Level 1 => LOESCHEN
12766819: 20 Tage idle - Level 1
13087319: 0 Tage idle - Level 3
10505119: 42 Tage idle - Level 1 => LOESCHEN
8590719: 70 Tage idle - Level 8
9433119: 57 Tage idle - Level 15
11772519: 0 Tage idle - Level 10
8637019: 113 Tage idle - Level 3 => LOESCHEN
8150219: 253 Tage idle - Level 8 => LOESCHEN
11134919: 43 Tage idle - Level 6
12944719: 8 Tage idle - Level 1
11813919: 11 Tage idle - Level 7
12792619: 19 Tage idle - Level 1
12595419: 3 Tage idle - Level 1
11332719: 41 Tage idle - Level 1 => LOESCHEN
9580619: 27 Tage idle - Level 6
13032219: 0 Tage idle - Level 5
9753219: 1 Tage idle - Level 10
8825219: 5 Tage idle - Level 44
11733319: 59 Tage idle - Level 1 => LOESCHEN
11657819: 3 Tage idle - Level 12
13063019: 4 Tage idle - Level 1
11120219: 45 Tage idle - Level 16
11247519: 67 Tage idle - Level 4
12960219: 3 Tage idle - Level 13
8729819: 164 Tage idle - Level 5 => LOESCHEN
11181219: 39 Tage idle - Level 1 (KEEP_CHARACTER)
9217319: 47 Tage idle - Level 11
11602019: 45 Tage idle - Level 10
12950619: 10 Tage idle - Level 1
12414019: 18 Tage idle - Level 7
9602019: 32 Tage idle - Level 20
7958919: 1 Tage idle - Level 44
9860219: 15 Tage idle - Level 5
12556219: 32 Tage idle - Level 1 => LOESCHEN
11628219: 2 Tage idle - Level 13
12804419: 0 Tage idle - Level 8
11470519: 49 Tage idle - Level 1 => LOESCHEN
12156219: 51 Tage idle - Level 6
8172719: 0 Tage idle - Level 59
10264119: 166 Tage idle - Level 5 => LOESCHEN
12789919: 8 Tage idle - Level 1
11116919: 66 Tage idle - Level 2 => LOESCHEN
11876819: 1 Tage idle - Level 16
12490619: 32 Tage idle - Level 4
11101619: 26 Tage idle - Level 11
10467619: 1 Tage idle - Level 12
12080319: 2 Tage idle - Level 11
9897319: 188 Tage idle - Level 6 => LOESCHEN
8801619: 128 Tage idle - Level 8
10979619: 91 Tage idle - Level 7
9745519: 45 Tage idle - Level 8
9760419: 17 Tage idle - Level 3
12653619: 2 Tage idle - Level 6
10838019: 36 Tage idle - Level 7
8756919: 154 Tage idle - Level 12
12461019: 10 Tage idle - Level 15
8022119: 2 Tage idle - Level 32
11614219: 2 Tage idle - Level 11
10078519: 105 Tage idle - Level 7
12020619: 61 Tage idle - Level 4
12973019: 7 Tage idle - Level 1
10666019: 16 Tage idle - Level 7
