Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Mon May  1 00:13:00 2006
14461217: 11 Tage idle - Level 4
14264017: 0 Tage idle - Level 12
13700217: 38 Tage idle - Level 1 => LOESCHEN
13128617: 2 Tage idle - Level 9
13381117: 18 Tage idle - Level 7
8186617: 2 Tage idle - Level 18
9074117: 89 Tage idle - Level 5
8475217: 128 Tage idle - Level 5
13716117: 4 Tage idle - Level 8
12625817: 1 Tage idle - Level 7
8399717: 2 Tage idle - Level 18 (KEEP_CHARACTER)
13513317: 26 Tage idle - Level 1
13893117: 1 Tage idle - Level 7
14244117: 8 Tage idle - Level 7
12636017: 28 Tage idle - Level 1
14173217: 19 Tage idle - Level 1
14132817: 16 Tage idle - Level 1
14189117: 29 Tage idle - Level 1
14518517: 0 Tage idle - Level 21
11166217: 39 Tage idle - Level 11
8359917: 41 Tage idle - Level 5
13438417: 22 Tage idle - Level 1
11627517: 7 Tage idle - Level 8
12722517: 31 Tage idle - Level 1 => LOESCHEN
13043017: 17 Tage idle - Level 7
14710717: 0 Tage idle - Level 1
14300417: 20 Tage idle - Level 1
13707117: 57 Tage idle - Level 1 => LOESCHEN
11648017: 71 Tage idle - Level 10
10430417: 226 Tage idle - Level 8
13388017: 60 Tage idle - Level 5
13676717: 35 Tage idle - Level 6
12297717: 59 Tage idle - Level 2
10689617: 132 Tage idle - Level 10
13681317: 58 Tage idle - Level 1 => LOESCHEN
9445217: 2 Tage idle - Level 19 (KEEP_CHARACTER)
12024217: 9 Tage idle - Level 1
14751817: 0 Tage idle - Level 1
14422717: 1 Tage idle - Level 1
11561917: 129 Tage idle - Level 15
14691117: 4 Tage idle - Level 1
14089317: 30 Tage idle - Level 2
13779017: 1 Tage idle - Level 13
13576217: 17 Tage idle - Level 7
13667717: 59 Tage idle - Level 1 => LOESCHEN
14018717: 1 Tage idle - Level 4
12167017: 12 Tage idle - Level 20 (KEEP_CHARACTER)
8837317: 8 Tage idle - Level 13
14195717: 27 Tage idle - Level 1
11091617: 195 Tage idle - Level 6 => LOESCHEN
12430117: 0 Tage idle - Level 19
13981517: 42 Tage idle - Level 1 => LOESCHEN
10088017: 141 Tage idle - Level 14
14378617: 19 Tage idle - Level 1
10169217: 1 Tage idle - Level 14
10204317: 197 Tage idle - Level 9
13115917: 38 Tage idle - Level 2
14049517: 0 Tage idle - Level 20
12724417: 0 Tage idle - Level 13
12319817: 71 Tage idle - Level 8
12491117: 28 Tage idle - Level 14
14190717: 2 Tage idle - Level 1
13632517: 58 Tage idle - Level 1 => LOESCHEN
10848217: 10 Tage idle - Level 8
14728517: 1 Tage idle - Level 1
10645417: 0 Tage idle - Level 26
11087617: 128 Tage idle - Level 17
12218717: 0 Tage idle - Level 2
14328517: 0 Tage idle - Level 4
13774717: 53 Tage idle - Level 1 => LOESCHEN
13860517: 25 Tage idle - Level 5
10584817: 233 Tage idle - Level 7 => LOESCHEN
12938117: 0 Tage idle - Level 11
14140617: 0 Tage idle - Level 4
7945417: 19 Tage idle - Level 41
10397917: 3 Tage idle - Level 11 (KEEP_CHARACTER)
13921817: 43 Tage idle - Level 1 => LOESCHEN
14323517: 1 Tage idle - Level 4
11878617: 109 Tage idle - Level 3 => LOESCHEN
14262917: 23 Tage idle - Level 1
9391817: 4 Tage idle - Level 15
12001217: 0 Tage idle - Level 12 (KEEP_CHARACTER)
9488917: 219 Tage idle - Level 10
14486217: 9 Tage idle - Level 1
13188417: 51 Tage idle - Level 1 => LOESCHEN
11129617: 12 Tage idle - Level 11
12062217: 3 Tage idle - Level 3
9382117: 1 Tage idle - Level 18
10206217: 188 Tage idle - Level 8
13816717: 51 Tage idle - Level 1 => LOESCHEN
12316017: 25 Tage idle - Level 15 (KEEP_CHARACTER)
14263517: 7 Tage idle - Level 1
12159317: 63 Tage idle - Level 20
8748417: 321 Tage idle - Level 12
14603117: 8 Tage idle - Level 1
13720217: 0 Tage idle - Level 13
8247317: 132 Tage idle - Level 8
13579417: 57 Tage idle - Level 1 => LOESCHEN
12113917: 25 Tage idle - Level 6 (KEEP_CHARACTER)
8130317: 277 Tage idle - Level 28
13908817: 4 Tage idle - Level 4
11849717: 49 Tage idle - Level 6
14477217: 0 Tage idle - Level 8
8227417: 302 Tage idle - Level 19
9368517: 2 Tage idle - Level 8
14376117: 19 Tage idle - Level 1
14128217: 2 Tage idle - Level 12 (KEEP_CHARACTER)
11758917: 123 Tage idle - Level 8
14508317: 0 Tage idle - Level 1
14477917: 3 Tage idle - Level 8
9282317: 287 Tage idle - Level 21
9733317: 42 Tage idle - Level 11
8309217: 303 Tage idle - Level 12
10608117: 15 Tage idle - Level 10
8729817: 338 Tage idle - Level 11 => LOESCHEN
8157117: 42 Tage idle - Level 9 (KEEP_CHARACTER)
12439617: 3 Tage idle - Level 3
14139117: 33 Tage idle - Level 1 => LOESCHEN
14143817: 12 Tage idle - Level 1
13671117: 59 Tage idle - Level 1 => LOESCHEN
13707217: 50 Tage idle - Level 1 => LOESCHEN
14194517: 0 Tage idle - Level 20
10846417: 29 Tage idle - Level 1
13676817: 29 Tage idle - Level 8
13266517: 51 Tage idle - Level 2
13023217: 86 Tage idle - Level 3
13803317: 1 Tage idle - Level 11
13236317: 35 Tage idle - Level 1 => LOESCHEN
13697317: 21 Tage idle - Level 1
13738017: 42 Tage idle - Level 1 => LOESCHEN
14509617: 13 Tage idle - Level 1
13955817: 0 Tage idle - Level 7
14306817: 0 Tage idle - Level 10
8056717: 15 Tage idle - Level 12
11653417: 174 Tage idle - Level 5 => LOESCHEN
14646117: 0 Tage idle - Level 7
11744917: 161 Tage idle - Level 6
13895117: 8 Tage idle - Level 15
7974417: 21 Tage idle - Level 10
9460917: 112 Tage idle - Level 9
10538517: 100 Tage idle - Level 6
9881417: 101 Tage idle - Level 5
12729517: 73 Tage idle - Level 10
8132917: 230 Tage idle - Level 45
8427117: 15 Tage idle - Level 6
13424517: 59 Tage idle - Level 2
12587717: 117 Tage idle - Level 7
11406117: 0 Tage idle - Level 1
12709617: 1 Tage idle - Level 9
9790617: 252 Tage idle - Level 19
14621217: 0 Tage idle - Level 1
13369517: 69 Tage idle - Level 5
10913617: 1 Tage idle - Level 11
14596417: 0 Tage idle - Level 4
10189917: 79 Tage idle - Level 9
8761517: 14 Tage idle - Level 1
12218817: 45 Tage idle - Level 1 => LOESCHEN
8771817: 20 Tage idle - Level 11
14657717: 5 Tage idle - Level 1
14227517: 0 Tage idle - Level 13
12958817: 17 Tage idle - Level 7
8073517: 1 Tage idle - Level 25
13897017: 30 Tage idle - Level 8
13978217: 42 Tage idle - Level 1 => LOESCHEN
9174117: 0 Tage idle - Level 20
14252717: 0 Tage idle - Level 9
12148517: 24 Tage idle - Level 7
11549617: 113 Tage idle - Level 8
13253817: 0 Tage idle - Level 5
7991217: 0 Tage idle - Level 28
12163417: 0 Tage idle - Level 25
8261017: 90 Tage idle - Level 6
14719617: 1 Tage idle - Level 2
13056617: 21 Tage idle - Level 1
14445917: 2 Tage idle - Level 13 (KEEP_CHARACTER)
13193117: 0 Tage idle - Level 7
9499217: 5 Tage idle - Level 8
11828617: 2 Tage idle - Level 19
14192717: 29 Tage idle - Level 1
9438917: 59 Tage idle - Level 8
11990317: 86 Tage idle - Level 8
13488017: 61 Tage idle - Level 6
9297017: 1 Tage idle - Level 27
13569217: 13 Tage idle - Level 2
13244817: 39 Tage idle - Level 11
9960117: 34 Tage idle - Level 7
12934517: 71 Tage idle - Level 2 => LOESCHEN
11271517: 0 Tage idle - Level 14
12331717: 7 Tage idle - Level 6
11287417: 8 Tage idle - Level 1
8510517: 0 Tage idle - Level 30 (KEEP_CHARACTER)
11200917: 0 Tage idle - Level 29
10566917: 5 Tage idle - Level 2
11789117: 1 Tage idle - Level 7
12711817: 42 Tage idle - Level 7
12839017: 0 Tage idle - Level 24
8729217: 8 Tage idle - Level 13
11049817: 12 Tage idle - Level 16
8815017: 114 Tage idle - Level 5
12276717: 39 Tage idle - Level 3
10252717: 0 Tage idle - Level 4
8333917: 226 Tage idle - Level 11
12985917: 60 Tage idle - Level 3
14715917: 1 Tage idle - Level 1
11237317: 2 Tage idle - Level 1 (KEEP_CHARACTER)
11363617: 18 Tage idle - Level 6
14315917: 20 Tage idle - Level 1
8065817: 47 Tage idle - Level 9
8480717: 16 Tage idle - Level 13
14407317: 18 Tage idle - Level 1
8157217: 61 Tage idle - Level 8
11910717: 76 Tage idle - Level 10
14625017: 7 Tage idle - Level 1
14549517: 11 Tage idle - Level 1
11272817: 0 Tage idle - Level 20
13175117: 77 Tage idle - Level 2 => LOESCHEN
9764217: 65 Tage idle - Level 4
9065317: 0 Tage idle - Level 10 (KEEP_CHARACTER)
12373417: 78 Tage idle - Level 4
12905617: 1 Tage idle - Level 12
13474017: 10 Tage idle - Level 6 (KEEP_CHARACTER)
13849517: 12 Tage idle - Level 4
9090517: 38 Tage idle - Level 7
13738117: 55 Tage idle - Level 1 => LOESCHEN
11476217: 65 Tage idle - Level 8
8091617: 41 Tage idle - Level 8
14504017: 13 Tage idle - Level 1
12607317: 69 Tage idle - Level 8
8750017: 173 Tage idle - Level 13
9764917: 72 Tage idle - Level 4
9228317: 2 Tage idle - Level 21
14514317: 2 Tage idle - Level 1
12825017: 1 Tage idle - Level 4
13267217: 10 Tage idle - Level 7 (KEEP_CHARACTER)
14656517: 2 Tage idle - Level 3
14083917: 26 Tage idle - Level 7
8118017: 11 Tage idle - Level 6
14620717: 3 Tage idle - Level 8
14701917: 1 Tage idle - Level 13 (KEEP_CHARACTER)
13298017: 13 Tage idle - Level 18
9142117: 51 Tage idle - Level 8
14560017: 5 Tage idle - Level 7
13140617: 88 Tage idle - Level 2 => LOESCHEN
13769617: 23 Tage idle - Level 3 (KEEP_CHARACTER)
12344517: 22 Tage idle - Level 5
8604517: 50 Tage idle - Level 37
14125217: 0 Tage idle - Level 17 (KEEP_CHARACTER)
12192417: 132 Tage idle - Level 8
11629617: 99 Tage idle - Level 14
12932017: 1 Tage idle - Level 9
14672017: 0 Tage idle - Level 1
14753217: 0 Tage idle - Level 1
14424117: 17 Tage idle - Level 1
8422217: 0 Tage idle - Level 14
8468317: 70 Tage idle - Level 7
14358917: 0 Tage idle - Level 4
11037017: 146 Tage idle - Level 11
8367217: 28 Tage idle - Level 9
9959317: 95 Tage idle - Level 21
11427417: 106 Tage idle - Level 9
14753917: 0 Tage idle - Level 1
9391317: 12 Tage idle - Level 28 (KEEP_CHARACTER)
8129617: 2 Tage idle - Level 20
8909717: 141 Tage idle - Level 8
14597117: 0 Tage idle - Level 9
14713417: 1 Tage idle - Level 1
13131617: 0 Tage idle - Level 11
10509717: 2 Tage idle - Level 8
11979917: 39 Tage idle - Level 1 => LOESCHEN
12046917: 77 Tage idle - Level 15
11822417: 160 Tage idle - Level 6
12011017: 38 Tage idle - Level 1 => LOESCHEN
14161317: 2 Tage idle - Level 2
13689717: 4 Tage idle - Level 1 (KEEP_CHARACTER)
14577217: 9 Tage idle - Level 1
9377017: 156 Tage idle - Level 7
10823517: 125 Tage idle - Level 4 => LOESCHEN
8782817: 168 Tage idle - Level 10
8545117: 53 Tage idle - Level 4
11812817: 38 Tage idle - Level 1 => LOESCHEN
8803617: 305 Tage idle - Level 11
9164617: 15 Tage idle - Level 10
11331617: 51 Tage idle - Level 1 => LOESCHEN
10940117: 0 Tage idle - Level 33 (KEEP_CHARACTER)
11909917: 28 Tage idle - Level 8
14456217: 2 Tage idle - Level 1
14588117: 4 Tage idle - Level 2
11473817: 87 Tage idle - Level 6
14137417: 0 Tage idle - Level 5
13827117: 7 Tage idle - Level 7
8556017: 2 Tage idle - Level 1
13442017: 49 Tage idle - Level 1 => LOESCHEN
10586917: 115 Tage idle - Level 8
14563217: 10 Tage idle - Level 1
12260917: 0 Tage idle - Level 21
12504417: 92 Tage idle - Level 9
13782017: 46 Tage idle - Level 1 => LOESCHEN
13377417: 10 Tage idle - Level 1
14427317: 4 Tage idle - Level 2
8632917: 0 Tage idle - Level 12
14199718: 3 Tage idle - Level 1
14447918: 16 Tage idle - Level 1
9622118: 10 Tage idle - Level 9
12687718: 110 Tage idle - Level 8
13737618: 23 Tage idle - Level 10
8947718: 102 Tage idle - Level 23
13408518: 58 Tage idle - Level 1 => LOESCHEN
14675918: 3 Tage idle - Level 1
14012018: 28 Tage idle - Level 1
13620618: 40 Tage idle - Level 2
14554218: 4 Tage idle - Level 3
14270218: 1 Tage idle - Level 12
10269318: 0 Tage idle - Level 15
13342218: 3 Tage idle - Level 2
9313618: 35 Tage idle - Level 25
10101618: 11 Tage idle - Level 11
10568218: 14 Tage idle - Level 15
8810818: 227 Tage idle - Level 20
14220118: 2 Tage idle - Level 1
14428618: 3 Tage idle - Level 6
14433218: 6 Tage idle - Level 2
14514418: 13 Tage idle - Level 1
14109818: 34 Tage idle - Level 1 => LOESCHEN
12957018: 0 Tage idle - Level 15 (KEEP_CHARACTER)
11659218: 109 Tage idle - Level 4
8234118: 139 Tage idle - Level 10
13196418: 35 Tage idle - Level 1 => LOESCHEN
11912018: 68 Tage idle - Level 2 => LOESCHEN
14378218: 8 Tage idle - Level 1
14585718: 4 Tage idle - Level 1
12480518: 15 Tage idle - Level 1
10209618: 19 Tage idle - Level 13
14687418: 0 Tage idle - Level 6
13343518: 70 Tage idle - Level 2 => LOESCHEN
14439518: 15 Tage idle - Level 1
9370218: 223 Tage idle - Level 8
13981818: 42 Tage idle - Level 1 => LOESCHEN
7975218: 114 Tage idle - Level 4
14702618: 3 Tage idle - Level 1
8326218: 152 Tage idle - Level 16
13739518: 43 Tage idle - Level 18
13906518: 2 Tage idle - Level 8
12816118: 42 Tage idle - Level 4
14399418: 19 Tage idle - Level 1
13880718: 30 Tage idle - Level 1 => LOESCHEN
8300718: 30 Tage idle - Level 17
13349818: 27 Tage idle - Level 9
10690818: 206 Tage idle - Level 7
13764718: 54 Tage idle - Level 1 => LOESCHEN
13480718: 15 Tage idle - Level 1
13516818: 57 Tage idle - Level 1 => LOESCHEN
14530618: 12 Tage idle - Level 1
9462318: 27 Tage idle - Level 14
9214418: 189 Tage idle - Level 16
9756618: 164 Tage idle - Level 17
7950318: 1 Tage idle - Level 10
14648218: 6 Tage idle - Level 1 (KEEP_CHARACTER)
9493118: 20 Tage idle - Level 8
13020318: 31 Tage idle - Level 1 => LOESCHEN
9412218: 1 Tage idle - Level 5
14374518: 18 Tage idle - Level 1
13122018: 31 Tage idle - Level 14
13912418: 0 Tage idle - Level 15
14486518: 4 Tage idle - Level 1 (KEEP_CHARACTER)
12883018: 11 Tage idle - Level 5
7971518: 190 Tage idle - Level 6 => LOESCHEN
13614118: 30 Tage idle - Level 6
14420518: 0 Tage idle - Level 8
13786518: 2 Tage idle - Level 6
14765518: 0 Tage idle - Level 1
7951618: 66 Tage idle - Level 47
11059618: 121 Tage idle - Level 9
13458018: 42 Tage idle - Level 11
9803918: 10 Tage idle - Level 9
14021118: 9 Tage idle - Level 2
8313518: 22 Tage idle - Level 16
10242618: 27 Tage idle - Level 7
14092418: 0 Tage idle - Level 14
10744318: 26 Tage idle - Level 4
8202118: 36 Tage idle - Level 18
7988718: 3 Tage idle - Level 45
10218018: 182 Tage idle - Level 13
13129618: 56 Tage idle - Level 1 => LOESCHEN
14559318: 2 Tage idle - Level 2
13681018: 0 Tage idle - Level 15
8147118: 4 Tage idle - Level 31
14320718: 16 Tage idle - Level 1
8805618: 2 Tage idle - Level 19
9247818: 25 Tage idle - Level 12
8035818: 162 Tage idle - Level 9
14417818: 11 Tage idle - Level 1
11394618: 0 Tage idle - Level 5
14139418: 30 Tage idle - Level 1 => LOESCHEN
8547818: 8 Tage idle - Level 14
9313718: 0 Tage idle - Level 19
11739918: 9 Tage idle - Level 18 (KEEP_CHARACTER)
11455918: 151 Tage idle - Level 16
13722418: 8 Tage idle - Level 1
13894818: 45 Tage idle - Level 1 => LOESCHEN
12804718: 17 Tage idle - Level 4
8613718: 2 Tage idle - Level 15
11309718: 195 Tage idle - Level 6 => LOESCHEN
14681218: 4 Tage idle - Level 1
12961818: 5 Tage idle - Level 11
9086718: 293 Tage idle - Level 10
9993018: 1 Tage idle - Level 28 (KEEP_CHARACTER)
14661318: 0 Tage idle - Level 1 (KEEP_CHARACTER)
12480618: 11 Tage idle - Level 12 (KEEP_CHARACTER)
9704718: 167 Tage idle - Level 10
9005818: 0 Tage idle - Level 6
8087818: 223 Tage idle - Level 12
12490918: 39 Tage idle - Level 12
13546418: 20 Tage idle - Level 1
12374918: 0 Tage idle - Level 12
14722618: 0 Tage idle - Level 6
9198718: 244 Tage idle - Level 12
12045818: 19 Tage idle - Level 7
14525418: 2 Tage idle - Level 2
14651718: 6 Tage idle - Level 1
11168518: 3 Tage idle - Level 19
14176118: 25 Tage idle - Level 1
8787318: 20 Tage idle - Level 11
14627118: 0 Tage idle - Level 1
12649218: 3 Tage idle - Level 8
14424318: 15 Tage idle - Level 1
10225218: 47 Tage idle - Level 1 => LOESCHEN
14105518: 0 Tage idle - Level 2
14359018: 17 Tage idle - Level 2
12051018: 142 Tage idle - Level 7
12420918: 28 Tage idle - Level 1
12836818: 98 Tage idle - Level 7
13805518: 45 Tage idle - Level 1 => LOESCHEN
10944718: 25 Tage idle - Level 1 (KEEP_CHARACTER)
14536318: 2 Tage idle - Level 6
12603818: 26 Tage idle - Level 1
10914518: 29 Tage idle - Level 28
14713618: 0 Tage idle - Level 5
14602218: 8 Tage idle - Level 1
8565218: 1 Tage idle - Level 32
9463018: 168 Tage idle - Level 9
14415318: 16 Tage idle - Level 1
8246418: 244 Tage idle - Level 14
14673518: 4 Tage idle - Level 1
14557518: 8 Tage idle - Level 1
8261318: 10 Tage idle - Level 5
13213618: 2 Tage idle - Level 8
11316918: 25 Tage idle - Level 7
7951018: 2 Tage idle - Level 1 (KEEP_CHARACTER)
11731818: 4 Tage idle - Level 12
13922818: 37 Tage idle - Level 9
14238718: 27 Tage idle - Level 1
13355818: 77 Tage idle - Level 3
12716418: 67 Tage idle - Level 5 (KEEP_CHARACTER)
8570518: 116 Tage idle - Level 6
13776318: 53 Tage idle - Level 1 => LOESCHEN
8368718: 102 Tage idle - Level 12
13528418: 59 Tage idle - Level 1 => LOESCHEN
9342018: 0 Tage idle - Level 55 (KEEP_CHARACTER)
11636318: 7 Tage idle - Level 3
8753418: 314 Tage idle - Level 11
8009418: 27 Tage idle - Level 47
8505518: 4 Tage idle - Level 1 (KEEP_CHARACTER)
14517718: 6 Tage idle - Level 2
12873518: 2 Tage idle - Level 16
8019718: 138 Tage idle - Level 5
13062118: 4 Tage idle - Level 7
10359018: 1 Tage idle - Level 21
13563918: 12 Tage idle - Level 4
11667118: 49 Tage idle - Level 10
11054018: 0 Tage idle - Level 11
14213818: 11 Tage idle - Level 1
14386118: 7 Tage idle - Level 8
14634318: 2 Tage idle - Level 8
10187018: 198 Tage idle - Level 8
11444418: 14 Tage idle - Level 14
9363218: 188 Tage idle - Level 6 => LOESCHEN
14031518: 5 Tage idle - Level 1
13802418: 5 Tage idle - Level 7
14118318: 16 Tage idle - Level 1
11799718: 9 Tage idle - Level 8
12641118: 111 Tage idle - Level 3 => LOESCHEN
11262118: 0 Tage idle - Level 9 (KEEP_CHARACTER)
7978518: 7 Tage idle - Level 32
13620118: 0 Tage idle - Level 17
13828618: 49 Tage idle - Level 1 => LOESCHEN
9227318: 4 Tage idle - Level 16 (KEEP_CHARACTER)
11237618: 8 Tage idle - Level 8
12297518: 0 Tage idle - Level 6
12332618: 1 Tage idle - Level 13
13018318: 59 Tage idle - Level 7
11333718: 43 Tage idle - Level 7
12064518: 102 Tage idle - Level 7
14458318: 16 Tage idle - Level 1
9957018: 15 Tage idle - Level 8
13666918: 2 Tage idle - Level 1
8263918: 0 Tage idle - Level 21
13342418: 1 Tage idle - Level 26
9359918: 41 Tage idle - Level 7 (KEEP_CHARACTER)
14316818: 22 Tage idle - Level 1
13681818: 0 Tage idle - Level 1
11415518: 0 Tage idle - Level 4
9329718: 47 Tage idle - Level 11
8158118: 35 Tage idle - Level 12
14707118: 2 Tage idle - Level 1
9552018: 17 Tage idle - Level 8
12992018: 0 Tage idle - Level 13 (KEEP_CHARACTER)
12951618: 16 Tage idle - Level 20 (KEEP_CHARACTER)
12131018: 0 Tage idle - Level 15
13692718: 0 Tage idle - Level 6
12228118: 12 Tage idle - Level 14
13779518: 53 Tage idle - Level 1 => LOESCHEN
14094418: 19 Tage idle - Level 1
13657918: 59 Tage idle - Level 1 => LOESCHEN
14712418: 2 Tage idle - Level 5
9811118: 18 Tage idle - Level 10
10812218: 213 Tage idle - Level 8
10858318: 65 Tage idle - Level 11
8072618: 15 Tage idle - Level 30
13106018: 72 Tage idle - Level 5
13931218: 10 Tage idle - Level 1
8604818: 241 Tage idle - Level 8 => LOESCHEN
10452718: 53 Tage idle - Level 9
11016818: 10 Tage idle - Level 9
13744318: 6 Tage idle - Level 2
8873218: 42 Tage idle - Level 10
13870618: 1 Tage idle - Level 4
13415218: 19 Tage idle - Level 1
13592218: 42 Tage idle - Level 1 => LOESCHEN
13754618: 0 Tage idle - Level 1 (KEEP_CHARACTER)
10483518: 43 Tage idle - Level 7
12796118: 43 Tage idle - Level 14
12502118: 98 Tage idle - Level 8
9614618: 98 Tage idle - Level 12
14120518: 34 Tage idle - Level 1 => LOESCHEN
13820518: 50 Tage idle - Level 1 => LOESCHEN
14713718: 2 Tage idle - Level 4
11194418: 163 Tage idle - Level 11
14475818: 13 Tage idle - Level 1
9275618: 0 Tage idle - Level 3
14278618: 23 Tage idle - Level 1
9696118: 46 Tage idle - Level 8
13684318: 57 Tage idle - Level 1 => LOESCHEN
13846718: 37 Tage idle - Level 1 (KEEP_CHARACTER)
13568318: 35 Tage idle - Level 16
9412418: 146 Tage idle - Level 8
14299118: 0 Tage idle - Level 7
10752918: 49 Tage idle - Level 15
14273618: 2 Tage idle - Level 1
14440618: 11 Tage idle - Level 1
13067218: 8 Tage idle - Level 1
8196118: 59 Tage idle - Level 15
11707318: 8 Tage idle - Level 1
11595718: 1 Tage idle - Level 11
11347818: 0 Tage idle - Level 3
14755418: 0 Tage idle - Level 4
13179218: 35 Tage idle - Level 1 => LOESCHEN
13214318: 0 Tage idle - Level 22
9195718: 35 Tage idle - Level 7
10723318: 200 Tage idle - Level 6 => LOESCHEN
12093518: 40 Tage idle - Level 1 => LOESCHEN
13842318: 2 Tage idle - Level 1
11738118: 15 Tage idle - Level 2
14528018: 2 Tage idle - Level 1
11788918: 0 Tage idle - Level 9 (KEEP_CHARACTER)
8313018: 217 Tage idle - Level 11
11378618: 0 Tage idle - Level 19
13771418: 0 Tage idle - Level 20 (KEEP_CHARACTER)
13361118: 0 Tage idle - Level 13
13939418: 1 Tage idle - Level 4
9338118: 0 Tage idle - Level 16
14589018: 9 Tage idle - Level 1
14750418: 0 Tage idle - Level 3
9261618: 60 Tage idle - Level 1 (KEEP_CHARACTER)
14183418: 0 Tage idle - Level 2
9190718: 23 Tage idle - Level 10 (KEEP_CHARACTER)
10971918: 0 Tage idle - Level 20
10227918: 249 Tage idle - Level 9
14563518: 8 Tage idle - Level 6
13184518: 50 Tage idle - Level 3
12545118: 47 Tage idle - Level 1 => LOESCHEN
14037218: 0 Tage idle - Level 17
12433818: 0 Tage idle - Level 29
13367418: 3 Tage idle - Level 2
8121118: 15 Tage idle - Level 6
11278118: 20 Tage idle - Level 13
12945818: 19 Tage idle - Level 1
13341918: 29 Tage idle - Level 4
8101218: 19 Tage idle - Level 5
8147318: 48 Tage idle - Level 18
14215118: 17 Tage idle - Level 1
8259318: 78 Tage idle - Level 4
9100818: 204 Tage idle - Level 7
12703118: 14 Tage idle - Level 3
8562918: 227 Tage idle - Level 11
14372218: 20 Tage idle - Level 1
8112118: 0 Tage idle - Level 56
8046918: 29 Tage idle - Level 23
14185318: 0 Tage idle - Level 5
13708318: 43 Tage idle - Level 1 => LOESCHEN
9152118: 8 Tage idle - Level 1 (KEEP_CHARACTER)
7954318: 58 Tage idle - Level 1 => LOESCHEN
13885318: 14 Tage idle - Level 16
8558918: 3 Tage idle - Level 14
11375518: 0 Tage idle - Level 33 (KEEP_CHARACTER)
11410618: 133 Tage idle - Level 10
8533318: 53 Tage idle - Level 9
14707918: 0 Tage idle - Level 7
12289218: 5 Tage idle - Level 21
8832218: 7 Tage idle - Level 28
13910818: 46 Tage idle - Level 1 => LOESCHEN
12040318: 7 Tage idle - Level 7
12998418: 96 Tage idle - Level 1 (KEEP_CHARACTER)
10519018: 8 Tage idle - Level 16
12005518: 67 Tage idle - Level 2 => LOESCHEN
9447018: 53 Tage idle - Level 8
10777218: 154 Tage idle - Level 7
14368918: 19 Tage idle - Level 1
14373518: 2 Tage idle - Level 1
14662118: 5 Tage idle - Level 1
13490618: 5 Tage idle - Level 9
14379118: 0 Tage idle - Level 2 (KEEP_CHARACTER)
13784918: 47 Tage idle - Level 6
14009618: 2 Tage idle - Level 8
14262118: 26 Tage idle - Level 1
10184718: 41 Tage idle - Level 11
13055818: 3 Tage idle - Level 11 (KEEP_CHARACTER)
11776818: 41 Tage idle - Level 14
10721518: 1 Tage idle - Level 14
13840518: 46 Tage idle - Level 1 => LOESCHEN
13268918: 12 Tage idle - Level 1
7960218: 2 Tage idle - Level 5 (KEEP_CHARACTER)
11452318: 76 Tage idle - Level 2 => LOESCHEN
11579618: 1 Tage idle - Level 9
13694018: 4 Tage idle - Level 2 (KEEP_CHARACTER)
14090118: 17 Tage idle - Level 1 (KEEP_CHARACTER)
13491218: 13 Tage idle - Level 4
12041618: 19 Tage idle - Level 1
14283318: 1 Tage idle - Level 8
13790818: 13 Tage idle - Level 14
11721718: 28 Tage idle - Level 9
14304118: 23 Tage idle - Level 1
10884918: 118 Tage idle - Level 5
11691218: 168 Tage idle - Level 6
13958818: 15 Tage idle - Level 1
14020118: 17 Tage idle - Level 1
14521918: 12 Tage idle - Level 1
12670218: 58 Tage idle - Level 1 => LOESCHEN
14365118: 2 Tage idle - Level 7
11798618: 4 Tage idle - Level 35
13452018: 1 Tage idle - Level 4
12235418: 8 Tage idle - Level 15
11722318: 32 Tage idle - Level 1 => LOESCHEN
14274318: 23 Tage idle - Level 3
12995318: 39 Tage idle - Level 10
10308518: 0 Tage idle - Level 23
14770418: 0 Tage idle - Level 1
14522518: 12 Tage idle - Level 1
11084418: 106 Tage idle - Level 8
14325318: 1 Tage idle - Level 1
11667318: 45 Tage idle - Level 10
14087418: 36 Tage idle - Level 1 => LOESCHEN
13488518: 32 Tage idle - Level 4
11464518: 3 Tage idle - Level 1
12975418: 1 Tage idle - Level 9
13407618: 38 Tage idle - Level 1 => LOESCHEN
12859418: 9 Tage idle - Level 7
9024018: 203 Tage idle - Level 8
9530418: 3 Tage idle - Level 8
14340918: 1 Tage idle - Level 8
9272618: 65 Tage idle - Level 14
13676718: 17 Tage idle - Level 8
10927518: 50 Tage idle - Level 9
14108918: 14 Tage idle - Level 4
8557718: 196 Tage idle - Level 9
14731218: 0 Tage idle - Level 1
8354918: 1 Tage idle - Level 20 (KEEP_CHARACTER)
14367018: 20 Tage idle - Level 1
12631718: 98 Tage idle - Level 5
13489818: 63 Tage idle - Level 9
7979318: 38 Tage idle - Level 4
13039018: 78 Tage idle - Level 6
9217918: 188 Tage idle - Level 8
8213318: 39 Tage idle - Level 8
12657918: 112 Tage idle - Level 8
8593118: 7 Tage idle - Level 14
12946518: 17 Tage idle - Level 1
14524418: 0 Tage idle - Level 6
10360118: 208 Tage idle - Level 6 => LOESCHEN
14610218: 8 Tage idle - Level 1
9618518: 23 Tage idle - Level 15
11917418: 20 Tage idle - Level 12
14256318: 26 Tage idle - Level 1
9881318: 22 Tage idle - Level 3
10386318: 0 Tage idle - Level 9
