Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Tue Nov  1 00:13:00 2005
9037414: 18 Tage idle - Level 10
11001614: 36 Tage idle - Level 1 => LOESCHEN
9787014: 4 Tage idle - Level 18
10083614: 19 Tage idle - Level 1
10863714: 0 Tage idle - Level 9
11007214: 36 Tage idle - Level 1 => LOESCHEN
8256214: 115 Tage idle - Level 7
11194514: 1 Tage idle - Level 6
11275714: 1 Tage idle - Level 1
10717514: 50 Tage idle - Level 1 => LOESCHEN
11367114: 3 Tage idle - Level 1
9523914: 92 Tage idle - Level 8
11038014: 29 Tage idle - Level 1
11499014: 1 Tage idle - Level 4
8697314: 2 Tage idle - Level 18
11422814: 6 Tage idle - Level 1
8955814: 99 Tage idle - Level 14
10423914: 1 Tage idle - Level 13
8960414: 132 Tage idle - Level 14
9802914: 0 Tage idle - Level 18
9975214: 15 Tage idle - Level 7
9813114: 0 Tage idle - Level 18
9114214: 70 Tage idle - Level 20
9321714: 1 Tage idle - Level 1
8722814: 8 Tage idle - Level 2
9818814: 91 Tage idle - Level 3 => LOESCHEN
9874114: 1 Tage idle - Level 22
10789414: 22 Tage idle - Level 15 (KEEP_CHARACTER)
10044414: 76 Tage idle - Level 7
9671314: 0 Tage idle - Level 3
11555314: 0 Tage idle - Level 5
11352514: 1 Tage idle - Level 3
9484414: 84 Tage idle - Level 8
10561014: 0 Tage idle - Level 10
10150814: 15 Tage idle - Level 6
10201814: 14 Tage idle - Level 1
9383314: 36 Tage idle - Level 1 => LOESCHEN
10546814: 0 Tage idle - Level 9
11560614: 0 Tage idle - Level 2
8212014: 162 Tage idle - Level 10
10678714: 31 Tage idle - Level 1 => LOESCHEN
8187214: 195 Tage idle - Level 6 => LOESCHEN
11034314: 34 Tage idle - Level 1 => LOESCHEN
11054914: 0 Tage idle - Level 10
8785014: 39 Tage idle - Level 13 (KEEP_CHARACTER)
10299214: 9 Tage idle - Level 1
10501314: 61 Tage idle - Level 6
9221914: 20 Tage idle - Level 12
11516114: 3 Tage idle - Level 1
11485714: 1 Tage idle - Level 10 (KEEP_CHARACTER)
9977114: 3 Tage idle - Level 1
8015514: 71 Tage idle - Level 5
10233214: 39 Tage idle - Level 2
8649114: 14 Tage idle - Level 25
11470414: 6 Tage idle - Level 1
10091414: 68 Tage idle - Level 10
11187414: 9 Tage idle - Level 4
8091414: 54 Tage idle - Level 10
11228114: 22 Tage idle - Level 1
8588514: 2 Tage idle - Level 8
10360114: 4 Tage idle - Level 9
10081814: 81 Tage idle - Level 3
9795514: 103 Tage idle - Level 7
10538414: 58 Tage idle - Level 1 (KEEP_CHARACTER)
11066414: 31 Tage idle - Level 1 => LOESCHEN
10918514: 14 Tage idle - Level 1
10923114: 24 Tage idle - Level 1
11117414: 9 Tage idle - Level 2
9446514: 1 Tage idle - Level 1
8067514: 7 Tage idle - Level 9
10695514: 53 Tage idle - Level 2
9451114: 96 Tage idle - Level 9
9583014: 84 Tage idle - Level 4
11467014: 6 Tage idle - Level 1
9051114: 0 Tage idle - Level 32 (KEEP_CHARACTER)
9831214: 58 Tage idle - Level 1 => LOESCHEN
8336214: 154 Tage idle - Level 5 => LOESCHEN
8098314: 200 Tage idle - Level 7
8340914: 15 Tage idle - Level 8
11036914: 23 Tage idle - Level 3
9983714: 81 Tage idle - Level 1 (KEEP_CHARACTER)
11122714: 29 Tage idle - Level 1
11543214: 1 Tage idle - Level 1
10625514: 36 Tage idle - Level 1 => LOESCHEN
8129414: 25 Tage idle - Level 8
10676214: 1 Tage idle - Level 7
10184814: 22 Tage idle - Level 23
9072314: 43 Tage idle - Level 6
11037514: 4 Tage idle - Level 2
11123314: 29 Tage idle - Level 1
8124414: 44 Tage idle - Level 18
11351314: 8 Tage idle - Level 3
8175114: 104 Tage idle - Level 6
10063814: 1 Tage idle - Level 14
10439214: 65 Tage idle - Level 4
8291814: 17 Tage idle - Level 9
8251314: 192 Tage idle - Level 6 => LOESCHEN
10677514: 14 Tage idle - Level 1 (KEEP_CHARACTER)
11459314: 2 Tage idle - Level 1
9823514: 13 Tage idle - Level 9
8986714: 133 Tage idle - Level 8
9008614: 148 Tage idle - Level 4 => LOESCHEN
8170814: 172 Tage idle - Level 6
9813914: 98 Tage idle - Level 8
8434914: 7 Tage idle - Level 13
8688414: 5 Tage idle - Level 17
10075314: 10 Tage idle - Level 6
11206414: 0 Tage idle - Level 1
11545814: 1 Tage idle - Level 1
10440114: 20 Tage idle - Level 1 (KEEP_CHARACTER)
11166314: 1 Tage idle - Level 1
10283414: 4 Tage idle - Level 11 (KEEP_CHARACTER)
9384014: 107 Tage idle - Level 3 => LOESCHEN
8901414: 30 Tage idle - Level 40 (KEEP_CHARACTER)
10385114: 25 Tage idle - Level 7
9140814: 2 Tage idle - Level 50 (KEEP_CHARACTER)
8096514: 110 Tage idle - Level 13
8212814: 169 Tage idle - Level 11
8775514: 0 Tage idle - Level 9
11212314: 23 Tage idle - Level 1
9906614: 60 Tage idle - Level 1 => LOESCHEN
8820914: 96 Tage idle - Level 1 (KEEP_CHARACTER)
10335014: 35 Tage idle - Level 1 => LOESCHEN
10380114: 53 Tage idle - Level 1 => LOESCHEN
7943614: 2 Tage idle - Level 42 (KEEP_CHARACTER)
10963014: 3 Tage idle - Level 10
10932914: 1 Tage idle - Level 30
11202714: 21 Tage idle - Level 6
9415814: 68 Tage idle - Level 5 (KEEP_CHARACTER)
11552314: 0 Tage idle - Level 2
8209414: 128 Tage idle - Level 7
9643814: 99 Tage idle - Level 8
9993414: 39 Tage idle - Level 1 => LOESCHEN
9755814: 0 Tage idle - Level 13
10068214: 3 Tage idle - Level 8
10909614: 6 Tage idle - Level 5
8701114: 13 Tage idle - Level 4
8909614: 7 Tage idle - Level 21
8174614: 43 Tage idle - Level 22
10240514: 1 Tage idle - Level 10
8079114: 192 Tage idle - Level 10
9954214: 92 Tage idle - Level 8
11139314: 12 Tage idle - Level 5
8534814: 104 Tage idle - Level 8
8089414: 14 Tage idle - Level 9
11017714: 26 Tage idle - Level 5
11109114: 24 Tage idle - Level 1
10063914: 77 Tage idle - Level 8
8935414: 137 Tage idle - Level 9
8697514: 29 Tage idle - Level 11
10170214: 81 Tage idle - Level 2 => LOESCHEN
11428614: 9 Tage idle - Level 1
8003514: 3 Tage idle - Level 20
9317214: 126 Tage idle - Level 4 => LOESCHEN
8560614: 3 Tage idle - Level 3 (KEEP_CHARACTER)
10773714: 37 Tage idle - Level 1 => LOESCHEN
7961714: 0 Tage idle - Level 24 (KEEP_CHARACTER)
9575414: 29 Tage idle - Level 6
11089614: 11 Tage idle - Level 6
10409814: 0 Tage idle - Level 26
9874314: 19 Tage idle - Level 3
11388514: 12 Tage idle - Level 1
8703014: 79 Tage idle - Level 5
9226414: 16 Tage idle - Level 12
7947414: 21 Tage idle - Level 3 (KEEP_CHARACTER)
10693114: 43 Tage idle - Level 1 => LOESCHEN
8232114: 10 Tage idle - Level 9
10323614: 52 Tage idle - Level 1 => LOESCHEN
9044114: 78 Tage idle - Level 15
11211114: 13 Tage idle - Level 1 (KEEP_CHARACTER)
10703714: 52 Tage idle - Level 1 => LOESCHEN
11393814: 7 Tage idle - Level 1
9343014: 63 Tage idle - Level 5
9393814: 2 Tage idle - Level 20
10724214: 52 Tage idle - Level 1 => LOESCHEN
11379514: 8 Tage idle - Level 1
9298314: 6 Tage idle - Level 28
10293814: 8 Tage idle - Level 8 (KEEP_CHARACTER)
8820314: 90 Tage idle - Level 3 => LOESCHEN
8182414: 2 Tage idle - Level 31 (KEEP_CHARACTER)
11156814: 8 Tage idle - Level 9
10684114: 22 Tage idle - Level 1
8223114: 7 Tage idle - Level 5
9156814: 3 Tage idle - Level 8
8233414: 28 Tage idle - Level 10
11141514: 19 Tage idle - Level 2
8583014: 61 Tage idle - Level 2 => LOESCHEN
8172814: 11 Tage idle - Level 30
7943714: 45 Tage idle - Level 1 (KEEP_CHARACTER)
9764914: 9 Tage idle - Level 1
8390514: 84 Tage idle - Level 6
9486514: 48 Tage idle - Level 8
11162014: 2 Tage idle - Level 1
9810214: 85 Tage idle - Level 4
10603914: 0 Tage idle - Level 11
11253514: 20 Tage idle - Level 1
8244314: 2 Tage idle - Level 48
11471214: 6 Tage idle - Level 1
10624414: 6 Tage idle - Level 1
7984814: 1 Tage idle - Level 24
10346014: 10 Tage idle - Level 5
11071214: 29 Tage idle - Level 1
9806214: 23 Tage idle - Level 5
9198514: 123 Tage idle - Level 7
7954614: 29 Tage idle - Level 12
8634714: 0 Tage idle - Level 15 (KEEP_CHARACTER)
10781514: 12 Tage idle - Level 7
10163814: 36 Tage idle - Level 10
8031914: 80 Tage idle - Level 10
8939214: 107 Tage idle - Level 8
7975114: 81 Tage idle - Level 2 => LOESCHEN
10903414: 1 Tage idle - Level 1
9918214: 0 Tage idle - Level 14
9715414: 5 Tage idle - Level 15
10058014: 60 Tage idle - Level 1 => LOESCHEN
9604014: 3 Tage idle - Level 2
8310914: 23 Tage idle - Level 8
8235314: 82 Tage idle - Level 9
9583914: 16 Tage idle - Level 15
9746214: 36 Tage idle - Level 1 => LOESCHEN
11513214: 0 Tage idle - Level 1
8382114: 108 Tage idle - Level 24
11199814: 1 Tage idle - Level 11
11032014: 1 Tage idle - Level 2
8109714: 78 Tage idle - Level 7
10793014: 1 Tage idle - Level 1
8332014: 73 Tage idle - Level 5
9225214: 94 Tage idle - Level 3 => LOESCHEN
8590214: 148 Tage idle - Level 6
11109214: 0 Tage idle - Level 8 (KEEP_CHARACTER)
8469614: 79 Tage idle - Level 16 (KEEP_CHARACTER)
11316714: 16 Tage idle - Level 1
10226314: 4 Tage idle - Level 4
10479914: 9 Tage idle - Level 3
10104714: 50 Tage idle - Level 9
10155414: 54 Tage idle - Level 1 => LOESCHEN
9412814: 0 Tage idle - Level 2
11347514: 1 Tage idle - Level 1
10596514: 59 Tage idle - Level 1 => LOESCHEN
8915614: 147 Tage idle - Level 4 => LOESCHEN
8631614: 0 Tage idle - Level 41 (KEEP_CHARACTER)
10844714: 40 Tage idle - Level 1 => LOESCHEN
10399314: 0 Tage idle - Level 22
11378314: 0 Tage idle - Level 8
9008814: 147 Tage idle - Level 4 => LOESCHEN
10723714: 0 Tage idle - Level 9
7957814: 43 Tage idle - Level 8
9444214: 45 Tage idle - Level 5
11125414: 6 Tage idle - Level 6
10658414: 1 Tage idle - Level 1 (KEEP_CHARACTER)
8323714: 123 Tage idle - Level 4 => LOESCHEN
9130014: 30 Tage idle - Level 15
8992114: 30 Tage idle - Level 2
10597814: 58 Tage idle - Level 5
10187514: 8 Tage idle - Level 1
10775014: 49 Tage idle - Level 1 => LOESCHEN
11247715: 21 Tage idle - Level 1
10030015: 29 Tage idle - Level 13
9784215: 97 Tage idle - Level 8
10998415: 36 Tage idle - Level 1 => LOESCHEN
8086415: 17 Tage idle - Level 22
11319215: 14 Tage idle - Level 1
9359715: 51 Tage idle - Level 2 (KEEP_CHARACTER)
11329515: 16 Tage idle - Level 1
8572915: 173 Tage idle - Level 9
10294515: 8 Tage idle - Level 45
11187715: 22 Tage idle - Level 1
10958615: 0 Tage idle - Level 21
8172915: 36 Tage idle - Level 1 => LOESCHEN
10760415: 50 Tage idle - Level 1 => LOESCHEN
9435915: 0 Tage idle - Level 7
8183115: 22 Tage idle - Level 2
11289415: 18 Tage idle - Level 1
8973515: 138 Tage idle - Level 7
8482015: 159 Tage idle - Level 5 => LOESCHEN
8522815: 50 Tage idle - Level 9
10533015: 29 Tage idle - Level 1
8330215: 40 Tage idle - Level 1 (KEEP_CHARACTER)
10021715: 58 Tage idle - Level 2
8396915: 24 Tage idle - Level 7
11370215: 6 Tage idle - Level 1 (KEEP_CHARACTER)
8766715: 5 Tage idle - Level 7
9538215: 117 Tage idle - Level 4
8159215: 4 Tage idle - Level 8
8118815: 18 Tage idle - Level 7
8614915: 45 Tage idle - Level 6
10873015: 13 Tage idle - Level 8
11512715: 0 Tage idle - Level 7
11229715: 22 Tage idle - Level 2
10509115: 17 Tage idle - Level 2
9229715: 1 Tage idle - Level 9
9979315: 0 Tage idle - Level 9
9077615: 132 Tage idle - Level 6
10660615: 50 Tage idle - Level 4
8504115: 27 Tage idle - Level 1
9194215: 14 Tage idle - Level 16
8676515: 0 Tage idle - Level 14
8509815: 163 Tage idle - Level 6
11448015: 1 Tage idle - Level 1
9169715: 85 Tage idle - Level 9
10990315: 0 Tage idle - Level 2
10661215: 12 Tage idle - Level 6 (KEEP_CHARACTER)
9838415: 1 Tage idle - Level 6 (KEEP_CHARACTER)
9680715: 19 Tage idle - Level 7
9351615: 60 Tage idle - Level 8
8342415: 15 Tage idle - Level 20
11367515: 0 Tage idle - Level 5
10236715: 71 Tage idle - Level 4
9119615: 0 Tage idle - Level 1
8809315: 147 Tage idle - Level 13
10044115: 80 Tage idle - Level 3
8044115: 2 Tage idle - Level 70 (KEEP_CHARACTER)
9220315: 112 Tage idle - Level 9
10677815: 3 Tage idle - Level 11
7951615: 60 Tage idle - Level 8
8160815: 2 Tage idle - Level 12
8540915: 44 Tage idle - Level 12
10055015: 50 Tage idle - Level 1 => LOESCHEN
10551115: 20 Tage idle - Level 4
8465315: 1 Tage idle - Level 1
8591615: 27 Tage idle - Level 1
10222015: 66 Tage idle - Level 10
10349315: 24 Tage idle - Level 3
11074515: 27 Tage idle - Level 1
8510715: 169 Tage idle - Level 8
11530115: 0 Tage idle - Level 1
11201015: 15 Tage idle - Level 3
9540415: 0 Tage idle - Level 1
10177315: 4 Tage idle - Level 1
8207815: 9 Tage idle - Level 17
9353515: 73 Tage idle - Level 1 (KEEP_CHARACTER)
8880915: 28 Tage idle - Level 15
8648915: 42 Tage idle - Level 1 => LOESCHEN
11465515: 0 Tage idle - Level 6
9794615: 4 Tage idle - Level 1
8334715: 9 Tage idle - Level 11 (KEEP_CHARACTER)
8050715: 37 Tage idle - Level 10
8436415: 10 Tage idle - Level 13
10938115: 39 Tage idle - Level 1 => LOESCHEN
9992415: 90 Tage idle - Level 4
11137015: 9 Tage idle - Level 1
10877515: 16 Tage idle - Level 1
9679215: 14 Tage idle - Level 1
9066115: 0 Tage idle - Level 22
9309715: 28 Tage idle - Level 22
11405815: 6 Tage idle - Level 1
10071915: 39 Tage idle - Level 5
11046215: 11 Tage idle - Level 1
10654815: 0 Tage idle - Level 10
8938815: 1 Tage idle - Level 8
10421815: 0 Tage idle - Level 12
9760015: 1 Tage idle - Level 1
7944515: 16 Tage idle - Level 14
9851515: 3 Tage idle - Level 7
8498715: 74 Tage idle - Level 9
8377015: 0 Tage idle - Level 3
11396515: 11 Tage idle - Level 1
9553215: 87 Tage idle - Level 8
10422415: 44 Tage idle - Level 6
8706415: 151 Tage idle - Level 7
7995915: 19 Tage idle - Level 40
8022415: 19 Tage idle - Level 1
11001415: 12 Tage idle - Level 1
11052115: 16 Tage idle - Level 1
7940115: 89 Tage idle - Level 1 (KEEP_CHARACTER)
11310615: 0 Tage idle - Level 7
9397115: 78 Tage idle - Level 2 => LOESCHEN
9478315: 0 Tage idle - Level 13
7950415: 3 Tage idle - Level 1 (KEEP_CHARACTER)
11442515: 0 Tage idle - Level 3
10230515: 76 Tage idle - Level 4
10109915: 1 Tage idle - Level 1
10535015: 1 Tage idle - Level 14
11473315: 0 Tage idle - Level 7
10464115: 20 Tage idle - Level 8
8620915: 75 Tage idle - Level 8
9640315: 16 Tage idle - Level 14
11408315: 10 Tage idle - Level 1
8641415: 65 Tage idle - Level 7 (KEEP_CHARACTER)
8231115: 2 Tage idle - Level 8
9453415: 51 Tage idle - Level 5
10738515: 44 Tage idle - Level 2
9008315: 0 Tage idle - Level 11
11266515: 1 Tage idle - Level 29 (KEEP_CHARACTER)
11449415: 7 Tage idle - Level 1
8075015: 165 Tage idle - Level 9
8110115: 10 Tage idle - Level 11 (KEEP_CHARACTER)
10379615: 6 Tage idle - Level 13
11474615: 6 Tage idle - Level 1
8207215: 167 Tage idle - Level 8
8333515: 9 Tage idle - Level 24
8384215: 19 Tage idle - Level 1
9399015: 82 Tage idle - Level 4
9196215: 120 Tage idle - Level 8
10866015: 44 Tage idle - Level 1 => LOESCHEN
9667815: 8 Tage idle - Level 8
10668915: 0 Tage idle - Level 12 (KEEP_CHARACTER)
9678015: 8 Tage idle - Level 5
8709615: 14 Tage idle - Level 15
10192315: 0 Tage idle - Level 5
10805715: 3 Tage idle - Level 12 (KEEP_CHARACTER)
9530915: 52 Tage idle - Level 1 => LOESCHEN
11090115: 2 Tage idle - Level 4
10653615: 0 Tage idle - Level 17
11379815: 0 Tage idle - Level 8
11465615: 5 Tage idle - Level 2
8578015: 2 Tage idle - Level 11 (KEEP_CHARACTER)
11354215: 13 Tage idle - Level 1
8005715: 1 Tage idle - Level 1 (KEEP_CHARACTER)
9734315: 0 Tage idle - Level 36 (KEEP_CHARACTER)
10487215: 65 Tage idle - Level 2 => LOESCHEN
11415515: 7 Tage idle - Level 1
11430415: 9 Tage idle - Level 1
11481115: 0 Tage idle - Level 7
11070915: 31 Tage idle - Level 1 => LOESCHEN
11198115: 1 Tage idle - Level 4
8593615: 154 Tage idle - Level 14
11157715: 0 Tage idle - Level 2
9030415: 6 Tage idle - Level 7
10031515: 46 Tage idle - Level 10
10989615: 5 Tage idle - Level 9
9507615: 46 Tage idle - Level 11 (KEEP_CHARACTER)
8173715: 173 Tage idle - Level 7
10138915: 46 Tage idle - Level 1 => LOESCHEN
10685715: 4 Tage idle - Level 21
7954915: 23 Tage idle - Level 46
8680015: 13 Tage idle - Level 16
8969715: 12 Tage idle - Level 8 (KEEP_CHARACTER)
8397015: 9 Tage idle - Level 30
10448015: 54 Tage idle - Level 5
10533915: 36 Tage idle - Level 1 => LOESCHEN
10584615: 16 Tage idle - Level 1
11021415: 2 Tage idle - Level 1
10640215: 41 Tage idle - Level 6
11082415: 31 Tage idle - Level 1 => LOESCHEN
8478915: 99 Tage idle - Level 19
9295515: 23 Tage idle - Level 8 (KEEP_CHARACTER)
9751115: 3 Tage idle - Level 22 (KEEP_CHARACTER)
8043015: 61 Tage idle - Level 6
9710715: 6 Tage idle - Level 1
10711815: 51 Tage idle - Level 1 => LOESCHEN
9488715: 50 Tage idle - Level 12
10195515: 0 Tage idle - Level 9
11407815: 7 Tage idle - Level 3
9448215: 95 Tage idle - Level 10
9787615: 76 Tage idle - Level 7
10094415: 6 Tage idle - Level 11 (KEEP_CHARACTER)
10175615: 49 Tage idle - Level 2
8950015: 86 Tage idle - Level 18
10671715: 42 Tage idle - Level 2
7940915: 49 Tage idle - Level 5
10960315: 38 Tage idle - Level 1 => LOESCHEN
8383015: 41 Tage idle - Level 1 (KEEP_CHARACTER)
10429415: 52 Tage idle - Level 2
7951115: 158 Tage idle - Level 13
7997215: 43 Tage idle - Level 3
8677315: 36 Tage idle - Level 2
9646015: 0 Tage idle - Level 18
10980915: 37 Tage idle - Level 1 => LOESCHEN
11413015: 10 Tage idle - Level 1
8651815: 143 Tage idle - Level 12
10084815: 0 Tage idle - Level 8
8160315: 68 Tage idle - Level 10
9514815: 100 Tage idle - Level 10
11281515: 19 Tage idle - Level 1
10682615: 50 Tage idle - Level 1 => LOESCHEN
10339215: 54 Tage idle - Level 1 => LOESCHEN
10709015: 16 Tage idle - Level 3
9844515: 9 Tage idle - Level 2
8394615: 180 Tage idle - Level 6 => LOESCHEN
8309015: 34 Tage idle - Level 1 => LOESCHEN
8354115: 12 Tage idle - Level 1
8521115: 90 Tage idle - Level 4
11004015: 25 Tage idle - Level 3
8445615: 10 Tage idle - Level 13
8080415: 73 Tage idle - Level 12
10825715: 46 Tage idle - Level 1 => LOESCHEN
8329615: 2 Tage idle - Level 23
9799815: 102 Tage idle - Level 5
9632015: 3 Tage idle - Level 2 (KEEP_CHARACTER)
10886715: 7 Tage idle - Level 8 (KEEP_CHARACTER)
8182115: 17 Tage idle - Level 13
9571415: 0 Tage idle - Level 1
10456515: 54 Tage idle - Level 1 => LOESCHEN
9845815: 22 Tage idle - Level 6
10152615: 19 Tage idle - Level 5
10938315: 39 Tage idle - Level 1 => LOESCHEN
9992615: 0 Tage idle - Level 18
9456015: 42 Tage idle - Level 13
8081715: 204 Tage idle - Level 1 (KEEP_CHARACTER)
8786215: 32 Tage idle - Level 8
9501415: 7 Tage idle - Level 1
8953215: 88 Tage idle - Level 6
10502515: 57 Tage idle - Level 1 => LOESCHEN
9430515: 1 Tage idle - Level 20
10634415: 40 Tage idle - Level 11
10274915: 12 Tage idle - Level 10
11324815: 0 Tage idle - Level 10
11203115: 23 Tage idle - Level 1
11335015: 0 Tage idle - Level 4
11132215: 28 Tage idle - Level 1
11426515: 1 Tage idle - Level 2
10052115: 0 Tage idle - Level 8
8173815: 46 Tage idle - Level 14
8336115: 13 Tage idle - Level 1 (KEEP_CHARACTER)
10011715: 11 Tage idle - Level 2
11360215: 4 Tage idle - Level 1
10275515: 0 Tage idle - Level 10
9943115: 5 Tage idle - Level 11
8645315: 1 Tage idle - Level 22
10387515: 66 Tage idle - Level 4
11193915: 24 Tage idle - Level 1
9189215: 135 Tage idle - Level 4 => LOESCHEN
10347015: 71 Tage idle - Level 1 (KEEP_CHARACTER)
8260215: 48 Tage idle - Level 11
11159015: 15 Tage idle - Level 2
11037415: 0 Tage idle - Level 6
8727115: 4 Tage idle - Level 3 (KEEP_CHARACTER)
10575015: 45 Tage idle - Level 1 => LOESCHEN
9680315: 3 Tage idle - Level 16
11280315: 0 Tage idle - Level 7
9519215: 19 Tage idle - Level 15
8301615: 21 Tage idle - Level 3
9442715: 114 Tage idle - Level 3 => LOESCHEN
10935215: 34 Tage idle - Level 7
11296215: 2 Tage idle - Level 8 (KEEP_CHARACTER)
9463215: 117 Tage idle - Level 7
10332415: 18 Tage idle - Level 1
10413615: 11 Tage idle - Level 2
11428415: 3 Tage idle - Level 1
9063215: 37 Tage idle - Level 3
9894015: 0 Tage idle - Level 18
11489415: 5 Tage idle - Level 1
8884915: 0 Tage idle - Level 9 (KEEP_CHARACTER)
8844415: 137 Tage idle - Level 6
9083815: 47 Tage idle - Level 1 (KEEP_CHARACTER)
8809615: 2 Tage idle - Level 24
10783815: 48 Tage idle - Level 1 => LOESCHEN
10084915: 11 Tage idle - Level 1
10206815: 70 Tage idle - Level 5
11287215: 14 Tage idle - Level 2
11246815: 2 Tage idle - Level 1 (KEEP_CHARACTER)
9257015: 72 Tage idle - Level 2 => LOESCHEN
10997515: 36 Tage idle - Level 1 => LOESCHEN
8374115: 74 Tage idle - Level 6
10541115: 1 Tage idle - Level 6
10673015: 9 Tage idle - Level 1
11231515: 0 Tage idle - Level 6
8131515: 0 Tage idle - Level 22
9764015: 24 Tage idle - Level 1 (KEEP_CHARACTER)
10430415: 15 Tage idle - Level 9
11490315: 4 Tage idle - Level 1
8714415: 0 Tage idle - Level 27
10689615: 0 Tage idle - Level 11
8147415: 11 Tage idle - Level 1
11166915: 0 Tage idle - Level 7
9992015: 2 Tage idle - Level 1
10780015: 0 Tage idle - Level 9
10456615: 44 Tage idle - Level 1 => LOESCHEN
11506515: 0 Tage idle - Level 10
10010515: 32 Tage idle - Level 8
7994215: 39 Tage idle - Level 14 (KEEP_CHARACTER)
8056615: 0 Tage idle - Level 23
11456115: 7 Tage idle - Level 1
11127015: 2 Tage idle - Level 1
10451615: 17 Tage idle - Level 6
8000915: 0 Tage idle - Level 8 (KEEP_CHARACTER)
11228815: 0 Tage idle - Level 3
10918515: 41 Tage idle - Level 1 => LOESCHEN
11491615: 4 Tage idle - Level 1
8016815: 7 Tage idle - Level 41
9983015: 73 Tage idle - Level 15
11512415: 3 Tage idle - Level 1
10716315: 7 Tage idle - Level 4
10194415: 59 Tage idle - Level 7
9522715: 0 Tage idle - Level 18
9239715: 18 Tage idle - Level 7
11406715: 6 Tage idle - Level 1
11451815: 2 Tage idle - Level 4
9325515: 54 Tage idle - Level 5
10822715: 8 Tage idle - Level 2
8129415: 1 Tage idle - Level 23
11067715: 0 Tage idle - Level 6 (KEEP_CHARACTER)
9143215: 3 Tage idle - Level 28
11108415: 9 Tage idle - Level 1
7950015: 10 Tage idle - Level 20
10808415: 47 Tage idle - Level 1 => LOESCHEN
9781515: 4 Tage idle - Level 10
10904515: 4 Tage idle - Level 12
8863815: 21 Tage idle - Level 5
11300615: 17 Tage idle - Level 1
8701715: 12 Tage idle - Level 17 (KEEP_CHARACTER)
9391815: 50 Tage idle - Level 4
8833615: 140 Tage idle - Level 6
11027915: 31 Tage idle - Level 1 => LOESCHEN
9442815: 39 Tage idle - Level 1 => LOESCHEN
9078615: 79 Tage idle - Level 4
9499115: 0 Tage idle - Level 19
11174715: 3 Tage idle - Level 5
10783215: 5 Tage idle - Level 16
10393515: 20 Tage idle - Level 2
10682115: 54 Tage idle - Level 1 => LOESCHEN
11367915: 10 Tage idle - Level 3
10322915: 2 Tage idle - Level 1
7971915: 43 Tage idle - Level 22
11565715: 0 Tage idle - Level 1
8014315: 110 Tage idle - Level 7
10601915: 59 Tage idle - Level 1 => LOESCHEN
8566815: 81 Tage idle - Level 8
11550415: 1 Tage idle - Level 1
11348615: 13 Tage idle - Level 1
10703615: 0 Tage idle - Level 9
10749715: 30 Tage idle - Level 1 => LOESCHEN
11318415: 16 Tage idle - Level 1
9282315: 1 Tage idle - Level 1
11181215: 7 Tage idle - Level 1
10704215: 32 Tage idle - Level 6
11319015: 8 Tage idle - Level 1
9197115: 48 Tage idle - Level 2
8141915: 121 Tage idle - Level 7
8273815: 2 Tage idle - Level 25
9120915: 44 Tage idle - Level 7
8162415: 36 Tage idle - Level 1 => LOESCHEN
11521515: 1 Tage idle - Level 2
10684715: 7 Tage idle - Level 21
11050615: 4 Tage idle - Level 6
8447015: 173 Tage idle - Level 7
11420415: 0 Tage idle - Level 7
10457315: 38 Tage idle - Level 1 => LOESCHEN
11188115: 1 Tage idle - Level 1
8664815: 0 Tage idle - Level 8
7944215: 6 Tage idle - Level 13 (KEEP_CHARACTER)
10391015: 46 Tage idle - Level 9
10842015: 1 Tage idle - Level 1
11036315: 14 Tage idle - Level 4
8685315: 15 Tage idle - Level 1
9162615: 16 Tage idle - Level 3
7964815: 157 Tage idle - Level 8
10862615: 0 Tage idle - Level 9
9654715: 12 Tage idle - Level 1
10367115: 28 Tage idle - Level 1
10615315: 57 Tage idle - Level 1 => LOESCHEN
10418115: 16 Tage idle - Level 3
10595115: 8 Tage idle - Level 11
9310315: 0 Tage idle - Level 26
10772415: 28 Tage idle - Level 5
11174115: 25 Tage idle - Level 1
11255315: 0 Tage idle - Level 17
10038715: 81 Tage idle - Level 4
9913815: 61 Tage idle - Level 5
10874115: 1 Tage idle - Level 13
9478715: 110 Tage idle - Level 8
11073015: 8 Tage idle - Level 6
11038215: 16 Tage idle - Level 11
11119415: 22 Tage idle - Level 4
11164515: 1 Tage idle - Level 1
8362815: 64 Tage idle - Level 6
11382215: 0 Tage idle - Level 8 (KEEP_CHARACTER)
10039315: 85 Tage idle - Level 2 => LOESCHEN
9377615: 0 Tage idle - Level 14 (KEEP_CHARACTER)
8206315: 34 Tage idle - Level 8
9509815: 0 Tage idle - Level 16
8550315: 27 Tage idle - Level 9
8029715: 146 Tage idle - Level 10
10789615: 0 Tage idle - Level 10
10682915: 38 Tage idle - Level 7
10561215: 56 Tage idle - Level 1 => LOESCHEN
10723615: 52 Tage idle - Level 1 => LOESCHEN
11039515: 31 Tage idle - Level 1 => LOESCHEN
9241315: 1 Tage idle - Level 12 (KEEP_CHARACTER)
10404815: 4 Tage idle - Level 20
8445215: 129 Tage idle - Level 6
10739515: 49 Tage idle - Level 1 => LOESCHEN
9297715: 2 Tage idle - Level 12
8951615: 6 Tage idle - Level 2
8876015: 11 Tage idle - Level 1
10470415: 2 Tage idle - Level 4
