Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Sat Oct  1 00:13:00 2005
9154309: 19 Tage idle - Level 2
10069609: 35 Tage idle - Level 1 => LOESCHEN
8277009: 1 Tage idle - Level 10
9337209: 62 Tage idle - Level 5 (KEEP_CHARACTER)
8165709: 17 Tage idle - Level 43
8125209: 59 Tage idle - Level 31
9681209: 0 Tage idle - Level 10
9849209: 32 Tage idle - Level 11
8140109: 80 Tage idle - Level 5
9028709: 39 Tage idle - Level 1 => LOESCHEN
9732209: 2 Tage idle - Level 12
10029809: 0 Tage idle - Level 9
10444709: 22 Tage idle - Level 1
8940809: 81 Tage idle - Level 13
10373809: 6 Tage idle - Level 3 (KEEP_CHARACTER)
10536109: 5 Tage idle - Level 8
9180109: 88 Tage idle - Level 5
8617309: 28 Tage idle - Level 1
8252109: 164 Tage idle - Level 5 => LOESCHEN
10759509: 0 Tage idle - Level 9
9439609: 50 Tage idle - Level 1 => LOESCHEN
10353909: 12 Tage idle - Level 1
11039609: 1 Tage idle - Level 1
8571609: 2 Tage idle - Level 14
10536809: 29 Tage idle - Level 3
8496009: 118 Tage idle - Level 11
11014009: 2 Tage idle - Level 1
10460209: 35 Tage idle - Level 1 => LOESCHEN
9389209: 7 Tage idle - Level 25
9844909: 0 Tage idle - Level 30
9227109: 0 Tage idle - Level 20
10921509: 3 Tage idle - Level 9
10476109: 5 Tage idle - Level 1
10172210: 15 Tage idle - Level 1
10669310: 24 Tage idle - Level 1
10704410: 7 Tage idle - Level 1
8952310: 30 Tage idle - Level 1 => LOESCHEN
10552310: 1 Tage idle - Level 1
7953410: 19 Tage idle - Level 1 (KEEP_CHARACTER)
11080310: 0 Tage idle - Level 3
10279610: 17 Tage idle - Level 8
10522110: 18 Tage idle - Level 1
9476310: 32 Tage idle - Level 1 => LOESCHEN
8259710: 12 Tage idle - Level 31
8199010: 53 Tage idle - Level 4
9785510: 0 Tage idle - Level 13
10325610: 9 Tage idle - Level 8
10579110: 28 Tage idle - Level 1
10786610: 14 Tage idle - Level 2
10386610: 4 Tage idle - Level 1
9800710: 5 Tage idle - Level 1
10553610: 0 Tage idle - Level 7
8447910: 4 Tage idle - Level 10
10741110: 0 Tage idle - Level 12
9796410: 23 Tage idle - Level 1
9502410: 9 Tage idle - Level 13 (KEEP_CHARACTER)
8665610: 12 Tage idle - Level 1
10397510: 0 Tage idle - Level 1
10149610: 17 Tage idle - Level 1
9665110: 5 Tage idle - Level 2
10331510: 7 Tage idle - Level 1
9675410: 0 Tage idle - Level 2
10504110: 33 Tage idle - Level 1 => LOESCHEN
8762310: 98 Tage idle - Level 3 => LOESCHEN
9665810: 33 Tage idle - Level 5
9048010: 47 Tage idle - Level 4
9093110: 17 Tage idle - Level 11
10788510: 15 Tage idle - Level 2
9341310: 50 Tage idle - Level 7
9144110: 67 Tage idle - Level 2 => LOESCHEN
9068610: 44 Tage idle - Level 1 => LOESCHEN
10281810: 44 Tage idle - Level 1 => LOESCHEN
9676710: 48 Tage idle - Level 1 => LOESCHEN
8338410: 143 Tage idle - Level 5
8627010: 46 Tage idle - Level 9
10252210: 4 Tage idle - Level 19
9671710: 70 Tage idle - Level 2 => LOESCHEN
9915210: 58 Tage idle - Level 1 => LOESCHEN
10339010: 5 Tage idle - Level 7 (KEEP_CHARACTER)
9758510: 0 Tage idle - Level 45 (KEEP_CHARACTER)
10500410: 33 Tage idle - Level 1 => LOESCHEN
10916310: 10 Tage idle - Level 1
9768810: 0 Tage idle - Level 11
8506010: 64 Tage idle - Level 10 (KEEP_CHARACTER)
8551110: 143 Tage idle - Level 5
8931210: 87 Tage idle - Level 9
8156810: 3 Tage idle - Level 8 (KEEP_CHARACTER)
11003910: 3 Tage idle - Level 1
9125510: 0 Tage idle - Level 36
8870610: 119 Tage idle - Level 5
10258510: 4 Tage idle - Level 8
9763810: 0 Tage idle - Level 3 (KEEP_CHARACTER)
9941010: 7 Tage idle - Level 1
7963110: 105 Tage idle - Level 5
8450710: 7 Tage idle - Level 6
9921110: 62 Tage idle - Level 9
10147810: 25 Tage idle - Level 1 (KEEP_CHARACTER)
10725010: 7 Tage idle - Level 2
8198510: 6 Tage idle - Level 11 (KEEP_CHARACTER)
8117610: 142 Tage idle - Level 4 => LOESCHEN
10790710: 0 Tage idle - Level 11
10091810: 4 Tage idle - Level 1
10386010: 39 Tage idle - Level 1 => LOESCHEN
9481010: 56 Tage idle - Level 4
9850910: 4 Tage idle - Level 1
9440610: 0 Tage idle - Level 28
8518210: 0 Tage idle - Level 17
7964410: 6 Tage idle - Level 1 (KEEP_CHARACTER)
10320010: 1 Tage idle - Level 11
9820710: 37 Tage idle - Level 1 => LOESCHEN
9466810: 0 Tage idle - Level 15
8122910: 15 Tage idle - Level 8
9137710: 1 Tage idle - Level 19
7954810: 93 Tage idle - Level 14
11041210: 0 Tage idle - Level 6
10878810: 1 Tage idle - Level 1
8093010: 71 Tage idle - Level 8
11067410: 0 Tage idle - Level 5
10139410: 3 Tage idle - Level 9
8757110: 39 Tage idle - Level 1 => LOESCHEN
8012110: 10 Tage idle - Level 6
9725910: 27 Tage idle - Level 7
7955410: 32 Tage idle - Level 1 => LOESCHEN
10483410: 5 Tage idle - Level 12
8194810: 16 Tage idle - Level 1 (KEEP_CHARACTER)
8073110: 2 Tage idle - Level 1
10089010: 0 Tage idle - Level 11
10792610: 0 Tage idle - Level 21 (KEEP_CHARACTER)
10008110: 61 Tage idle - Level 2 => LOESCHEN
8747510: 16 Tage idle - Level 8 (KEEP_CHARACTER)
8768010: 6 Tage idle - Level 4
8073810: 121 Tage idle - Level 7
10084010: 56 Tage idle - Level 1 => LOESCHEN
9098910: 90 Tage idle - Level 11
8089710: 1 Tage idle - Level 6
9265910: 76 Tage idle - Level 11
7940810: 11 Tage idle - Level 26 (KEEP_CHARACTER)
10393210: 1 Tage idle - Level 9
10849910: 0 Tage idle - Level 15
9985310: 4 Tage idle - Level 1
9321510: 27 Tage idle - Level 8
8292110: 90 Tage idle - Level 5
8044210: 5 Tage idle - Level 11
8905510: 41 Tage idle - Level 1 => LOESCHEN
8793910: 26 Tage idle - Level 6
9636310: 2 Tage idle - Level 10 (KEEP_CHARACTER)
7947010: 0 Tage idle - Level 47 (KEEP_CHARACTER)
10140310: 12 Tage idle - Level 8
10966510: 4 Tage idle - Level 1
8920410: 0 Tage idle - Level 9
8637410: 133 Tage idle - Level 9
10728910: 6 Tage idle - Level 14 (KEEP_CHARACTER)
10318610: 11 Tage idle - Level 1
10115810: 55 Tage idle - Level 1 => LOESCHEN
8363710: 12 Tage idle - Level 19 (KEEP_CHARACTER)
7972210: 50 Tage idle - Level 1 => LOESCHEN
9667110: 7 Tage idle - Level 1
7942010: 8 Tage idle - Level 8 (KEEP_CHARACTER)
7952310: 6 Tage idle - Level 13
10156910: 50 Tage idle - Level 1 => LOESCHEN
9783810: 30 Tage idle - Level 6
8648310: 3 Tage idle - Level 1
8607910: 41 Tage idle - Level 1 (KEEP_CHARACTER)
7972910: 4 Tage idle - Level 8 (KEEP_CHARACTER)
9009610: 27 Tage idle - Level 6
10511410: 32 Tage idle - Level 1 => LOESCHEN
8440510: 42 Tage idle - Level 5
9536510: 14 Tage idle - Level 5
10659210: 24 Tage idle - Level 1
7973510: 93 Tage idle - Level 8
10629010: 23 Tage idle - Level 1
8420610: 5 Tage idle - Level 12
10020610: 43 Tage idle - Level 1 => LOESCHEN
10806310: 8 Tage idle - Level 7
10071310: 41 Tage idle - Level 7
10497510: 0 Tage idle - Level 7
8532610: 59 Tage idle - Level 9
8790810: 6 Tage idle - Level 2
10553110: 2 Tage idle - Level 7
8138210: 1 Tage idle - Level 35
8067310: 14 Tage idle - Level 8
9081110: 97 Tage idle - Level 6
9537810: 0 Tage idle - Level 15
10498110: 33 Tage idle - Level 2
9416110: 1 Tage idle - Level 4
8989610: 75 Tage idle - Level 9
9005910: 45 Tage idle - Level 1 => LOESCHEN
10665110: 0 Tage idle - Level 1
8173710: 47 Tage idle - Level 1 => LOESCHEN
10057710: 8 Tage idle - Level 2
10564010: 2 Tage idle - Level 16
10574310: 0 Tage idle - Level 1
8048010: 119 Tage idle - Level 22
8873210: 127 Tage idle - Level 4 => LOESCHEN
8381810: 119 Tage idle - Level 5
10351610: 0 Tage idle - Level 2
8686310: 1 Tage idle - Level 4
10286310: 36 Tage idle - Level 1 (KEEP_CHARACTER)
9128810: 2 Tage idle - Level 3 (KEEP_CHARACTER)
10412910: 2 Tage idle - Level 6
10260810: 47 Tage idle - Level 1 => LOESCHEN
9022010: 1 Tage idle - Level 13
7996610: 5 Tage idle - Level 65 (KEEP_CHARACTER)
10640910: 9 Tage idle - Level 8
7956110: 7 Tage idle - Level 3
10276710: 0 Tage idle - Level 15
8276710: 88 Tage idle - Level 9
10697210: 15 Tage idle - Level 2
7971010: 46 Tage idle - Level 5
8697210: 16 Tage idle - Level 3
10291610: 41 Tage idle - Level 1 => LOESCHEN
8535110: 26 Tage idle - Level 18
9514110: 13 Tage idle - Level 6
8555710: 92 Tage idle - Level 1 => LOESCHEN
8358510: 88 Tage idle - Level 11
7941510: 2 Tage idle - Level 23
8135810: 14 Tage idle - Level 25
7951810: 28 Tage idle - Level 19 (KEEP_CHARACTER)
9606210: 4 Tage idle - Level 12
11039210: 1 Tage idle - Level 5
9494610: 0 Tage idle - Level 42 (KEEP_CHARACTER)
10288210: 43 Tage idle - Level 1 => LOESCHEN
9094610: 43 Tage idle - Level 16
7942110: 12 Tage idle - Level 10 (KEEP_CHARACTER)
8794610: 5 Tage idle - Level 7
10141010: 45 Tage idle - Level 8
10435310: 2 Tage idle - Level 10
9743410: 52 Tage idle - Level 1 => LOESCHEN
10612610: 15 Tage idle - Level 1
10906910: 2 Tage idle - Level 7 (KEEP_CHARACTER)
10253010: 39 Tage idle - Level 7
9834910: 31 Tage idle - Level 4
10598010: 8 Tage idle - Level 4
10066110: 4 Tage idle - Level 1
10891310: 6 Tage idle - Level 4
9490210: 9 Tage idle - Level 11
10649010: 24 Tage idle - Level 1
8805810: 48 Tage idle - Level 2
10091310: 55 Tage idle - Level 1 => LOESCHEN
10005810: 0 Tage idle - Level 11
10056510: 36 Tage idle - Level 1 => LOESCHEN
10487310: 34 Tage idle - Level 1 => LOESCHEN
10821310: 7 Tage idle - Level 5
9795410: 11 Tage idle - Level 12 (KEEP_CHARACTER)
10912810: 9 Tage idle - Level 1
8796510: 9 Tage idle - Level 3
8502510: 120 Tage idle - Level 7
9198210: 30 Tage idle - Level 8 (KEEP_CHARACTER)
8553210: 63 Tage idle - Level 4
8715610: 132 Tage idle - Level 4 => LOESCHEN
10569110: 0 Tage idle - Level 17
10295410: 35 Tage idle - Level 9
10700310: 0 Tage idle - Level 13
10173810: 51 Tage idle - Level 1 => LOESCHEN
8756710: 12 Tage idle - Level 15 (KEEP_CHARACTER)
8888610: 79 Tage idle - Level 3
8143610: 3 Tage idle - Level 24
10807710: 15 Tage idle - Level 1
8929310: 31 Tage idle - Level 1 (KEEP_CHARACTER)
10939610: 2 Tage idle - Level 2
8326510: 1 Tage idle - Level 12
10341410: 41 Tage idle - Level 1 => LOESCHEN
9431810: 24 Tage idle - Level 8
8757310: 0 Tage idle - Level 16
10103810: 49 Tage idle - Level 1 => LOESCHEN
10280810: 0 Tage idle - Level 17
10777910: 5 Tage idle - Level 3
8524310: 55 Tage idle - Level 1 (KEEP_CHARACTER)
8788110: 7 Tage idle - Level 4
10175010: 1 Tage idle - Level 2
8089210: 11 Tage idle - Level 13
10504410: 12 Tage idle - Level 1
8008310: 13 Tage idle - Level 44
9771810: 0 Tage idle - Level 17
10236310: 19 Tage idle - Level 9
10656910: 1 Tage idle - Level 14 (KEEP_CHARACTER)
10783110: 18 Tage idle - Level 1 (KEEP_CHARACTER)
9377410: 1 Tage idle - Level 16 (KEEP_CHARACTER)
9954710: 0 Tage idle - Level 10
9625610: 82 Tage idle - Level 7
10671810: 0 Tage idle - Level 10
10728410: 20 Tage idle - Level 1
10814210: 0 Tage idle - Level 9
8029510: 0 Tage idle - Level 25 (KEEP_CHARACTER)
11002910: 4 Tage idle - Level 1
10576310: 17 Tage idle - Level 1
8454710: 16 Tage idle - Level 3
9717710: 38 Tage idle - Level 9
7992310: 1 Tage idle - Level 1 (KEEP_CHARACTER)
10920610: 10 Tage idle - Level 1
9230910: 10 Tage idle - Level 20
9029010: 86 Tage idle - Level 5
10855310: 0 Tage idle - Level 5
8804610: 5 Tage idle - Level 11
9494710: 19 Tage idle - Level 1
10323410: 4 Tage idle - Level 9
10865610: 0 Tage idle - Level 1
10166710: 50 Tage idle - Level 1 => LOESCHEN
10045010: 59 Tage idle - Level 1 => LOESCHEN
8146810: 127 Tage idle - Level 7
10324010: 5 Tage idle - Level 1 (KEEP_CHARACTER)
8526910: 75 Tage idle - Level 8
10248510: 47 Tage idle - Level 1 => LOESCHEN
10744610: 0 Tage idle - Level 8
10870910: 6 Tage idle - Level 1
10952010: 2 Tage idle - Level 1
10415510: 5 Tage idle - Level 1
8663410: 1 Tage idle - Level 21
10470910: 35 Tage idle - Level 1 => LOESCHEN
10679310: 1 Tage idle - Level 7
8304110: 26 Tage idle - Level 7
9282910: 7 Tage idle - Level 9
8517210: 141 Tage idle - Level 10
10775410: 17 Tage idle - Level 1
7963410: 17 Tage idle - Level 1
10086810: 56 Tage idle - Level 1 => LOESCHEN
10948010: 7 Tage idle - Level 1
9683510: 0 Tage idle - Level 19
8674310: 121 Tage idle - Level 4 => LOESCHEN
10477110: 0 Tage idle - Level 5
10740210: 2 Tage idle - Level 8
10376010: 40 Tage idle - Level 1 => LOESCHEN
10411110: 0 Tage idle - Level 20
8715710: 129 Tage idle - Level 8
10102610: 29 Tage idle - Level 14
10148710: 51 Tage idle - Level 5
10376710: 40 Tage idle - Level 1 => LOESCHEN
10706010: 22 Tage idle - Level 1
10594410: 0 Tage idle - Level 4
9142610: 112 Tage idle - Level 3 => LOESCHEN
10184110: 50 Tage idle - Level 3
8422010: 51 Tage idle - Level 9
8635110: 36 Tage idle - Level 12
10194410: 50 Tage idle - Level 1 => LOESCHEN
9411310: 3 Tage idle - Level 12
8032310: 46 Tage idle - Level 9
8903910: 44 Tage idle - Level 8
11042110: 2 Tage idle - Level 1
10656310: 25 Tage idle - Level 1
10205610: 0 Tage idle - Level 19
10048910: 11 Tage idle - Level 1
9680410: 0 Tage idle - Level 20 (KEEP_CHARACTER)
8382610: 148 Tage idle - Level 10
8590010: 2 Tage idle - Level 28
9929610: 35 Tage idle - Level 3
10600610: 22 Tage idle - Level 1
8439210: 31 Tage idle - Level 1 => LOESCHEN
7966610: 12 Tage idle - Level 1
8368310: 6 Tage idle - Level 5
8054110: 152 Tage idle - Level 8
9650910: 39 Tage idle - Level 1 => LOESCHEN
9453710: 5 Tage idle - Level 8
11049010: 1 Tage idle - Level 1
10581010: 10 Tage idle - Level 1
10920710: 6 Tage idle - Level 5
10971410: 5 Tage idle - Level 1
8186710: 66 Tage idle - Level 6
10769610: 15 Tage idle - Level 1
8100110: 3 Tage idle - Level 1
8926310: 1 Tage idle - Level 1
10520710: 32 Tage idle - Level 1 => LOESCHEN
10729110: 20 Tage idle - Level 1
10662910: 8 Tage idle - Level 5
10957110: 7 Tage idle - Level 1
9885110: 7 Tage idle - Level 11
10035510: 52 Tage idle - Level 7
8040110: 1 Tage idle - Level 15
8334410: 134 Tage idle - Level 7
8501410: 141 Tage idle - Level 7
7953210: 1 Tage idle - Level 40 (KEEP_CHARACTER)
8937910: 115 Tage idle - Level 4
10375510: 37 Tage idle - Level 1 => LOESCHEN
8086910: 13 Tage idle - Level 13
10213410: 49 Tage idle - Level 1 => LOESCHEN
8061310: 23 Tage idle - Level 14
8512310: 102 Tage idle - Level 7
8229310: 156 Tage idle - Level 14
8107710: 3 Tage idle - Level 15
10325410: 0 Tage idle - Level 19
9547710: 0 Tage idle - Level 23 (KEEP_CHARACTER)
10543110: 2 Tage idle - Level 8
11026010: 3 Tage idle - Level 1
9846610: 10 Tage idle - Level 10
9978510: 22 Tage idle - Level 7 (KEEP_CHARACTER)
8923210: 58 Tage idle - Level 3
10310110: 16 Tage idle - Level 8
8730710: 32 Tage idle - Level 6
8802210: 5 Tage idle - Level 1
7975710: 12 Tage idle - Level 3 (KEEP_CHARACTER)
9543310: 1 Tage idle - Level 8
10250110: 38 Tage idle - Level 1 => LOESCHEN
9589410: 1 Tage idle - Level 7
9386610: 57 Tage idle - Level 1 => LOESCHEN
10382010: 34 Tage idle - Level 1 => LOESCHEN
9882710: 37 Tage idle - Level 7
8792310: 92 Tage idle - Level 8
10919910: 10 Tage idle - Level 1
10347210: 9 Tage idle - Level 1
8058610: 146 Tage idle - Level 6
7955810: 9 Tage idle - Level 10 (KEEP_CHARACTER)
10438710: 31 Tage idle - Level 2
8479110: 2 Tage idle - Level 8 (KEEP_CHARACTER)
7966010: 6 Tage idle - Level 15
8808510: 96 Tage idle - Level 11
9513810: 11 Tage idle - Level 7
10762810: 2 Tage idle - Level 5
8839310: 80 Tage idle - Level 8
8104610: 39 Tage idle - Level 36
8287210: 43 Tage idle - Level 1 => LOESCHEN
8819410: 4 Tage idle - Level 21
9544610: 4 Tage idle - Level 12
8246810: 1 Tage idle - Level 28 (KEEP_CHARACTER)
7951410: 112 Tage idle - Level 18
8677610: 7 Tage idle - Level 8
10145710: 5 Tage idle - Level 5
8763410: 57 Tage idle - Level 8
8728610: 30 Tage idle - Level 12
9464010: 48 Tage idle - Level 4
10875410: 1 Tage idle - Level 6
11069710: 0 Tage idle - Level 2
10161210: 52 Tage idle - Level 1 => LOESCHEN
8860110: 110 Tage idle - Level 3 => LOESCHEN
9049810: 17 Tage idle - Level 1
10876010: 3 Tage idle - Level 8
8171510: 77 Tage idle - Level 5
10035610: 57 Tage idle - Level 11
10612910: 27 Tage idle - Level 1
9956810: 0 Tage idle - Level 10
10952210: 1 Tage idle - Level 9
9672810: 30 Tage idle - Level 8
8537310: 0 Tage idle - Level 17
10639010: 2 Tage idle - Level 1
9445410: 13 Tage idle - Level 11
7969210: 1 Tage idle - Level 28
8856810: 8 Tage idle - Level 14
9334010: 0 Tage idle - Level 20
8659610: 13 Tage idle - Level 18
9547110: 83 Tage idle - Level 4
8335110: 4 Tage idle - Level 21 (KEEP_CHARACTER)
8264210: 41 Tage idle - Level 14
9527210: 0 Tage idle - Level 32 (KEEP_CHARACTER)
8892210: 17 Tage idle - Level 9
8355710: 154 Tage idle - Level 6
10077310: 9 Tage idle - Level 5
9992910: 0 Tage idle - Level 19
9410210: 5 Tage idle - Level 12
9208410: 0 Tage idle - Level 27 (KEEP_CHARACTER)
10538610: 5 Tage idle - Level 13
8827210: 38 Tage idle - Level 1 => LOESCHEN
8750710: 6 Tage idle - Level 10
10102810: 50 Tage idle - Level 2
8969410: 0 Tage idle - Level 15
8518710: 1 Tage idle - Level 2
9918210: 57 Tage idle - Level 7
10710910: 1 Tage idle - Level 10
9315410: 91 Tage idle - Level 10
10899110: 6 Tage idle - Level 2
8767210: 3 Tage idle - Level 9
9579210: 55 Tage idle - Level 1 => LOESCHEN
8119310: 7 Tage idle - Level 1
8615410: 8 Tage idle - Level 7
8215410: 38 Tage idle - Level 11
10398010: 7 Tage idle - Level 1
8924610: 1 Tage idle - Level 27 (KEEP_CHARACTER)
9113210: 59 Tage idle - Level 1 => LOESCHEN
10362210: 5 Tage idle - Level 1
9832710: 57 Tage idle - Level 1 => LOESCHEN
9757110: 3 Tage idle - Level 12
9428010: 83 Tage idle - Level 2 => LOESCHEN
10013210: 1 Tage idle - Level 3
8342310: 118 Tage idle - Level 10
7950910: 1 Tage idle - Level 57
9489010: 32 Tage idle - Level 10
9524110: 5 Tage idle - Level 19
10778810: 1 Tage idle - Level 1
9453210: 0 Tage idle - Level 13
8525210: 70 Tage idle - Level 24
8216710: 11 Tage idle - Level 8
9403110: 85 Tage idle - Level 2 => LOESCHEN
9819010: 40 Tage idle - Level 1 => LOESCHEN
8728710: 4 Tage idle - Level 12
8156010: 21 Tage idle - Level 6
8282310: 81 Tage idle - Level 7
9388610: 0 Tage idle - Level 10 (KEEP_CHARACTER)
10095410: 56 Tage idle - Level 1 => LOESCHEN
8642510: 33 Tage idle - Level 2
10815110: 11 Tage idle - Level 1
9627110: 74 Tage idle - Level 6
8065910: 46 Tage idle - Level 11
10527811: 31 Tage idle - Level 1 => LOESCHEN
10370011: 18 Tage idle - Level 1
10122111: 4 Tage idle - Level 8
7989911: 147 Tage idle - Level 5
8219211: 9 Tage idle - Level 3 (KEEP_CHARACTER)
10431311: 19 Tage idle - Level 1
8061511: 40 Tage idle - Level 17
10857511: 0 Tage idle - Level 2
10938711: 6 Tage idle - Level 1
8026711: 105 Tage idle - Level 3 => LOESCHEN
8806811: 51 Tage idle - Level 4
9663911: 70 Tage idle - Level 7
8239811: 48 Tage idle - Level 10
10786611: 0 Tage idle - Level 9
10340511: 41 Tage idle - Level 1 => LOESCHEN
8589411: 12 Tage idle - Level 8
10427311: 12 Tage idle - Level 1
10599711: 28 Tage idle - Level 1
8427311: 64 Tage idle - Level 11
9279811: 30 Tage idle - Level 1 (KEEP_CHARACTER)
8478011: 3 Tage idle - Level 17 (KEEP_CHARACTER)
8720611: 87 Tage idle - Level 6
10655311: 1 Tage idle - Level 8
9000711: 119 Tage idle - Level 4
8994711: 20 Tage idle - Level 1
9183311: 39 Tage idle - Level 11
8214911: 40 Tage idle - Level 15
8387211: 11 Tage idle - Level 4
8438211: 11 Tage idle - Level 1
8240011: 2 Tage idle - Level 5
8038211: 144 Tage idle - Level 13
10412711: 6 Tage idle - Level 4
8904111: 43 Tage idle - Level 6
7940011: 23 Tage idle - Level 33
10301311: 44 Tage idle - Level 1 => LOESCHEN
10717211: 21 Tage idle - Level 1
8443511: 26 Tage idle - Level 4
9949811: 6 Tage idle - Level 9
10332111: 34 Tage idle - Level 1 => LOESCHEN
10003011: 1 Tage idle - Level 6
10180011: 50 Tage idle - Level 1 => LOESCHEN
10013311: 11 Tage idle - Level 11
8798811: 95 Tage idle - Level 7
8839511: 16 Tage idle - Level 1
9727011: 0 Tage idle - Level 30
10281811: 5 Tage idle - Level 8 (KEEP_CHARACTER)
10449811: 9 Tage idle - Level 5
8697711: 116 Tage idle - Level 7
8819611: 52 Tage idle - Level 1 => LOESCHEN
10338411: 42 Tage idle - Level 1 => LOESCHEN
10186311: 4 Tage idle - Level 16
9849311: 46 Tage idle - Level 17
7961911: 27 Tage idle - Level 1
10981311: 6 Tage idle - Level 1
10282411: 0 Tage idle - Level 10
10444811: 27 Tage idle - Level 2
8601511: 137 Tage idle - Level 8
8237311: 40 Tage idle - Level 1 => LOESCHEN
8085211: 35 Tage idle - Level 1 (KEEP_CHARACTER)
9545411: 87 Tage idle - Level 2 => LOESCHEN
11069911: 0 Tage idle - Level 1
10268111: 1 Tage idle - Level 9
10080211: 0 Tage idle - Level 9
10126611: 42 Tage idle - Level 1 => LOESCHEN
10628311: 18 Tage idle - Level 1
10557411: 25 Tage idle - Level 1
8060311: 164 Tage idle - Level 5 => LOESCHEN
9526111: 89 Tage idle - Level 2 => LOESCHEN
10364911: 13 Tage idle - Level 3
9339211: 73 Tage idle - Level 6
10127211: 12 Tage idle - Level 1
8121611: 13 Tage idle - Level 14
8901711: 3 Tage idle - Level 8 (KEEP_CHARACTER)
10542111: 31 Tage idle - Level 1 => LOESCHEN
9886011: 13 Tage idle - Level 3
8714811: 2 Tage idle - Level 14
7959111: 2 Tage idle - Level 1 (KEEP_CHARACTER)
8806211: 125 Tage idle - Level 4 => LOESCHEN
9663311: 5 Tage idle - Level 8
9090711: 0 Tage idle - Level 1
11020011: 4 Tage idle - Level 1
7994611: 147 Tage idle - Level 11
8183211: 128 Tage idle - Level 11
10274711: 38 Tage idle - Level 4
8847311: 99 Tage idle - Level 16
10158711: 50 Tage idle - Level 1 => LOESCHEN
8199111: 55 Tage idle - Level 9
8441711: 11 Tage idle - Level 12
9167911: 36 Tage idle - Level 14
9410411: 26 Tage idle - Level 7
10122911: 17 Tage idle - Level 10
8330311: 39 Tage idle - Level 5
8583911: 0 Tage idle - Level 8
9390211: 44 Tage idle - Level 2
9016011: 70 Tage idle - Level 3
10716011: 7 Tage idle - Level 5
9279911: 30 Tage idle - Level 26 (KEEP_CHARACTER)
8224611: 10 Tage idle - Level 7
8194111: 2 Tage idle - Level 13
11041211: 0 Tage idle - Level 11
10113211: 7 Tage idle - Level 1
9993711: 25 Tage idle - Level 8
10371411: 1 Tage idle - Level 5
10458211: 0 Tage idle - Level 10
10954311: 7 Tage idle - Level 6
9390911: 71 Tage idle - Level 6
10179911: 51 Tage idle - Level 1 => LOESCHEN
10184511: 50 Tage idle - Level 1 => LOESCHEN
10300811: 12 Tage idle - Level 7
9604211: 83 Tage idle - Level 5
9031611: 12 Tage idle - Level 1
7965711: 162 Tage idle - Level 15
10321311: 12 Tage idle - Level 1
9295411: 55 Tage idle - Level 1 => LOESCHEN
10250411: 47 Tage idle - Level 1 => LOESCHEN
10747511: 19 Tage idle - Level 1
8914511: 9 Tage idle - Level 1
10889711: 11 Tage idle - Level 7
10894311: 0 Tage idle - Level 19
8889711: 110 Tage idle - Level 5
10311711: 0 Tage idle - Level 23
9285811: 16 Tage idle - Level 22
10788611: 3 Tage idle - Level 9
9711211: 6 Tage idle - Level 15
10423711: 38 Tage idle - Level 1 => LOESCHEN
7956711: 16 Tage idle - Level 1 (KEEP_CHARACTER)
9321511: 0 Tage idle - Level 13
8029311: 19 Tage idle - Level 19
8074411: 47 Tage idle - Level 16
10176111: 33 Tage idle - Level 7
10739111: 12 Tage idle - Level 1
10247711: 17 Tage idle - Level 8
8247711: 7 Tage idle - Level 28 (KEEP_CHARACTER)
9348311: 4 Tage idle - Level 10
10506111: 21 Tage idle - Level 11 (KEEP_CHARACTER)
7947711: 40 Tage idle - Level 1 (KEEP_CHARACTER)
7952311: 0 Tage idle - Level 35 (KEEP_CHARACTER)
8197311: 74 Tage idle - Level 5
8278511: 1 Tage idle - Level 12
8618111: 108 Tage idle - Level 9
10131311: 12 Tage idle - Level 1
9556411: 5 Tage idle - Level 11 (KEEP_CHARACTER)
7968911: 18 Tage idle - Level 10
10861011: 13 Tage idle - Level 1
10578011: 1 Tage idle - Level 1
10582711: 29 Tage idle - Level 1
8040511: 17 Tage idle - Level 11
8410311: 28 Tage idle - Level 4
8881611: 53 Tage idle - Level 1 => LOESCHEN
10684411: 19 Tage idle - Level 6
9693611: 70 Tage idle - Level 8
10117711: 55 Tage idle - Level 1 => LOESCHEN
10051411: 2 Tage idle - Level 4
8046811: 0 Tage idle - Level 30
10386111: 26 Tage idle - Level 8
8259911: 2 Tage idle - Level 27
8386111: 0 Tage idle - Level 30
10108011: 55 Tage idle - Level 1 => LOESCHEN
8158811: 35 Tage idle - Level 5
9542411: 22 Tage idle - Level 3
8118311: 150 Tage idle - Level 6
10746311: 5 Tage idle - Level 2
10336011: 1 Tage idle - Level 4
9229211: 52 Tage idle - Level 6
10533911: 31 Tage idle - Level 1 => LOESCHEN
9624211: 19 Tage idle - Level 10
10184611: 1 Tage idle - Level 4
9193811: 1 Tage idle - Level 10
8351611: 43 Tage idle - Level 15
8645911: 0 Tage idle - Level 11
9498311: 0 Tage idle - Level 14
10671011: 22 Tage idle - Level 1
10833411: 13 Tage idle - Level 1
8002611: 144 Tage idle - Level 5
9189811: 0 Tage idle - Level 4
10357911: 33 Tage idle - Level 1 => LOESCHEN
9174511: 1 Tage idle - Level 7 (KEEP_CHARACTER)
8210711: 135 Tage idle - Level 4 => LOESCHEN
9843211: 14 Tage idle - Level 1 (KEEP_CHARACTER)
8419111: 0 Tage idle - Level 35
10185911: 49 Tage idle - Level 1 => LOESCHEN
